Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
09/25/2025,748.2003(b)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/02/2025,10/02/2025,Individual Standards Evaluated,Medium,No,During an investigation it was observed medications are being prepared several days in advance prior to administration. ,"The operation emailed to following compliance into licensing :

THE MARS HAVE BEEN UPDATED TO INCLUDE PRESCRIBING MD INFORMATION AND EACH MAR HAS THE SIGNATURE PAGE ATTACHED AND SIGNED by each staff administering medications, 

THE MEDICATION WITH INACCURATE COUNT WAS CORRECTED IMMEDIATELY DURING THE VISIT ON 9/25/2025.

STAFF  WAS RE-TRAINED ON PROPER DOCUMENTATION OF COUNT IN THE LOG BOOK ON 9/25/2025 AT 5:30PM.

ALL PILLS WERE RETURNED FROM LABELED PILL BOXS TO ORIGINAL BOTTLES AND ALL STAFF WAS IMMEDIATELY TRAINED ON ADMINISTERING MEDICATIONS -ON 9/26/2025 AT 2PM FOR MORNING SHIFT , AND AGAIN AT 6PM FOR EVENING SHIFT.
"
09/25/2025,748.2151(c)(6) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/02/2025,10/02/2025,Individual Standards Evaluated,Medium,No,"During an investigation inspection it was found a child's medication log did not include the required information such as the person name and signature of whom administered the medication and the prescribing Dr.'s information. In addition, two medication records were observed with an inaccurate count.","The operation emailed to following compliance into licensing :

THE MARS HAVE BEEN UPDATED TO INCLUDE PRESCRIBING MD INFORMATION AND EACH MAR HAS THE SIGNATURE PAGE ATTACHED AND SIGNED by each staff administering medications, 

THE MEDICATION WITH INACCURATE COUNT WAS CORRECTED IMMEDIATELY DURING THE VISIT ON 9/25/2025.

STAFF  WAS RE-TRAINED ON PROPER DOCUMENTATION OF COUNT IN THE LOG BOOK ON 9/25/2025 AT 5:30PM.

ALL PILLS WERE RETURNED FROM LABELED PILL BOXS TO ORIGINAL BOTTLES AND ALL STAFF WAS IMMEDIATELY TRAINED ON ADMINISTERING MEDICATIONS -ON 9/26/2025 AT 2PM FOR MORNING SHIFT , AND AGAIN AT 6PM FOR EVENING SHIFT.

"
08/05/2025,748.303(a)(10)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/26/2025,08/22/2025,Individual Standards Evaluated,Medium,Yes,"Based on a review of documentation, it was determined that a child's unauthorized absence was not reported Licensing within the required timeframe.","08/22/2025-The operation's Governing Body submitted to licensing staff via email the operation's Corrective Action Plan indicating as of 08/06/2025, the Governing Body updated internal procedures as well as communicated with all staff regarding updated unauthorized absence procedures requirements based on the operation's policies.

According to the operation's Governing Body, all staff (including 24-Hour Awake Overnight Staff) has been directed to report all unauthorized absences to Licensing by contacting the Intake Hotline within 2-Hours of unauthorized absence in minimizing future risk of non-compliance.




"
08/05/2025,748.303(a)(10)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/26/2025,08/22/2025,Individual Standards Evaluated,Medium,Yes,"Based on a review of documentation, it was determined that a child's unauthorized absence was not reported to the parent within the required timeframe.","08/22/2025-The operation's Governing Body submitted to licensing staff via email the operation's Corrective Action Plan indicating as of 08/06/2025, the Governing Body updated internal procedures as well as communicated with all staff regarding updated unauthorized absence procedures requirements based on the operation's policies.

According to the operation's Governing Body, all staff (including 24-Hour Awake Overnight Staff) has been directed to report all unauthorized absences to parent(s) by contacting the Intake Hotline within 2-Hours of unauthorized absence in minimizing future risk of non-compliance.




"
