Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
10/18/2024,748.1101(b)(1)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/18/2024,01/07/2025,Individual Standards Evaluated,High,Yes,"A caregiver failed to adhere to the child's rights to be free of abuse, neglect, and exploitation as defined in Texas Family Code 261.401.",Resignation Letter dated for 12/13/24 and review of the background checks validated the staff is no longer employed.
10/18/2024,748.2307(8) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/18/2024,01/07/2025,Individual Standards Evaluated,Medium High,Yes,Through the course of the investigation it was determined a child was called a brat in front of other staff and children.,Resignation Letter dated for 12/13/24 and review of the background checks validated the staff is no longer employed. 
10/09/2024,748.3391(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/09/2024,10/18/2024,Individual Standards Evaluated,Medium High,Yes,"In conducting a walk through of the facility a clogged toilet with feces, mildew in the bathroom, and toilet paper covered in bodily fluids. ",Restrooms were found to be clean and all repairs made. 
10/09/2024,745.641 - Individual Standards Evaluated,Individual Standards Evaluated,Yes,10/18/2024,,Individual Standards Evaluated,High,Yes,Review of the backgrounds found an employee had their background inactivated on 7-9-24 and is still having access to children in care. ,
10/09/2024,748.3301(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/16/2024,10/18/2024,Individual Standards Evaluated,Medium,Yes,"Three of Seven Units were found to have repairs needed, peeling paint, broken furniture, broken or missing air vents, and trash in several rooms and on the grounds around the homes. ",Operation must immediately remove the person from the operation until eligibility has been determined.
10/09/2024,"748.1349(a)(3) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,10/16/2024,11/26/2024,"I:Admission, Service Planning, Discharge",Medium Low,Yes,It was determined that staff caring for children do are not easily able to access the Service Plans for the children they are caring for. ,It was determined that staff caring for children do are not easily able to access the Service Plans for the children they are caring for. 
09/30/2024,748.1005 - Individual Standards Evaluated,Individual Standards Evaluated,No,12/05/2024,01/07/2025,Individual Standards Evaluated,Medium High,Yes,"Three out of five collateral interviews stated the facility has been out of ratio. Another collateral made the statement ""when the facility is in ratio"" indicating there are times the facility is out of ratio. ",Walk through of the dorms was completed. The facilities were in ratio and extra staff was observed going from unit to unit. 
08/02/2024,748.3301(a)(1) - Physical Site,Physical Site,No,08/09/2024,08/13/2024,P:Physical Site,High,Yes,Multiple walls in units had derogatory writing on them. There were several bathrooms that had trash items in the sinks. One ceiling vent had what appeared to be mold or heavy dust on it. A bulletin board was observed to be broken in one of the rooms. Multiple units had large areas of peeled paint on the doors and walls. ,"Walk through was done of the dorms. All repairs had been made. 
The facility also hired a person to do nothing but paint."
07/13/2024,748.685(c)(6) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/13/2024,09/17/2024,Individual Standards Evaluated,Medium,Yes,"Treatment Plans, Interviews, and video were reviewed during the investigation and determined children were to be checked on every 15 minutes and two of those checks were missed. ",Received notice from the Administrator that one of the staff involved resigned and the other was given counseling. 
06/20/2024,748.363(7) - Reports and Record Keeping,Reports and Record Keeping,No,07/22/2024,08/13/2024,D:Reports and Record Keeping,Medium,Yes,3 Staff Charts were reviewed did not have Licensing Affidavits. ,Reviewed charts from inspection and a new hire charts and all had Notarized Licensing Affidavits. 
05/20/2024,748.3391(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/24/2024,06/20/2024,Individual Standards Evaluated,Medium High,Yes,During the walkthrough of the operation childrens bathrooms were observed with mildew in the shower and bathroom sinks have excessive gunk. ,Walk through was conducted of the units with no issues or concerns.
05/17/2024,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/20/2024,06/20/2024,Individual Standards Evaluated,High,Yes,"During the interview, both the Administrator and the therapist stated the resident was left unsupervised.",All staff have been retrained on Supervision. Verified by signature sheets. 
05/15/2024,748.303(a)(2)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/19/2024,08/13/2024,Individual Standards Evaluated,Medium High,Yes,A child in care sustained a fracture to their hand as confirmed by X Rays results that were provided to the operation on 5/11/24. The operation did not report this to Licensing until 5/14/24. ,Staff was retrained on timeframes and what to report as a Serious Incident.  
04/12/2024,748.681(1)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/05/2024,06/05/2024,Individual Standards Evaluated,Medium Low,Yes,In reviewing the investigation it was found a  person that was not a qualified caregiver was interacting with children and was left to supervise the children.,The staff was counseled on job description. The employee that asked the staff to watch the children is no longer employed. The facility has put into place you must be 21 years old to be employed. 
04/07/2024,748.2307(9) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/05/2024,06/20/2024,Individual Standards Evaluated,Medium High,Yes,Three out of five children interviewed stated a staff member will cuss at them. ,Staff was retrained and placed on Performance Improvement Plan
04/06/2024,748.1531(d) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/05/2024,06/20/2024,Individual Standards Evaluated,Medium High,Yes,Documenation and interviews verified the child was recommended for a follow-up on 1/23/24 and did not receive it. ,Nurse Manager stated they now have hired more Milieu workers to help transport. When a follow-up is given it is entered into the system and put on the calendar to ensure there is a transporter that day. 
04/04/2024,748.685(a)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/18/2024,05/15/2024,Individual Standards Evaluated,High,Yes,During the walk through a staff was observed in the Nurse's Station on their personal phone while 4 chidlren were out in the Day Room alone. ,Walk through was conducted. Staff interviewed. Ratio was found in compliance. Staff were retrained in April signed attendance forms.
04/04/2024,748.303(a)(4)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/05/2024,05/15/2024,Individual Standards Evaluated,Medium High,Yes,"In reviewing Serious Incidents it was found a fght occurred in which a child was iinjured and taken to the doctor, but never reported. ",All staff retrained. Training Logs acquired
04/04/2024,745.641 - Individual Standards Evaluated,Individual Standards Evaluated,No,04/11/2024,05/15/2024,Individual Standards Evaluated,High,Yes,In reviewing background checks if was found two employees did not have active backgrounds checks.,People List reviewed and backgrounds had been completed. 
04/04/2024,748.1337(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/18/2024,05/15/2024,Individual Standards Evaluated,Medium Low,Yes,"In reviewing the Admission Assessment, Preliminary Service Plans, and  Initial Service Plans, several items that are required were found not to be included. ",Corrections for this have been added to the POA. Also the facility has begun to transform their forms. 
04/01/2024,748.2855(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/25/2024,06/20/2024,Individual Standards Evaluated,Medium,Yes,Interviews validated there was no documentation written for the restraint. ,A new EBI form was created and staff were retrained on Serious Incident Reporting. 
04/01/2024,748.2307(8) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/03/2024,06/20/2024,Individual Standards Evaluated,Medium High,Yes,Interviews from 6 persons validated that staff yelled at children when behaviors started to escalate. ,All staff were retraiined on Trauma infromed care.
03/28/2024,748.1009 - Individual Standards Evaluated,Individual Standards Evaluated,No,05/02/2024,05/15/2024,Individual Standards Evaluated,High,Yes,"A physical altercation occurred on 3.28.24 in a unit that was out of ratio. Due to this, a child had to call the code to get additional staff to respond. 
Not having enough staff to respond to codes was brought up numerous times during interviews with children and staff. 
Additionally, an incident occurred where a child was left in a unit for approximately 15 minutes without a staff. The nurse was double covering that day and staff believed the nurse was inside, however, she had left to check on the other unit. 
",Walk through was conducted. Staff interviewed. Ratio was found in compliance. Staff were retrained in April signed attendance forms.
03/28/2024,748.1007(b)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/02/2024,07/20/2024,Individual Standards Evaluated,Medium High,Yes,The operation was out of ratio overnight on at least 3 occurrences in 1-2 units. ,"An email was received on 5.2.24 from the Administrator. Campus Administrator is working alongside the Program and Nursing Departments to ensure that ratios and staffing patterns are in compliance with standards. The schedule tool Shift Hound, which Meridell utilizes is being reviewed and updated daily to reflect current, true, accurate, and complete records of staffing on the units.  
Schedules were reviewed and found there were not staff scheduled for the amount of children in placement."
03/28/2024,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/03/2024,06/20/2024,Individual Standards Evaluated,Medium High,Yes,3 staff and 3 children noted staff are passive aggressive and/or rude towards the children.,"An email was received on 5.2.24 from the Administrator. Pt. Advocate will respond to all patient complaint forms and address written complaints with patients on a weekly basis.  Documentation of the patient complaint forms with the outcome/resolution are available for review with the patient advocate.  Any employees who are confirmed to have violated patient rights will be referred to their immediate supervisor for coaching, retraining, and possible disciplinary actions, as necessary.  
Administrator has been working to hire new employees, retrain the current employees, and release staff that are not following the Minimum Standards. "
03/28/2024,748.2307(8) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/03/2024,06/20/2024,Individual Standards Evaluated,Medium High,Yes,5 staff and 2 children stated staff yell at children in care. ,"An email was received on 5.2.24 from the Administrator. Pt. Advocate will respond to all patient complaint forms and address written complaints with patients on a weekly basis.  Documentation of the patient complaint forms with the outcome/resolution are available for review with the patient advocate.  Any employees who are confirmed to have violated patient rights will be referred to their immediate supervisor for coaching, retraining, and possible disciplinary actions, as necessary.
Staff have been retrained on caring for children. "
03/28/2024,748.1003(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/02/2024,05/15/2024,Individual Standards Evaluated,Medium High,Yes,The operation was out of ratio during the day on at least 3 occurrences in 1-2 units.,Walk through was conducted. Staff interviewed. Ratio was found in compliance. Staff were retrained in April signed attendance forms.
03/28/2024,748.2307(9) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/03/2024,06/20/2024,Individual Standards Evaluated,Medium High,Yes,3 staff and 1 child stated staff use profane language around and/or towards the children in care. ,"An email was received on 5.2.24 from the Administrator. Pt. Advocate will respond to all patient complaint forms and address written complaints with patients on a weekly basis.  Documentation of the patient complaint forms with the outcome/resolution are available for review with the patient advocate.  Any employees who are confirmed to have violated patient rights will be referred to their immediate supervisor for coaching, retraining, and possible disciplinary actions, as necessary.
Staff have been retrained on caring for children. "
03/11/2024,748.1003(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/18/2024,03/21/2024,Individual Standards Evaluated,Medium High,Yes,Four of the Seven Units were observed out of ratio and a group was observed out of ratio while walking to dinner. ,Conducted unannounced inspections of the 4 units and they were found to be in compliance of ratio.  
02/16/2024,748.1101(b)(1)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/25/2024,06/20/2024,Individual Standards Evaluated,High,Yes,It was determined children were exposed to explicit content when a staff member screened their phone to the television.,An Inspection on 6/20/24 it was determined the staff was terminated and was no longer associated with the facility. 
02/09/2024,748.930(b)(1)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/05/2024,06/20/2024,Individual Standards Evaluated,Medium High,Yes,It was found the staff involved in this case had EBI training 7/27/23 which expired in January and did not have current training at the time of the incident. ,An Excel Spreadsheet has been created with all personnel and the due date for their next EBI training. 
02/09/2024,748.2455(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/05/2024,06/20/2024,Individual Standards Evaluated,Medium High,Yes,Documentation determined the victim was walking away from the situation when the staff  chose to restrain the child.,All staff were retrained on EBI.
02/09/2024,748.3351(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/16/2024,02/27/2024,Individual Standards Evaluated,Medium High,Yes,It was noted during a walkthrough that multiple bathrooms had feces on the walls.  One room had a rotten food product in the sink.  Food smears were noted in multiple rooms.  ,Walk through was conducted of 4 of the Units and found to be in compliance.  
02/08/2024,748.685(c)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/22/2024,02/27/2024,Individual Standards Evaluated,High,Yes,Staff were iinterviewed and were unaware and unable to tell the protocol of knowing which staff would handle incidents and which would monitor the kids. ,Staff were interviewed and able to tell the protocol for ensuring children are supervised should an incident occurr. 
02/08/2024,748.151(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/14/2024,03/21/2024,Individual Standards Evaluated,Medium,No,"Based on documentation and interviews with staff, it was determined that the operation is changing the staffing schedules and adding more staff and are providing licensing different schedules. ",Staff were interviewed regarding schedules and were found in compliance. 
02/08/2024,748.309 - Individual Standards Evaluated,Individual Standards Evaluated,No,03/14/2024,03/21/2024,Individual Standards Evaluated,Medium,No,"Through interviews with staff, it was determined that the operation is completing incident reports but are not making reports to the hotline. ",Spoke with staff and they were able to give the protocol for documenting and reporting Serious Incidents. 
02/08/2024,748.1003(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/20/2024,02/27/2024,Individual Standards Evaluated,Medium High,No,"Through interviews, it was determined that two units were out of ratio having 20 residents with 2 staff and 11 residents with 2 staff. ",Walk through was completed and ratio was in compliance. 
02/08/2024,748.2307(9) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/14/2024,03/28/2024,Individual Standards Evaluated,Medium High,Yes,"Through interviews with children and staff, it was determined that staff are cursing directly at children to get them to comply. ","Several children were interviewed and described punishment as having a meal on the unit if they are not allowed to go to the cafeteria. All stated they get plenty of food.
An email was received from the operation. Senior Leadership Directors have been notified of the issue of staff using profanity around patients.  Human Resources has been contacted to have training added to HealthStream for all direct care staff in Speaking Respectfully to Patients and  Standards of Professional Conduct.  Patient Advocate and Senior Leadership will conduct follow-up interviews with patients and staff members to ensure that staff are speaking in an appropriate and therapeutic manner to patients and to other staff members.  Staff that are not using appropriate language are receiving training and disciplinary actions to correct the issue.  "
12/11/2023,748.303(a)(2)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/22/2024,03/11/2024,Individual Standards Evaluated,Medium High,Yes,Review of the documentation and CLASS verified it was made known a child had a serious injury on 12/5/23 but the Hotline was not notifiied until 12/11/23. ,Interviews and walk through completed for new protocols on Serious Incident reporting. 
12/11/2023,748.2307(9) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/16/2024,02/27/2024,Individual Standards Evaluated,Medium High,Yes,Throughout the course of the investigation multiple staff and children admitted that staff use profanity around the children.,"Senior Leadership Directors have been notified of the issue of staff using profanity around patients.  Human Resources has been contacted to have training added to HealthStream for all direct care staff in Speaking Respectfully to Patients and  Standards of Professional Conduct.  Patient Advocate and Senior Leadership will conduct follow-up interviews with patients and staff members to ensure that staff are speaking in an appropriate and therapeutic manner to patients and to other staff members.  

2/27/24 an Unannounced Inspection was conducted and staff were interviewed and validated they have been spoken with about how to speak with residence and there is training's on their portal. "
12/11/2023,748.3365(c)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/16/2024,02/16/2024,Individual Standards Evaluated,Medium,Yes,During the course of the investigation several staff stated children would wet their beds and not get clean sheets. There was a bedroom observed during the walk through with soiled linens. ,"Director of Plant Ops, Campus Administrator, Housekeeping Supervisor, and Director of Nursing/Interim Program Director are performing daily checks of the units for cleanliness.  Housekeeping Supervisor has implemented janitorial logs for each unit that state what cleaning services was done on the unit that day.  Director of Nursing/Interim Program Director has retrained nurses and MHTs that they are to ensure that all bedding is clean.  Any bedding that is soiled is changed out immediately and new clean bedding placed on patient beds. Senior leadership are spot checking rooms and units daily to ensure that the units are clean, and that staff have signed the checklist verifying that they have a clean unit.  Communication of unit cleanliness will be discussed in daily flash meetings and in weekly unit meetings."
12/11/2023,748.3301(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/16/2024,02/16/2024,Individual Standards Evaluated,Medium,Yes,During the walkthrough trash was observed throughout the walkthrough of Liberty Hall.,"Director of Plant Ops, Campus Administrator, Housekeeping Supervisor, and Director of Nursing/Interim Program Director are performing daily checks of the units for cleanliness.  Staff (MHTs and Nurses) have been retrained that the expectations are that there is to be no food in patient rooms, rooms are cleaned, and items picked up off the floor in bedrooms, and trash is to be picked up on units.  Cleanliness of rooms and the unit has been added to the staff assignment checklist which is signed off on daily.  Senior leadership are spot checking rooms and units on a daily to ensure that the units are clean, and that staff have signed the checklist verifying that they have a clean unit.  Communication of unit cleanliness will be discussed in daily flash meetings and in weekly unit meetings."
12/11/2023,748.1005 - Individual Standards Evaluated,Individual Standards Evaluated,No,02/16/2024,02/27/2024,Individual Standards Evaluated,Medium High,Yes,Throughout the course of the investigation multiple staff admitted to the operation being out of ratio. Nurses at the operation were working as direct care givers and as nurse at the same time while being counted in ratio.,"All staff have been trained that if they become aware of a ratio issue that they are to notify their immediate supervisor, Program Director, and/or Director of Nursing so that the ratio issue can immediately be addressed.  If a nurse is counted in ratio and responsible for patient care, then prior to the nurse performing nursing related duties, the nurse will notify their immediate supervisor or DON so that a staff member can replace the nurse during that time so that ratio is maintained.  Shift Hound is being monitored daily by the Director of Nursing/Interim Program Director to ensure that ratios are maintained and any areas that need staffing are addressed timely.

2/27/24 Inspection was conducted at the facility and they were observed to be in compliance with ratio."
12/11/2023,748.685(a)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/16/2024,02/27/2024,Individual Standards Evaluated,High,Yes,During the walkthrough of the operation a child was observed in his room alone with no caregiver within visual or auditory range of the child.,"PI/Risk Management Analyst immediately addressed the supervision issue with the staff member responsible for the patient while on the unit during the walk-thru with licensing.  All direct care staff were trained in October 2023 with the Patient Safety Observation training module video series with documented attestation of the training in the employee personnel files.  All new staff have been trained in Patient Safety Observation Rounds during new hire orientation with documented attestation of the training in the employee personnel files.  The staff member was re-educated on Patient Safety Observation Rounds training protocols.  This training specifically outlines patient supervision requirements, patients are not left alone in patient bedrooms during the programming day, patient bedrooms are locked during the programming day, and patients are to use the community bathroom during programming hours.  

2/27/24 An unannounced inspection was conducted and all children were being supervised appropriately."
12/06/2023,748.2307(8) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/12/2024,02/08/2024,Individual Standards Evaluated,Medium High,Yes,A caregiver yelled at a child in an untherapeutic way after the child had run away from the operation. ,Received and reviewed documenation with staff's signature showing the staff was retrained. 
11/30/2023,748.685(c)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/25/2024,02/08/2024,Individual Standards Evaluated,High,Yes,An unsafe environment was created when all staff intervened in one incident leaving other children with previous physical altercation issues unsupervised allowing a third altercation between the two children.,
11/16/2023,748.685(a)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/22/2023,01/09/2024,Individual Standards Evaluated,High,Yes,In the course of the investigation it was determined staff was doing other duties and was not aware of the childrens' actions allowing them to leave the premises.,In the course of the investigation it was determined staff was doing other duties and was not aware of the childrens' actions allowing them to leave the premises.
11/16/2023,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/22/2023,01/09/2024,Individual Standards Evaluated,Medium High,Yes,In the course of the investigation it was found a staff member left the key to all doors accessible to a child in care allowing them the opportunity to elope from the facility. ,In the course of the investigation it was found a staff member left the key to all doors accessible to a child in care allowing them the opportunity to elope from the facility. 
10/31/2023,748.303(a)(2)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/05/2024,01/09/2024,Individual Standards Evaluated,Medium High,Yes,A child went to the emergency room on 8/19/23 after having a seizure. Another child went to the emergency room on 9/17/23 after having a seizure. Another child went to urgent care on 8/12/23 for a fractured finger. These incidences were not reported to Licensing. ,A child went to the emergency room on 8/19/23 after having a seizure. Another child went to the emergency room on 9/17/23 after having a seizure. Another child went to urgent care on 8/12/23 for a fractured finger. These incidences were not reported to Licensing. 
10/10/2023,748.1005 - Individual Standards Evaluated,Individual Standards Evaluated,Yes,10/10/2023,,Individual Standards Evaluated,Medium High,Yes,"It was determined that Bunk House was out of ratio, 17:2, for more than 15 minutes as one staff was in the Nurse s station conducting administrative duties and speaking to children individually, and another staff left Bunk House to drop off her personal items in the Admin building. A nurse was in the Med room performing medication/administrative duties. ",
10/10/2023,748.3365(c)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/17/2023,10/17/2023,Individual Standards Evaluated,Medium,No,"During the walk-through of Eagle unit located in Liberty Hall, it was noted that one child s pillow was complete stained and had red circular stains on it. Please refer to 748.3015, if applicable."," As per the Administrator/Director of Risk Management, Director of Performance Improvement, & Facility Compliance Officer, the direct care and housekeeping staff have been notified about the concern. The bedding was changed out and staff will be more diligent in inspecting pillowcases to ensure that they are clean and freshly washed. The wash schedule for the patients is on a weekly basis. Staff will ensure that clean linens are available, as necessary.  One note is that no linens were used by more than one patient.  All linens are stripped after a patient discharge and laundered to ensure the highest level of cleanliness and sanitation.  "
09/29/2023,748.685(a)(5) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/06/2023,01/09/2024,Individual Standards Evaluated,High,Yes,"It was documented and made known that a child was not adequately supervised as they were able to open locked doors, leave the unit and climb the buildings roof multiple times without staff being aware he was absent from the unit. It was also recorded that the child was able to leave the unit and jump the propertys fence in which resulted in injuries. ","As per the operations Administrator, the operation will ensure that all staff remain in close proximity of all patients who display elopement tendencies.  
1/9/23 Met with Administrator, Director of Nursing, Program Manager, and Risk Manager the facility will now have the child at the Oasis, off the Unit, with a MHT. If the child must remain on the Unit a MHT will be placed with them to prevent having nurses to fill in. 
RCCR Inspector also observed children walking from different areas of the campus to school and all were in ratio. "
09/10/2023,748.3319(a) - Physical Site,Physical Site,No,11/06/2023,10/09/2023,P:Physical Site,Medium,Yes,Operation did not have required No Trespassing signs posted at entrance of facility.,"Original compliance date was 10/10/23. Operation ordered signs from HHSC and as of 10/9 they have not received yet. Extension granted until 11/6/23. Anita Orr
On 10/9/23 Inspector Orr had extended the compliance to 11/6/23. At this time the signs have still not arrived, but Glenn Scruggs (Administrator) was able to verify they had been ordered. Per Supervisor Leon the etension will be found compliant. MLayton"
07/27/2023,748.930(b)(1)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/17/2023,08/28/2023,Individual Standards Evaluated,Medium High,Yes,Two staff files were reviewed for EBI training documentation and both were missing documentation verifying annual EBI training was completed. ,Two staff files were reviewed for EBI training documentation and both were missing documentation verifying annual EBI training was completed.
07/27/2023,748.2455(a)(2) - Emergency Behavior Intervention,Emergency Behavior Intervention,No,08/17/2023,08/28/2023,N:Emergency Behavior Intervention,Medium High,Yes,Caregivers conducted an unwarranted restraint on a child in care as the child was running away.,Caregivers conducted an unwarranted restraint on a child in care as the child was running away.
