Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
07/09/2024,748.303(a)(10)(C) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/12/2024,09/18/2024,Individual Standards Evaluated,Medium,Yes,A child in care was absent from the operation for more than 6 hours before it the incident was reported to law enforcement.,"Inspection Number 4019850 on 09/18/2024
Reviewed training attendance sheet regarding reporting serious incidents. Training was provided on September 12, 2024. Discussed with administrator reporting criteria. Administrator indicates new systems in place to guide and track reporting for staff on duty at the time of incident. "
07/09/2024,748.393(b)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/12/2024,09/18/2024,Individual Standards Evaluated,Medium,Yes,The child's service plan was not updated with correct information regarding runaway prevention.,"Inspection Number 4019850 on 09/18/2024
Reviewed training attendance sheet regarding service plans. Training was provided on September 12, 2024. Discussed with administrator the importance of completing thorough service plans. Administrator indicates new systems in place to complete and review service plans routinely for accurate information and updates."
07/09/2024,748.303(a)(10)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/12/2024,09/18/2024,Individual Standards Evaluated,Medium,Yes,The operation did not report the absence of a child in care for more than six hours to the hotline. ,"Inspection Number 4019850 on 09/18/2024
Reviewed training attendance sheet regarding reporting serious incidents. Training was provided on September 12, 2024. Discussed with administrator reporting criteria. Administrator indicates new systems in place to guide and track reporting for staff on duty at the time of incident. "
07/09/2024,748.1337(b)(1)(H)(i) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/12/2024,09/18/2024,Individual Standards Evaluated,High,Yes,The child's service plans reviewed did not include high risk behaviors.,"Inspection Number 4019850 on 09/18/2024
Reviewed training attendance sheet regarding service plans. Training was provided on September 12, 2024. Discussed with administrator the importance of completing thorough service plans. Administrator indicates new systems in place to complete and review service plans routinely for accurate information and updates."
07/05/2024,748.303(a)(9)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/05/2024,09/13/2024,Individual Standards Evaluated,Medium High,Yes,The operation did not report the absence of a child in care to the hotline within two hours of notifying law enforcement. ,Director held a training with assistant director and supervisors to go over minimum standards and reporting requirements. In the training they discussed reporting early instead of waiting to ensure time frames are not missed. A folder was also put together with guidelines for reporting and when to report.
07/05/2024,748.303(a)(9)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/05/2024,09/13/2024,Individual Standards Evaluated,Medium,Yes,A child in care was absent from the operation for more than 2 hours before it the incident was reported to the parent.,Director held a training with assistant director and supervisors to go over minimum standards and reporting requirements. In the training they discussed reporting early instead of waiting to ensure time frames are not missed. A folder was also put together with guidelines for reporting and when to report.
07/05/2024,748.303(a)(9)(C) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/05/2024,09/13/2024,Individual Standards Evaluated,Medium High,Yes,A child in care was absent from the operation for more than 2 hours before it the incident was reported to law enforcement.,Director held a training with assistant director and supervisors to go over minimum standards and reporting requirements. In the training they discussed reporting early instead of waiting to ensure time frames are not missed. A folder was also put together with guidelines for reporting and when to report.
06/27/2024,748.2203(c) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/11/2024,07/17/2024,Individual Standards Evaluated,Medium High,Yes,Multiple medication errors were not approprpiately documented.  ,The operation has developed a plan to ensure that any medication errors are documented in a timely and consise manner.  They have spoke with all staff and put in place a second person to review medications on a daily basis in order to ensure all medications have been appropriately dispensed.  
06/27/2024,"748.1337(b)(1)(A)(vi)(I) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,07/11/2024,07/17/2024,"I:Admission, Service Planning, Discharge",Medium,Yes,Three out of three service plans reviewed did not contain specific information related to normalcy activities at the operation.  ,The opeation has reviewed the documentation for service plans in order to ensure that it includes all required information.  This information has been revieweed with case management staff in order to enusre they are aware of the requirements.  
06/11/2024,748.685(a)(5) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/24/2024,07/31/2024,Individual Standards Evaluated,High,Yes,Two staff conducting routing visual supervision of a child in care failed to intervene when the child had attempted self-harm by tying a plastic bag around their neck.,Two staff conducting routing visual supervision of a child in care failed to intervene when the child had attempted self-harm by tying a plastic bag around their neck.
03/03/2024,748.2551(b)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/08/2024,04/10/2024,Individual Standards Evaluated,High,Yes,"A caregiver implemented a personal restraint in a public venue, in view of onlookers to intervene in an unauthorized absence after the child had left the facility and law enforcement had been notified.  There was no immediate danger to the child.","According to the Operations Director, an all-staff meeting was held on May 3, 2024, to address the appropriate use of restraints with youth. Staff were advised during the meeting to only use restraints on children if they present a danger to themselves or others. Additionally, caregivers were instructed to keep a close watch on children who try to leave the facility so that law enforcement can be informed of their whereabouts if necessary. For the safety of the children in care, caregivers will no longer restrain them in public unless there is a threat to their well-being. The sign-in sheet from the meeting will be added to the document library for reference."
01/13/2024,745.635(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/16/2024,02/26/2024,Individual Standards Evaluated,High,Yes,A caregiver at the operation with restricted duties was providing sole supervision for a child in care. ,"An operation walkthrough was completed without any issues. Following a discussion with the administrator, it was confirmed that there are no current employees with provisional status working around children.

The inspector was informed via email by the operations Executive Director that any changes in an employee's background status will prompt the organization to receive a provisional status notification. In the case that the employee holds a client-facing role, a provisional status will lead to termination. Re-application for a vacant position will be allowed if the provision is cleared. Employees in non-client-facing roles must undergo a risk evaluation process to transition from provisional to eligible or conditional status. Failure to meet the eligibility criteria will result in termination."
01/02/2024,748.1117 - Individual Standards Evaluated,Individual Standards Evaluated,No,02/16/2024,02/19/2024,Individual Standards Evaluated,Medium Low,Yes,A child in care returned from runaway status and the search conducted by staff was not documented in the child record. ,An email was received from the operation administrator.  It stated that they have updated documentation regarding searches of both youth's person and bedroom.  This new form has been uploaded into the operation's online electronic record system.  The administrator will ensure that all staff are aware of the documentation requirements and the information that must be documented on the search form.   
11/25/2023,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/23/2024,02/26/2024,Individual Standards Evaluated,Medium High,Yes,A caregiver failed to use prudent judgement when she allowed a child in care to put lotion on her ankles and feet and failed to use appropriate language after being provoked by a child in care.  ,"An inspection was completed at the operation on 2/26/24. The staff member involved in the incident is no longer employed at the operation and this was verified during the inspection.  Administrator will have discussion with all direct care staff regarding professional boundaries, including the need for ""huddles"" when appropriate.  Staff members will sign documentation that they are aware of the policy.   "
11/25/2023,748.126(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/23/2024,02/26/2024,Individual Standards Evaluated,Medium,Yes,Operation staff failed to follow policy regarding cell phone and social media usage while on duty and in the presence of children in care.  ,Follow up was completed at the operation on 2/26/24.  Inspector spoke with the operation Administrator.  She reported that all staff have reviewed the policy and signed that they will abide by the cell phone procedures. On going staff training will discuss cell phone policies and procedures for when working with the children in care. No staff were observed with cell phones present on the unit during inspection.
10/26/2023,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/05/2024,01/05/2024,Individual Standards Evaluated,High,Yes,A caregiver failed to provide appropriate supervision and a child in care was able to use outside objects to climb on the roof of the operation. ,"An email was received from operation administrator which indicated that the following policies were reviewed with the staff member, which included procedures for the treatment program, interventions for residents, active treatment for all groups during activities as well as supervision requirements.  This information was reviewed individually and will be reviewed with all staff members. 

An inspection was completed on 1/12/2024 and staff were observed to be providing appropriate supervision during mealtime.  No concerns were noted.  "
10/23/2023,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/17/2023,11/17/2023,Individual Standards Evaluated,Medium High,Yes,A caregiver failed to use reasonable judgement when a child in care obtained access to the caregiver's cell phone and viewed inappropriate pictures.  ,An email received from the operation Executive Director stated that they have provided all staff with additional information related to cell phone use on the unit.  Additional education and training was provided to staff member.  Cell phone use is also restricted to areas not occupied by youth and appropriate measures are taken to ensure cell phones and their content are not accessible to youth.  
10/19/2023,748.126(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/18/2023,12/18/2023,Individual Standards Evaluated,Medium,Yes,Overnight caregivers did not conduct bed checks during sleeping hours according to operation policies.  ,An emailed was received from the Executive Director which stated that all staff will review the policy regarding overnight checks.  Administrative staff will review video footage to ensure that checks are being completed and documented appropriately.   
10/10/2023,748.125(d)(6) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/20/2023,10/20/2023,Individual Standards Evaluated,Medium,Yes,An operation staff reported that the initial suicide prevention screening was completed but not documented.  ,An email received from operation Executive Director reports that the previous suicide screening was completed but did not properly save due to a new software program.  The operation will ensure that when complete the suicide screening that is saves appropriately.  Records will be audited to ensure that all appropriate screenings are completed and documented in the child's record within the required time frames.    
10/01/2023,748.126(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/17/2023,11/17/2023,Individual Standards Evaluated,Medium,Yes,A caregiver had possession of a vape on the unit.  The vape fell out of her pocket and became accessible to children in care.  ,An email was received from the Executive Director which stated that the operation does not allow any vapes or tobacco products on the campus.  All staff members are provided with the operation policy regarding tobacco products at the time of employment.  The staff member involved in this incident is no longer employed by the operation.  
08/02/2023,748.2455(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/04/2023,09/07/2023,Individual Standards Evaluated,Medium High,Yes,Agency staff did not intervene immediately when a suicidal child ran out of the facility and self-harmed with glass.  ,"An inspection was completed at the operation and I spoke with the Executive Director regarding this citation.  She stated that they had done individual coaching with the staff member involved in the incident which discussed early intervention, verbal de-escalation and utilizing MAB when it becomes necessary.  She stated that the staff member will be provided with one on one training regarding the MAB holds, specifically on how to safely remove an object from someone's hand, as well as personal safety of the staff.  She stated that she hopes that the additional training will increase the comfort level of the staff member.  "
07/10/2023,"748.1337(b)(1)(A)(ii) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,07/21/2023,07/21/2023,"I:Admission, Service Planning, Discharge",Medium Low,Yes,Three out of three child records reviewed did not contain information related to previous dental status or upcoming dental appointments that have been scheduled. ,"The operation director submitted an email which stated that the information related to the prior dental and vision exams will be added to the service plans.  The program improvement plan includes having additional training provided to case management staff, as well as the Clinical Director reviewing the completed service plans to verify accuracy.  "
06/06/2023,748.399(a) - Reports and Record Keeping,Reports and Record Keeping,No,06/13/2023,06/22/2023,D:Reports and Record Keeping,Medium,Yes,The operation was unable to access the employee training records for licensing immediate review.  ,The operation was unable to access the employee training records for licensing immediate review.  
06/06/2023,748.3239(d) - Safety and Emergency Practices,Safety and Emergency Practices,No,06/13/2023,06/13/2023,O:Safety and Emergency Practices,Medium Low,Yes,The operation did not have appropriate documentation related to fire and severe weather drills.  ,The Executive Director for the operation has developed a system to ensure that all emergency drills are easily accessible.  Drills will be reviewed on a monthly basis in order to ensure records are current and complete.  
05/17/2023,748.2453 - Individual Standards Evaluated,Individual Standards Evaluated,No,06/26/2023,06/29/2023,Individual Standards Evaluated,High,Yes,A child in care intervened in a physical altercation between two other children in care by restraining the aggressing child and escorting the aggressing child away from the victim.,"On June 26,2023 the Executive Director provided a corrective action plan via email indicating all staff would be retrained in EBI policy and procedures.  

On June 29, 2023 unannounced inspection 3955540 verified the following information:

The staff who allowed a child to perform an EBI restraint and escort is no longer employed by the operation and was not present.  The people list for the operation reflects the staff as inactive.  

An interview with the Executive Director confirms the EBI training has been updated to focus on early detection and warning signs of emergency behaviors as well as early de-escalation and intervention by staff to prevent children and untrained persons from performing any interventions.  Training for active staff is underway and all staff will receive the updated training within 30 days."
05/09/2023,748.125(d)(6) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/14/2023,07/14/2023,Individual Standards Evaluated,Medium,Yes,"A suicide risk screening conducted verbally on May 7, 2023 was not documented until June 2, 2023.","Per an email from the Executive Director on July 14, 2023, the Executive Director, Clinical Director, and or Therapist will conduct reviews of all incident reports and documentation to ensure Suicide Risk Screenings have been documented timely.  All Clinical Staff will be provide Suicide Screening policies for review and signature acknowlegment by July 28 2023.  "
05/08/2023,748.2003(b)(3) - Medication,Medication,No,05/09/2023,05/09/2023,L:Medication,Medium High,Yes,A medication record showed that a child in care did not receive a prescribed medication for 4 consecutive days.  ,"An emailed was received from the Executive Director for the operation.  A copy of the MAR, as well as bubble pack, showed that the medication was administered appropriately on the night of 5/8/23.  The operation will be retraining staff regarding medication administration.  Clinical staff will conduct 2 medication audits per month.  The operation will also have the nurse observe medication administration for all staff to ensure it is being completed appropriately without error. "
05/08/2023,748.2151(d) - Medication,Medication,No,05/22/2023,05/30/2023,L:Medication,Medium High,Yes,Medication logs did not contain accurate medication count for prescription medication.  ,"Medication logs did not contain accurate medication count for prescription medication.  

5.30.2023 Medication logs were reviewed and found compliant with all criteria of 748.2151."
05/08/2023,"748.1437(7) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,05/22/2023,05/24/2023,"I:Admission, Service Planning, Discharge",Medium Low,Yes,One record reviewed did not contain detailed information regarding the emergency discharge of a child in care.  ,"An email was received from Executive Director for the operation.  The discharge summary was updated to include all information as required by the Minimum Standards.  This will be reviewed by both the Executive Director, as well as the Clinical Director.  "
05/08/2023,"748.1215(b) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,05/22/2023,05/24/2023,"I:Admission, Service Planning, Discharge",Low,Yes,Three records reviewed did not have an admission assessment was not completed prior to admission. The professional level service provider must sign and date the admission assessment prior to admission.  ,An email from the Executive Director for the operation has emailed an updated admission assessment which includes all the information as required by the standard.  The form will be reviewed by both the Clinical Director as well as the Executive Director for the operation. 
04/12/2023,748.685(b)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/21/2023,06/22/2023,Individual Standards Evaluated,Medium High,Yes,Two children with histories of elopement and suspected of planning an elopement were allowed to participate in outdoor activities from which they eloped on two separate dates.  Caregivers failed to consider the risk of allowing the children to participate in the activities.,"Per an email from the Executive Director, staff have been provided supplemental training regarding supervision and recognizing risks of elopements.   An unannounced inspection (#3954563) confirmed training has been deployed and management has released staff who were not a strong fit for providing supervision to meet the needs of the children served by this type of facility.  "
04/12/2023,748.1217(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/21/2023,06/22/2023,Individual Standards Evaluated,Medium,Yes,"Two of two admission assessments reviewed lacked the legal status, current medical status, dental status, mental health status, substance abuse history, developmental function, education needs, services that will be provided, goals of placement, parents expectations of placement, and/or the child's understanding of placement as required under subsection b of this standard. ","Per an email from the Executive Director, the admission assessment template has been updated to include prompts for all required information.  A copy of the updated format will be uploaded to the SharePoint.  An unannounced inspection (#3954563) conducted on June 22, 2023 found that no new admissions have been completed since the form was updated.  An interview with the Administrator confirmed the CPMS staff have been provided additional coaching for completing admission assessments and all assessments will be subjected to a secondary review, approval, and signature by the Administrator prior to admission of each child. "
