Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
05/17/2025,748.1271(9)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/10/2025,07/08/2025,Individual Standards Evaluated,Medium,No,"During the investigation, I observed the Emergency Admission Assessment for the victim child did not include a brief description of his history.",The administrator indicated the emergency admission form would be updated with all requisite information and staff would be retrained in its completion by 7/10/25.
05/17/2025,748.1271(9)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/10/2025,07/08/2025,Individual Standards Evaluated,Medium,No,"During the investigation, I observed the Emergency Admission Assessment for the victim child did not include a description of the child's behaviors.","On 7/8/25, the operation provided a corrective action plan indicating emergency admission assessment forms will be updated to require documentation of presenting behaviors.  Staff will be trained to observe and record behaviors during intake.  File audits will be conducted for compliance.  This is to be implemented by 7/10/25."
05/17/2025,748.453(a)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/10/2025,07/08/2025,Individual Standards Evaluated,Medium,No,"During the investigation, I observed the unauthorized absence annual log lacked documentation of the child's name, age, gender, and date of admission.","On 7/8/25, the operation provided a corrective action plan indicating the operation was conducting an audit of the Unauthorized Absence Annual Summary Log and updating the log to include all requisite fields by 7/10/25.  The operation is also implementing quarterly reviews by the clinical director to prevent recurrence.  "
05/17/2025,748.1271(5) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/10/2025,07/08/2025,Individual Standards Evaluated,High,Yes,"During the investigation, I observed the Emergency Admission Assessment for the victim child did not include a field to discuss any known contraindications to the use of restraint.","On 7/8/25, the operation provided a corrective action plan indicating the emergency admission assessment form would be updated to include the contraindications to restraint field, staff will be trained to gather this information at the time of an emergency admission, and administration will monitor new admissions for compliance.  This is to be implemented by 7/10/25.  This brings this standard into compliance.  "
05/17/2025,748.1271(6) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/10/2025,07/08/2025,Individual Standards Evaluated,High,Yes,"During the investigation, I observed the Emergency Admission Assessment for the victim child did not include a list of his high-risk behaviors.","On 7/8/25, the operation provided a corrective action plan indicating a section will be added to the emergency admission assessment form to record high-risk behaviors and any safety plans.  Case managers will be required to complete safety plans within 24-hours of admission.  The clinical director will verify documentation monthly.  This is to be implemented by 7/10/25.  This brings this standard back into compliance. "
05/17/2025,748.303(a)(10)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/10/2025,07/08/2025,Individual Standards Evaluated,Medium,No,"During the investigation, I observed the operation reported the runaway to statewide intake seven and a half hours after they were aware the child ran away.","On 7/8/25, the operation provided a corrective action plan indicating all staff will be retrained regarding the accurate reporting time frames for serious incidents.  A Serious Incident Checklist will be created, and back up supervisors will be appointed for reporting purposes.  To be implemented by 7/10/25.  This brings this standard into compliance. "
05/17/2025,748.1271(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/10/2025,07/08/2025,Individual Standards Evaluated,Medium Low,No,"During the investigation, I observed the Emergency Admission Assessment for the victim child did not include a brief description of the circumstances necessitating the emergency admission","On 7/8/25, the operation provided a corrective action plan indicating a mandatory field will be added to the emergency admission assessment form to record circumstances leading to admission.  Case managers will sign-off on this within 24-hours.  Confirmation of this step will be addressed in monthly file reviews.  This is to be implemented by 7/10/25.  This brings this standard into compliance."
05/01/2025,748.125(d)(4)(C) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/09/2025,06/04/2025,Individual Standards Evaluated,Medium,Yes,"During the monitoring inspection, all four child's records reviewed did not have the follow-up suicide screenings.","On 6/4/2025, the operation's Administrator provided a corrective action plan via email. The plan included a clinical calendar implemented to schedule all follow-up screenings. Weekly review of overdue screenings added to team supervision meetings. Clinical staff will document each screening in both the chart and tracking log. Responsible Staff: Therapist, Clinical Director with a compliance Date of 5/9/2025

"
05/01/2025,"748.1335 - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,05/09/2025,06/04/2025,"I:Admission, Service Planning, Discharge",Medium Low,Yes,"During the monitoring inspection, three of four child's records reviewed did not have a completed initial service plan.  ","On 6/4/2025, the operation's Administrator provided a corrective action plan via email. The plan included a Service Plan Tracker will be implemented immediately to monitor deadlines. Clinical staff will be required to complete plans within 30 days to ensure buffer. Weekly audits of service plans will be added to the Quality Assurance checklist. Responsible Staff: Clinical Director, Case Manager with Compliance Date of 5/9/2025
"
05/01/2025,748.303(a)(2)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/02/2025,06/04/2025,Individual Standards Evaluated,Medium High,Yes,"During the monitoring inspection, Serious Incident Reports were reviewed and the RTC failed to report, to licensing, a serious incident involving a child in its care.","On 6/4/2025, the operation's Administrator provided a corrective action plan via email. The plan included incident reporting policy updated to include time-stamped internal documentation. All supervisory staff retrained on 24-hour reporting requirements. Serious Incident Reporting log initiated and maintained by Program Director. Responsible Staff: Shift Supervisors, Program Director with a compliance Date of 5/2/2025
"
05/01/2025,"748.1437(1) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,05/09/2025,06/04/2025,"I:Admission, Service Planning, Discharge",Medium Low,Yes,"During the monitoring inspection, a discharged child's record was reviewed and was missing a completed discharge summary. ","On 6/4/2025, the operation's Administrator provided a corrective action plan via email. The plan included all discharges moving forward will be documented with date, time, and full summary. Administrative staff will re-audit the past 60 days of discharges to ensure completeness. Staff training on discharge documentation procedures will be conducted by 5/7/2025. Responsible Staff: Case Manager, LCCA with a compliance Date of 5/9/2025
"
05/01/2025,748.125(d)(4)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/09/2025,06/04/2025,Individual Standards Evaluated,Medium,Yes,"During the monitoring inspection, all four child's records reviewed did not have the initial suicide screening.","On 6/4/2025, the operation's Administrator provided a corrective action plan via email. The plan included suicide screening tool will be completed at intake for all children age 10+. Intake forms revised to ensure this is a mandatory field. Clinical and intake teams retrained on suicide prevention protocols. Responsible Staff: Intake Staff, Clinical Director with a compliance Date of 5/9/2025

"
05/01/2025,748.601 - Individual Standards Evaluated,Individual Standards Evaluated,No,05/08/2025,06/06/2025,Individual Standards Evaluated,Medium High,No,"During the inspection, the administrator confirmed the operation has not established a full time schedule for the treatment director.  This standard is being recited.  ","On 6/6/25, the operation stated the current administrator will hold both the administrator and treatment director positions.  She has the necessary qualifications for both positions.  The operation has indicated they will produce time sheets illustrating her dedication of 30 hours on site per week in each respective position.  This will be a temporary arrangement until a new treatment director can be hired.  This brings this standard into compliance."
05/01/2025,748.1531(a)(1) - Child Care,Child Care,No,05/09/2025,06/04/2025,J:Child Care,Medium High,Yes,"During the monitoring inspection, one of four child's records reviewed did not have documentation of the child having completed an initial medical visit.  ","On 6/4/2025, the operation's Administrator provided a corrective action plan via email. The plan included immediate medical appointments arranged for all pending youth. Intake staff will verify documentation prior to full admission. Weekly health documentation check added to nurse responsibilities.
 Responsible Staff: Nurse, Intake Staff with a compliance Date of 5/9/2025
"
05/01/2025,748.1531(d) - Child Care,Child Care,No,05/09/2025,06/04/2025,J:Child Care,Medium High,Yes,"During the monitoring inspection, two of the four child's records reviewed were missing documentation of completed referrals to ortho. ","On 6/4/2025, the operation's Administrator provided a corrective action plan via email. The plan included all referrals were followed up, and documentation was filed. The case manager will verify follow-up appointments within 48 hours of referral. The treatment team meeting will review medical referrals on a weekly basis. Responsible Staff: Nurse, Case Manager with a compliance Date of 5/9/2025
"
05/01/2025,748.2151(d) - Medication,Medication,No,05/09/2025,06/04/2025,L:Medication,Medium High,Yes,"During the monitoring inspection, five of five child's records reviewed did not have an accurate daily count of the prescribed medications. ","On 6/4/2025, the operation's Administrator provided a corrective action plan via email. The plan included a new daily med log form implemented with running count sections. All med passers retrained on documentation standards. LCCA will conduct weekly audits for compliance. Responsible Staff: Nurse, LCCA with a compliance Date of 5/9/2025"
05/01/2025,748.1501(a)(1) - Child Care,Child Care,No,05/09/2025,06/04/2025,J:Child Care,Medium,Yes,"During the monitoring inspection, two of four child's records reviewed did not have documentation of the child having completed an initial dental visit.  ","On 6/4/2025, the operation's Administrator provided a corrective action plan via email. The plan included immediate appointments scheduled for all pending dental exams. Intake health log updated to include dental tracking. Nurse will conduct monthly audit to ensure compliance. Responsible Staff: Nurse, Case Manager with a compliance Date of 5/9/2025

"
05/01/2025,748.1583(a) - Child Care,Child Care,No,05/09/2025,06/04/2025,J:Child Care,Medium,Yes,"During the monitoring inspection, all four child's records reviewed did not have a documented tuberculosis 
screening.","On 6/4/2025, the operation's Administrator provided a corrective action plan via email. The plan included immediate TB screenings will be scheduled for all youth currently in care. Intake checklist updated to require TB screening confirmation within 30 days of admission. Training on health documentation requirements will be held for intake staff by 5/8/2025. Responsible Staff: Nurse, Intake Coordinator with Compliance Date of 5/9/2025

"
04/16/2025,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/21/2025,07/29/2025,Individual Standards Evaluated,High,Yes,"During the ANE investigation, it was discovered a child, with trafficking history, had eloped from the property the weekend prior and was not placed on heightened supervision to ensure safety. ","On 7/29/2025, the operation's case manager provided corrections via email: Immediately, the Case Manager will further develop and enforce the Heightened Supervision Protocol for high-risk youth, including trafficked youth; ensure intake notes clearly indicate supervision level. Review of supervision levels during daily staffing."
04/16/2025,748.303(a)(3)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/21/2025,07/29/2025,Individual Standards Evaluated,Medium High,No,"During the ANE investigation, it was discovered the operation failed to immediately report to licensing when they became aware of allegations of abuse, neglect, or exploitation. ","On 7/29/2025, the operation's case manager provided corrections via email: LCCA will conduct training for all staff on ANE reporting protocol, emphasizing as soon as aware standard, within 3 days. The LCCA will conduct spot audits of all serious incident reports. "
04/16/2025,748.303(a)(10)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/21/2025,07/29/2025,Individual Standards Evaluated,Medium,No,"During the ANE investigation, it was discovered the operation failed to immediately report to licensing of a trafficking victim's unauthorized absence. ","On 7/29/2025, the operation's Case Manager provided corrections via email: Within 5 days, the Quality Assurance Coordinator/DOO will enhance Serious Incident procedures by incorporating a time-stamped checklist to support timely Licensing notification within the required window. conduct training for all staff on ANE reporting protocol, emphasizing as soon as aware standard. Monthly audit of report logs."
04/16/2025,748.151(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/21/2025,07/29/2025,Individual Standards Evaluated,Medium,No,"During the ANE investigation, it was discovered the operation did not accurately document a child's unauthorized absence from the operation. The Serious Incident Report indicated the child was seen in their bedroom at 705pm, however, photographs provided by LE show the child was in the Walmart parking lot at that time. Additionally, it was reported a child was on safety plan, and when documents were requested, it was reported the child was not on a safety plan. ","On 7/29/2025, the operation's case manager provided corrections via email: Within 7 days, the Case Manager and Admin Assistant will implement a double-check process for all incident documentation and supervision records. Require staff sign-off to confirm completeness. Weekly binder audit by assigned staff. "
04/16/2025,748.1531(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/21/2025,07/29/2025,Individual Standards Evaluated,High,Yes,"During the ANE investigation, it was discovered a child had eloped from the operation and was alleging they were sexually assaulted while on elopement. The operation staff failed to immediately take the child to seek medical care.","On 7/29/2025, the operation's case manager provided corrections via email: Within 7 days, the Clinical Consultant/Case Manager will enhance policy to explicitly emphasize the requirement for immediate medical assessment following any allegation of sexual assault and disseminate updates to all staff. Conduct training including medical scenarios. Weekly reviews by LCCA and Clinical team."
04/16/2025,748.303(a)(10)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/21/2025,07/29/2025,Individual Standards Evaluated,Medium,No,"During the ANE investigation, it was discovered the operation failed to immediately report to the parent of a trafficking victim's unauthorized absence. ","On 7/29/2025, the operation's case manager provided corrections via email: Staff supervisor will provide enhanced training to all staff on mandatory reporting timelines for parent/guardian notification within 6 hours of confirmed unauthorized absence within 7 days. LCCA to audit future reports weekly."
04/15/2025,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/11/2025,07/14/2025,Individual Standards Evaluated,High,Yes,Two children in care were able to self-harm while staff was on duty.,"1. Staff Retraining - All direct care staff will be retrained on Standard 748.685(a)(4), emphasizing the requirement to provide vigilant and consistent supervision tailored to each childs individual risk factors. Retraining will cover identifying high-risk behaviors, implementing proactive supervision strategies, and immediate intervention procedures. Completion Deadline: 07/21/2025.

2.Supervision Enhancement - Update supervision protocols to include staggered staff rotations and assigned zones to ensure no lapse in child observation. Implement a supervision checklist to be completed at the start and end of each shift.

3.Increased Monitoring - Supervisors will conduct random spot checks twice per shift to verify staff compliance with supervision standards. Any identified lapses will be addressed immediately with coaching and, if necessary, disciplinary action.


4.Review and Documentation - Weekly administrative reviews of incident reports and staff shift logs to monitor adherence to enhanced supervision protocols. Document corrective actions taken for any non-compliance and report findings to the Program Director.

5. Ongoing Evaluation - Monthly staff meetings will include discussion of supervision challenges and successes to reinforce expectations and address barriers. Incorporate supervision performance into annual staff evaluations.

Responsible Parties:
&#9679;	Program Director: Oversight and monitoring

&#9679;	Training Coordinator: Staff retraining

&#9679;	Supervisors: Daily implementation and verification

The operation was denied a full permit and is now closed. No follow-up will be conducted. 


 

"
04/15/2025,748.1703(c) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/22/2025,05/01/2025,Individual Standards Evaluated,Low,No,"During the inspection, I observed the meal menus at the operation lacked dates denoting the applicable time frame for the menu and I could not verify 90-days of past menus kept at the operation.","During the inspection, I observed the meal menus at the operation have been updated to include the snacks.  This brings this standard into compliance."
04/15/2025,748.1703(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/22/2025,05/01/2025,Individual Standards Evaluated,Low,No,"During the inspection, I observed the menu in the kitchen did not list or identify the snacks scheduled for the days.","During the inspection, I observed the menu in the kitchen did not list or identify the snacks scheduled for the days."
04/15/2025,748.1703(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/22/2025,05/01/2025,Individual Standards Evaluated,Low,No,"During the inspection, I observed the meal menu did not include documentation of the substitutions provided for each meal.  ","During the inspection, I observed the operation has updated the menu to include substitutions.  This brings this standard into compliance.  "
04/15/2025,748.3301(h) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/22/2025,05/01/2025,Individual Standards Evaluated,Medium High,Yes,"During the inspection, I observed numerous rooms to contain insect remains and spiderwebs.","During the inspection, I observed no bugs in the rooms."
04/15/2025,748.3391(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/22/2025,05/01/2025,Individual Standards Evaluated,Medium High,Yes,"During the inpsection, I observed a toilet which did not cycle properly when flushed in a girls bathroom.","During the inpsection, I observed all toilets to be functioning properly"
04/15/2025,748.601 - Individual Standards Evaluated,Individual Standards Evaluated,No,04/22/2025,05/01/2025,Individual Standards Evaluated,Medium High,Yes,"During the inspection, it was confirmed the treatment director is present every other week, which does not meet the full time requirement of the position.",
04/15/2025,748.151(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/22/2025,05/01/2025,Individual Standards Evaluated,Medium,No,"During the inspection, I observed the medication log for one child's medication to contain inaccurate daily tallies for at least six dates.  ","During the inspection, I observed the documentation issues to have been corrected.  "
04/15/2025,748.3301(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/22/2025,05/01/2025,Individual Standards Evaluated,Medium,No,"During the inspection, I observed damaged floor tiles, water stains, damaged wood walls in a bedroom, insects throughout the operatoin, and spiderwebs in numerous bedrooms.  ","During the walkthrough, I observed damages to be repaired or to have maintenance requests in to address the repairs.  "
