Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
08/20/2024,748.681(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/27/2024,08/21/2024,Individual Standards Evaluated,Medium,Yes,One employee fille reviewed during inspection was missing the education requirements,The staff provided a current copy of the education record.
08/20/2024,748.930(b)(1)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/27/2024,08/21/2024,Individual Standards Evaluated,Medium High,Yes,Staff filed review last EBI training was on 12/02/2023,All operation staff completed an EBI refresher training on 08/21/24
07/19/2024,748.1531(b)(5) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/20/2024,09/23/2024,Individual Standards Evaluated,Medium,No,"The form 2403 to document the 6/4/2024 Texas Health Steps medical exam was not completed in its entirety.  Pages 6 and 8 were left blank resulting in required information left blank.  The Visit Results (page 6) and Follow Up (page 8) were not documented.  

The form 2403 to document the 4/20/2024 Texas Health Steps dental exam was not completed in its entirety.  Pages 2, 4, 6, 7,8 were left blank resulting in required information left blank.  The Reason for Visit (page 2), Medication List (page 4), Visit Results (7) and Follow Up (page 8) were not documented.  

The form 2403 to document the 6/4/2024 Texas Health Steps physical exam was not completed in its entirety.  Page 6 was left blank resulting in required information left blank.  The Visit Results (page 6) were not documented.  

The form 2403 to document the 3/22/2024 ER Visit was not completed in its entirety.  Pages 4,8, and 9 were left blank resulting in required information left blank.  The Medications (page 4), Follow Up (page 8), Provider Information (page 9) were not documented.  

The form 2403 to document the 4/22/2024 medical exam was not completed in its entirety.  Page 5 was left blank resulting in required information left blank.  The form was not signed by the caregiver and/or DFPS staff.  

","An email was sent with the following correctives: The Case Manager will ensure that all kids who go for medical visits have their form 2403
forms filed by the provider and Direct care staff taking them for this visit.
A separate sheet which is attached to the Form 2403 has been created of each child that
state their current medication and dosage.
Moving forward The Ambience will fill out Forms 2403 for each child electronically before
each visit, updating all current medications."
07/19/2024,748.885(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/20/2024,09/23/2024,Individual Standards Evaluated,High,Yes,"The DFPS Psychotropic Medication training was taken on 1/2/2024 after the staff was counted in ratio on 12/24/2023.

","An email was sent with the following correctives1. For new staff, they will not in ratio
until training is completed. LCCA will review this tracker before the schedule is made."
07/19/2024,748.863(a)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/20/2024,09/23/2024,Individual Standards Evaluated,Medium,No,"The Preventing and Recognizing Youth Sexual Abuse training was taken on 2/2/2023, and again on 6/10/2024, 129 days late.

The Preventing and Recognizing Youth Sexual Abuse training was taken on 1/11/2023, and again on 6/11/2024, 153 days late.

The Preventing and Recognizing Youth Sexual Abuse training was taken on 1/24/24 after the staff was counted in ratio on 12/25/23. 

The Preventing and Recognizing Youth Sexual Abuse training was taken on 5/21/2024 after the staff was counted in ratio on 5/11/2024. 

The Preventing and Recognizing Youth Sexual Abuse training was taken on 1/2/2024 after the staff was counted in ratio on 12/20/2023.

The Preventing and Recognizing Youth Sexual Abuse training was taken on 1/2/2024 after the staff was counted in ratio on 12/24/2023.
","An email was sent with the following correctives:1. A spreadsheet tracker has been implemented to track due dates for training. This will be used to remind staff before training expires. For new staff, they will not in ratio until training is completed. LCCA will review this tracker before the schedule is made. "
07/19/2024,748.930(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/20/2024,09/23/2024,Individual Standards Evaluated,Medium High,Yes,"The DFPS Trauma Informed Care Training was taken on 1/11/2023 and again on 6/11/2024, 152 days late.

The DFPS Trauma Informed Care Training was taken on 5/18/2023 and again on 6/10/2024, 25 days late.
","A spreadsheet tracker has been implemented to track due dates for trainings. This will be used to remind staff before training expire.
For new staff, they will not in ratio until training is completed. LCCA will review this tracker before the schedule is made.
_____________________________________________"
07/19/2024,748.561(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/20/2024,09/23/2024,Individual Standards Evaluated,Medium,No,"The service plan completed on 6/24/2024 was reviewed and the service plan was not signed by the child, and he is able to write. The service plan does not address plans to implement the recommendations given for medical and mental health follow up recommendations by service providers. Signatures were also missing and not dated by Caseworker for child noting that they received and reviewed the recommended service plan for child. ","An email was sent with the following correctives: 1. The PLSP (Professional Level Service Provider) responsible for this document has noted the importance of filling out the service plan document with timely information.
This will also be reviewed by the case manager and the LCCA for compliance before they are issued and filed"
07/19/2024,748.393(b)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/20/2024,09/23/2024,Individual Standards Evaluated,Medium,No,Child records for medical reviews and documents were not current. Updated forms 2403 will need to be completed and filled out at every appointment and med appointment. ,"An email was sent with the following correctives: 1. The Case Manager will ensure that all kids who go for medical visits have their form 2403
forms filed by the provider and Direct care staff taking them for this visit.
2. A separate sheet which is attached to the Form 2403 has been created of each child that state their current medication and dosage.
3. Moving forward The Ambience will fill out Forms 2403 for each child electronically before each visit, updating all current medications."
07/11/2024,748.4083(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/25/2024,07/24/2024,Individual Standards Evaluated,Medium Low,No,Vehicle was missing a registration sticker. Registration (proof of purchase) paperwork stated 5/23/2023. It has been over a year since purchase date. ,An email was sent on 07/24/24 with a picture of a valid vehicle registration that expires on 06/2025 
07/11/2024,748.3301(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/11/2024,07/24/2024,Individual Standards Evaluated,Medium,No,Multiple holes in the walls prompted a walk through. 8-10 inches in length and 4-5 inches in width. total number of holes 7. Multiple window blinds were also broken. ,"An email was sent on 07/24/24 with a picture of the following repairs, several holes in the wall and blinds."
06/27/2024,748.3001(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/08/2024,07/01/2024,Individual Standards Evaluated,Medium,Yes,The operations health inspection expired on 04/21/24,"The operations health inspection was 
completed on 7/1/24. 
The inspection has also been added to 
our tracker to ensure we dont forget the 
next due date. "
04/18/2024,748.3301(a)(2) - Physical Site,Physical Site,No,05/02/2024,05/02/2024,P:Physical Site,Medium,No,"There were physical site concerns during the walk through.
-A room located upstairs electric plug was missing a cover.
-Blinds and the kitchen and a room located upstairs were damaged.
-There was water damaged on a ceiling located in room upstairs.
","These damages have been repaired.
The kids tend to play and destroy these
fixtures during bedtime because their
beds are close to the wall.
Beds have been moved further away
from the walls, so they dont tamper
with these fixtures without staff seeing
them

(photos of the repairs have been uploaded)."
04/18/2024,748.1333 - Individual Standards Evaluated,Individual Standards Evaluated,No,05/02/2024,05/02/2024,Individual Standards Evaluated,Medium,No,2 out of the 4 child's files reviewed 72-hour plans were missing signatures. ,"All affected Service Plans have been
signed.
To prevent a repeat, all incident reports
will be reviewed by the case manager
and LCCA before being issued out."
02/07/2024,748.753(d)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/14/2024,02/14/2024,Individual Standards Evaluated,Medium Low,Yes,One staff members file reviewed did not contain documentation for reference checks.,An email was sent with the following correctives: The operation will ensure reference check forms are concluded before the employee's start date
02/07/2024,748.363(5) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/14/2024,02/14/2024,Individual Standards Evaluated,Medium,No,One staff file reviewed did not contain proof of education.,"An email was sent with the following information: 1.The operation will ensure all employee binder is updated with all required information (personnel)before the start date.
2.All documentation would be notarized before the employee's start date."
02/06/2024,748.151(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/29/2024,03/04/2024,Individual Standards Evaluated,Medium,Yes,The operation was not abiding by their pre-employment drug testing policy.,"An email was sent with the following correctives:
1. The Ambience RTC has moved from 3rd party conducting the Drug test to in-house Testing.
2. The operation conducts an in-house drug testing as part of the interview process.
3. The operation will update its drug testing policy documenting by end of Q1 2024  "
12/07/2023,748.153(3)(C) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/12/2023,12/09/2023,Individual Standards Evaluated,Medium High,Yes,The operation has not removed a controlling person as prompted by licensing since 11/07/2023. ,The operation CEO updated the operation controlling persons and plans to review and update the operation controlling persons every 3 months moving forward. 
11/07/2023,748.3101(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/31/2023,11/29/2023,Individual Standards Evaluated,Medium High,Yes,"During the inspection, the operation was found to have an expired fire inspection.",
11/07/2023,748.3307(b)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/17/2023,11/29/2023,Individual Standards Evaluated,Medium High,Yes,During the walkthrough of the operation a child's room was observed to have no lighting in the closet and not enough lighting in half part of the room. ,During the walkthrough of the operation a child's room was observed to have no lighting in the closet and not enough lighting in half part of the room. 
11/07/2023,748.3237(c) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,11/07/2023,,Individual Standards Evaluated,Medium High,Yes,"During the inspection, all second floor windows were observed locked/screwed shut not allowing windows to be opened.",
11/07/2023,748.3301(h) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/17/2023,11/29/2023,Individual Standards Evaluated,Medium High,Yes,"During inspection, bees were observed to be collecting behind the paneling of the house outside in the backyard.","During inspection, bees were observed to be collecting behind the paneling of the house outside in the backyard."
11/07/2023,748.3445(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/17/2023,11/29/2023,Individual Standards Evaluated,Medium High,Yes,"During the time of inspection, the following was observed: an open package of bacon, an open package of sausage links, and unmarked meat.","During the time of inspection, the following was observed: an open package of bacon, an open package of sausage links, and unmarked meat."
11/07/2023,748.3301(i) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/08/2023,11/29/2023,Individual Standards Evaluated,Medium High,Yes,"During inspection, a child's bed was observed to be broken and not in good repair.","During inspection, a child's bed was observed to be broken and not in good repair."
11/07/2023,748.3301(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/17/2023,11/29/2023,Individual Standards Evaluated,Medium,No,Operation walls were not observed in good repair as holes were observed during the inspection of the operation.,Operation walls were not observed in good repair as holes were observed during the inspection of the operation.
11/03/2023,748.1101(b)(3)(E) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/05/2024,03/01/2024,Individual Standards Evaluated,Medium,No,Children are not being allowed privacy when making phone calls to their Case Workers.,"If a child in care does not require supervised phone calls, children in care will have phone calls in the staff office with staff still within eyesight yet out of hearing range or the Therapy room when it is available."
10/20/2023,748.2003(b)(5) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/25/2023,11/07/2023,Individual Standards Evaluated,Medium High,Yes,A medication log is missing and there is no evidence that child took medication as prescribed. ,A medication log is missing and there is no evidence that child took medication as prescribed. 
10/20/2023,748.3445(a) - Physical Site,Physical Site,No,10/27/2023,11/07/2023,P:Physical Site,Medium High,Yes,"The following was observed during the inspection, a package of expired ham, left over cream cheese in the original foil wrapper but exposed to other foods, 1 rotting tomato, open unwrapped sliced cheddar cheese log, unknown meat in an unmarked ziploc bag, and blueberries and bluberry debris in the freezer.",
10/20/2023,748.363(7) - Reports and Record Keeping,Reports and Record Keeping,No,10/27/2023,11/07/2023,D:Reports and Record Keeping,Medium,No,One employee fille reviewed during inspection was not found to have a notarized licensing affidavit.,One employee fille reviewed during inspection was not found to have a notarized licensing affidavit.
10/20/2023,748.3301(a)(2) - Physical Site,Physical Site,No,10/27/2023,11/07/2023,P:Physical Site,Medium,No,Operation walls were not observed in good repair as five holes were observed during the inspection of the operation.,
10/20/2023,748.3301(h) - Physical Site,Physical Site,No,10/27/2023,11/07/2023,P:Physical Site,Medium High,No,"During inspection, bees were observed to be collecting behind the paneling of the house outside in the backyard.",
10/20/2023,748.2151(c)(6) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/27/2023,11/07/2023,Individual Standards Evaluated,Medium,Yes,"During inspection, a med log for 1 child in care reviewed did not document the name and signature of the staff that administered the medication.","During inspection, a med log for 1 child in care reviewed did not document the name and signature of the staff that administered the medication."
10/19/2023,748.463(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/05/2023,12/20/2023,Individual Standards Evaluated,Medium,No,The operation has not completed an evaluation related to run aways for a six month period.,"The operation administration team (owner, administrator, and case manager) met and developed an Unauthorized Absence 6-month evaluation form. The evaluation was completed on 12/21/2023 and will be completed every 6 months thereafter. The operation created a future operation calendar prompt as a reminder to complete the evaluation in 6 months."
10/19/2023,748.453(a)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/05/2023,12/06/2023,Individual Standards Evaluated,Medium,No,"The operations annual summary log was observed to be missing a child's name, age, gender, and date of admission for 10/8/2023.","The operation Executive Director submitted a corrective action plan on 12/06/2023. Moving forward, the operation Program Director/LCCA will review the operation unauthorized absence summary log monthly to ensure omissions or errors are observed and corrected."
10/19/2023,748.303(a)(6)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/05/2023,12/20/2023,Individual Standards Evaluated,Medium,Yes,The operation did not report serious incidents related to law enforcement responding to incidents at the facility and children in care being arrested to the hotline and/or parents.,"The operation conducted a meeting on 12/12/2023 with all operation staff and reviewed operation policy and procedure for serious incidents to include notifications, reporting, and documentation. The operation's follow through with their corrective action plan was confirmed during inspection through reviewing documentation and interviews with staff."
10/19/2023,748.455(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/05/2023,12/20/2023,Individual Standards Evaluated,Medium High,Yes,A debriefing is not being conducted and/or documented with children in care following running away and returning to the operation. This was observed for 17 incidents reviewed.,The operation developed and implemented an Unauthorize Absence Debriefing Form which staff will be using to document their debriefing with a child in care. The operation conducted a meeting with all operation staff on 12/12/2023 to review operation policy and procedure for conducting and documenting debriefing with a child in care upon their return from an unauthorized absence. Operation corrective action plan was confirmed during inspection on 12/20/2023 through interviews with staff and documentation.
10/19/2023,748.685(c)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/05/2023,12/20/2023,Individual Standards Evaluated,High,Yes,Caregivers did not provide a safe environment when 2 upstairs windows were broken and plywood was set loosely inside the window frame.,"The physical operation was observed to be safe, clean, and organized on 12/20/2023. The operation will not implement unsafe, temporary or permanent, solutions to the physical operation without consulting licensing and/or other regulating professionals and/or officials."
10/19/2023,748.457(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/05/2023,12/20/2023,Individual Standards Evaluated,Medium High,Yes,The operation is not conducting triggered reviews for 3 children in care who ran away 3 times in a 60-day period.,"The operation administration team (owner, administrator, and case manager) met, reviewed the rule, and developed and implemented an unauthorized absence triggered review form that will be used moving forward if and when children run away 3 times in a 60 day period. A meeting will be conducted with the team along with the child's CPS caseworker to discuss the occurrences, develop and implement a safety plan, and decide whether or the not the placement continues to be in the best interest of the child. The unauthorized log and serious incident reports were reviewed on 12/20/2023. There were no unauthorized occurrences and/or need for a triggered review at the time of inspection. "
09/08/2023,748.3391(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/15/2023,09/15/2023,Individual Standards Evaluated,Medium High,Yes,"At the time of the inspection, one of the upstairs bathrooms was found to not be maintained in good repair as the cabinet floor under the sink was observed warped and moldy.",corrective action plan
09/08/2023,748.3115 - Individual Standards Evaluated,Individual Standards Evaluated,No,09/15/2023,09/15/2023,Individual Standards Evaluated,Medium,Yes,The operation did not have documentation to show the operation fire extinguishers were being inspected monthly.,corrective action plan was submitted via email
07/17/2023,748.3303(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/15/2023,12/20/2023,Individual Standards Evaluated,Medium,No,During the walkthrough of the operation holes on the wall were observed in a child's room. ,"A physical walk thru was conducted of the operation on 12/20/2023.  No holes were observed in the facility and previous damages were repaired.

The operation has placed a DIY policy to fix all holes in walls in house by the LCAA or Directors. 5 mm plywood boards and 1 gallon of paint are in the stock in the garage. Staff shall report every hole immediately and LCCA or Director will fis them within 24 hours. "
07/17/2023,748.2101(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/11/2023,12/20/2023,Individual Standards Evaluated,High,Yes,During the walk through of the operation the medication cabinet was not locked.,"Physical follow up was conducted at the operation on 12/20/2023.  Medications were verified as being appropriately stored and locked during the inspection.  

Medications at the operation are stored in a locked cabinet located inside the med closet, that is always locked, in other words the medications are doubled locked. The only time the lock is open is when medication is being administered or when an adult is going in. As an additional measure to satisfy this CAP, staff have been required to lock the med closet even during an administration or adult, when the meds are not in the closet. 
"
07/10/2023,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/08/2023,10/20/2023,Individual Standards Evaluated,High,Yes,A child in care was left unsupervised due to the child care provider being locked out of the facility. ,"Follow-up completed by inspection id#3972206.
Follow-up details: 


The locks of the facility main doors have been changed from the electronic keypad lock to a manual key and the staff on shift must always have these keys on themselves. This was verified during the physical inspection. This has eliminated the risk of clients knowing the access PIN and ability to disable to lock by removing the battery, as was the case when this incident occurred. The current agency policy requires that an admin staff shall not double as a caregiver during office hours except during emergency situations. In addition, one of the directors is always available on call. Executive Director stated that he lives close to the operation, and he is available if needed. "
06/30/2023,748.2307(9) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/31/2023,10/20/2023,Individual Standards Evaluated,Medium High,No,During the course of the investigation it was determined kids in care are subjected to profanity by staff.,"Follow-up completed by inspection id#3972206.
Follow-up details: 

Executive director stated that the operation was able to be identified who the person yelling and using profane language towards the children was and parted ways with the employee for that reason. Staff background was seen to be inactive and no longer employed with the operation. Staff members interviewed stated that the operation has provided and reminded the staff with de-escalation and re-direction techniques. Operation provided a training sign in sheet for discipline training. "
06/30/2023,748.2307(8) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/31/2023,10/20/2023,Individual Standards Evaluated,Medium High,Yes,During the course of the investigation it was determined that kids in care are subjected to yelling by staff.,"Follow-up completed by inspection id#3972206.
Follow-up details: 

Executive director stated that the operation was able to be identified who the person yelling and using profane language towards the children was and parted ways with the employee for that reason. Staff background was seen to be inactive and no longer employed with the operation. Staff members interviewed stated that the operation has provided and reminded the staff with de-escalation and re-direction techniques. Operation provided a training sign in sheet for discipline training. "
06/30/2023,748.1101(b)(4)(A)(ii) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/28/2023,10/20/2023,Individual Standards Evaluated,High,Yes,During the course of the investigation it was determined that a child in care was subjected to corporal punishment by being pushed by staff.,"During the inspection, three children in care were interviewed and three out of three children stated they felt safe and were being treated well by staff. There were no concerns with corporal punishment."
05/18/2023,748.2151(b)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/17/2023,10/20/2023,Individual Standards Evaluated,Medium High,Yes,Multiple Medication logs were missing for 2/14/22-23 and  2-8-23.,"After reviewing a child record. A medication log was found to have missing dates. 

Operation records reviewed; the operation does random audits to ensure that the medication logs are completed. Operation now does monthly logs 30 or 31 days per medication to avoid confusion. Medication logs are stored in the child's file after the 30 or 31 per month, medication logs no longer run continuously. "
05/18/2023,748.2003(b)(5) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/17/2023,10/20/2023,Individual Standards Evaluated,Medium High,Yes,There were no supporting documents stating the child had taken the medications from the missing logs.,
05/18/2023,748.2855(c) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/21/2023,10/20/2023,Individual Standards Evaluated,Medium,Yes,There was no documentation stating the child in care was put in a restraint by a staff who advised he a placed the child in a restraint.,"Follow-up completed by inspection id#3972206.
Follow-up details: 

A training sign in sheet was provided for 9/15/2023. Serious incident report form was updated to include sections for EBI Documentation and the requirements.  Staff were interviewed and asked questions on the training. Staff members were able to identify what should be documented as part of the EBI documentation and expectation on completing serious incident reports by the end of their assigned shifts.  "
05/18/2023,748.2461(b)(6) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/21/2023,10/20/2023,Individual Standards Evaluated,High,Yes,A staff admitted to a case worker to using an inappropriate restraint towards a child in care by placing his arms behind his back. ,"Follow-up completed by inspection id#3972206.
Follow-up details: 

Prior to the training of 9/15 staff were given a refresher on EBI. On the current training on 9/15 staff members were once again refreshed on EBI implementation. Staff members interviewed were asked questions on the holds permitted to be used. Employees showed knowledge on the holds and are aware that EBI is used as last resort when a child is in immediate danger to themselves or others. Staff members interviewed stated that it would be incorrect to place any limb of a child behind their back. They have not seen or witness any one at the operation conduct an inappropriate hold on a child.    "
04/14/2023,748.393(b)(2) - Reports and Record Keeping,Reports and Record Keeping,No,04/19/2023,04/17/2023,D:Reports and Record Keeping,Medium High,Yes,There were 5 childrens records that did not have identifying information easily accessible. ,The operation sent me an email with pictures that the holes in the walls had been repaired and the face sheets were added to the children's records. 
03/31/2023,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/04/2023,10/20/2023,Individual Standards Evaluated,High,Yes,There were children that were exposing themselves and the night caregiver did not take the appropriate preventative measures. The night caregiver was aware of the incidents and did not take steps to separate the children. ,"Follow-up completed by inspection id#3972206.
Follow-up details: 

Operation implemented grouping of children with similarities together to avoid any type of child-on-child aggression and to avoid sexualized behaviors. During the physical follow up inspection children were observed to be in three different groups doing different activities. Sleeping arrangements have also been made for children that have sexualized behavior history. Staff were noted to be present outside of the children's bedrooms. Staffed interviewed also explained that they are to report any behaviors right away using an incident report form by the end of shift no exceptions. "
03/31/2023,748.311 - Individual Standards Evaluated,Individual Standards Evaluated,No,08/22/2023,10/20/2023,Individual Standards Evaluated,Medium,Yes,A serious incident report was not documented or provided for an incident in which children in care were having behavioral problems during the nighttime.,"Follow-up completed by inspection id#3972206.
Follow-up details: 

Executive director stated that the operation has re-created serious incident report form and included a section for documentation as to the requirements needed for a serious incident report would need. Executive director stated that the same form will be used for incidents that do not constitute a serious incident report and are more behavioral incidents. A copy of the previous/current Serious incident form was obtained. Executive Director also stated that staff were reminded about reporting and documentation through the meeting on 9/15/2023. Staff are expected to complete Serious Incident form and reporting within 24 hours. Staff interviewed stated the expectation the operation has implemented is to have any serious incident reports/non-serious incident report are to be completed as soon as possible before their shift is over. The report is to be filled out by the person with firsthand knowledge and the report must be detailed. "
03/31/2023,748.2855(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/22/2023,10/20/2023,Individual Standards Evaluated,Medium,Yes,Operation did not document EBI documentation on serious incident report. ,"Follow-up completed by inspection id#3972206.
Follow-up details: 

A training sign in sheet was provided for 9/15/2023. Serious incident report form was updated to include sections for EBI Documentation and the requirements.  Staff were interviewed and asked questions on the training. Staff members were able to identify what should be documented as part of the EBI documentation. "
03/31/2023,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/03/2023,10/20/2023,Individual Standards Evaluated,Medium High,Yes,Staff member did not use self-control when redirecting children in care and tossed the child on the bed. ,"Follow-up completed by inspection id#3972206.

Follow-up details:  

Staff present were interviewed and were asked about trainings provided by the operation regarding redirection and self-control. A copy of the training sign in sheet was provided at the time of inspection the training took place on 9/25/2023. 

Staff present showed knowledge regarding the topics discussed on the training regarding re-direction. Staff stated that the training consisted of when to conduct an emergency behavior intervention, topics on redirection and documenting serious incidents. Staff also stated that they are not to use any type of physical force, or any type of physical discipline and that has been addressed with the operation since the time of hire during orientation.  "
03/31/2023,748.303(a)(3)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/22/2023,10/20/2023,Individual Standards Evaluated,Medium High,Yes,Operation did not report to licensing allegations of physical abuse towards a child in care.  ,"Follow-up completed by inspection id#3972206.
Follow-up details: 

Conversation was held with executive director. Executive director stated that the operation has re-created serious incident report and include a section for documentation as to when the serious incident was reported to licensing. A copy of the previous/current Serious incident form was obtained. Executive Director also stated that staff were reminded about reporting to licensing through the meeting on 9/15/2023. Staff are expected to complete Serious Incident form and reporting within 24 hours. "
03/09/2023,HRC42.059 - Individual Standards Evaluated,Individual Standards Evaluated,Yes,03/14/2023,,Individual Standards Evaluated,High,Yes,There were several employees that are direct care staff that do not have their affidavits notarized. ,
12/14/2022,748.3703 - Recreation Activities,Recreation Activities,No,12/16/2022,12/16/2022,Q:Recreation Activities,Medium,Yes,The operation did not have any outdoor recreational equiment. ,They sent a receipt showing that the operation bought equipment. 
12/14/2022,748.3301(i) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/16/2022,12/16/2022,Individual Standards Evaluated,Medium High,Yes,There was a drawer that was broken in one of the child's bedroom. ,Operation sent me a picture that the drawer had been fixed. 
