Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
04/23/2024,748.1545(b) - Child Care,Child Care,Yes,05/07/2024,,J:Child Care,Medium Low,Yes,The three children files reviewed did not have vision or hearing exams. ,
04/23/2024,748.2005(b) - Medication,Medication,Yes,04/26/2024,,L:Medication,Medium High,Yes,"On January 12, 2024 medical documentation indicates that a child should take Ondansetron and fluocinolone to manage their medical condition. These prescriptions were not filled by the operation.",
04/23/2024,748.363(1) - Reports and Record Keeping,Reports and Record Keeping,Yes,04/26/2024,,D:Reports and Record Keeping,Medium,No,"The Treatment Director's case file does not support a hire date. The case file also is missing numbers 3, 4, 6-9, and 11-14 of this rule. ",
04/23/2024,748.1583(b) - Child Care,Child Care,Yes,04/26/2024,,J:Child Care,Medium Low,No,Two children files did not have TB Test results ,
04/23/2024,748.911(c)(1) - Training and Professional Development,Training and Professional Development,Yes,04/26/2024,,F:Training and Professional Development,Medium High,Yes,1 out 3 staffs files didnt have thier First Aid completed.,
04/23/2024,748.869(c) - Training and Professional Development,Training and Professional Development,Yes,04/26/2024,,F:Training and Professional Development,Medium High,Yes,Personnel file support that trainings were completed online through DFPS. The instructor lead portion is not being completed by a medical professional.,
12/31/2023,748.1101(b)(1)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/19/2024,03/05/2024,Individual Standards Evaluated,High,Yes,Child in care was hit by a staff member. ,Staff member was terminated. Operation will retrain all staff members of proper handling techniques with children in care. Sign in roster will be provided on 03/06/2024 by administrator. 
10/17/2023,748.2003(b)(10) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/29/2023,11/27/2023,Individual Standards Evaluated,Medium High,Yes,Prescription medication for two siblings was administered incorrectly which resulted in one sibling being given the other siblings medication. ,"Medication was restricted to select staff only
both brothers are to wear provided name labels at all times, which were placed on the back of their shirts so that they could not remove them.
Administrator periodically quizzed staff on all shifts on the identity of each brother.

This was in effect for two weeks, so that the staff could get familiar with the boys, but will be effective in the future if this situation ever arises again. 
"
10/17/2023,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/29/2023,11/27/2023,Individual Standards Evaluated,Medium High,Yes,"The caregiver did not use prudent judgement when distributing medication to two non-verbal children in care, resulting in the children receiving the wrong medication.",The agency has implemented a new process that will be in effect if the same situation ever arises. They will make sure that the siblings have name tags placed on the back of their shirts so that the children can be identified more easily.
10/10/2023,745.635(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/13/2023,10/23/2023,Individual Standards Evaluated,High,Yes,A staff member with a provisional status is not following all the conditions of the restrictions by administering medication to children.,The administrator send a plan staff was not administering medication until background check was clear. Admin staff will review conditions with staff in the future. Current staff is no longer on provisional.
10/06/2023,748.685(a)(5) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/09/2023,11/13/2023,Individual Standards Evaluated,High,Yes,Two staff members were not properly supervising a child who was attempting to cause harm to own wrist and was able to gain access to an item and place around the neck.  ,The administrator conducted a staff meeting on 11/8/23 to discuss supervision with the staff.
10/06/2023,748.863(a)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/09/2023,11/13/2023,Individual Standards Evaluated,Medium High,Yes,A staff member who was using EBI on a child in care was assisted by a staff member who was not trained in EBI. ,"A copy of the training staff attended on November 5 and 6, 2023 was provided to Inspector. "
