Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
02/03/2025,748.1531(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/10/2025,03/11/2025,Individual Standards Evaluated,Medium,Yes,The Follow Up section of the provided Form K-905-2403 for the Clinic Visit on 1/28/2025 was not completed.,"Interviewed two children in care regarding medical care and medication given at the operation. Compliance Plan stated the following: Operation staff will comply with this issue by having the medical liaison review all K905-2403 documentation after medical appointments. Additionally, the after-visit summary will be attached to the documentation when available, ensuring that all follow-up information is effectively communicated. This process guarantees that all required information is completed and that follow-up instructions are clearly outlined, allowing for timely and accurate care for the children in our facility."
02/03/2025,748.1531(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/10/2025,03/11/2025,Individual Standards Evaluated,High,Yes,"Medical ca/treatment for a child was delayed, allowing the condition to worsen and cause pain to the child.","Interviewed two children in care regarding medical care and medication given at the operation. Compliance Plan stated the following: We are ensuring compliance with this issue by continuing to maintain open communication with our UT Health providers through the red medical communication binder. This binder is utilized by supervisors and staff to communicate any medical concerns they have for the children. Additionally, all staff and supervisors are required to report any illness or injury to a child within 24 hours directly to the quality improvement specialist, medical liaison, or program director. "
02/03/2025,748.2151(c)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/10/2025,03/11/2025,Individual Standards Evaluated,Medium High,Yes,Three medication records in the provided logs were missing the strength of the prescribed medications. ,"Inspector conducted an in person follow up from Program Director on 3/11/25. Interviewed two children in care regarding medical care and medication given at the operation. Compliance Plan stated the following: To ensure compliance and provide the highest quality of care to the children in our facility, Respite Care of San Antonio has implemented several preventative measures to guarantee timely and proper medical care. To ensure accuracy in medication administration records (MARs), we have submitted corrections related to allergies, diagnoses, and the reasons for medication being given to  Pharmacy. This ensures prescription information, diagnoses and allergies are properly printed on our MARs. Moving forward, we will print all MAR sheets when new medications are prescribed, with the exception of newly admitted children that arrive at our facility with prescribed medications that need to be given. This eliminates the need for handwritten entries and reduces the risk of missing information.

Medication administrators are always encouraged to reach out to the medical liaison, UT Health, quality improvement specialist, or program director if any discrepancies are found on the MAR before administering medication. This ensures accuracy, childrens safety, and compliance with proper procedures."
10/21/2024,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/03/2024,12/03/2024,Individual Standards Evaluated,High,Yes,"Child in care was left unattended on a changing table, which resulted in the child falling of the changing table to the ground.","Email was sent to Inspector on 12/3/24 from Treatment Director Storm Rivas with the following information regarding deficiency and technical assistance given: To ensure compliance, as well as to provide the highest quality of care possible to the children within our facility, Respite Care of San Antonio has implemented several preventative measures to ensure adequate supervision is always maintained. All staff member(s) involved in this deficiency will also undergo mandatory retraining on RCSAs supervision policies. This is non-negotiable and must be completed within 14 days of assignment. Failure to do so may result in progressive discipline or removal from the schedule. 

To ensure compliance, as well as to provide the highest quality of care possible to the children within our facility, Respite Care of San Antonio has implemented several preventative measures to ensure adequate supervision is always maintained. All staff member(s) involved in this deficiency will also undergo mandatory retraining on RCSAs supervision policies. This is non-negotiable and must be completed within 14 days of assignment. Failure to do so may result in progressive discipline or removal from the schedule. As a reminder, all caregivers are required to maintain line of sight supervision during any instance that child is on an elevated surface. These surfaces include but are not limited to changing tables, playground equipment, or any other surface that a fall could reasonably cause injury from that height. All staff members are also reminded to utilize proper safety straps while using changing tables or playground equipment. Failure to do so may result in progressive disciplinary action. 

Remember, staff members are encouraged to communicate with one another to ensure children are adequately supervised at all times. There may be instances in which a staff member is requested by their supervisor or colleague to complete an assignment or task that could result in a lapse in supervision. Should this occur, that staff member is encouraged to maintain supervision regardless of the request. No assignment within the facility is more important than ensuring the safety of our children. No supervisor or colleague should also make a request that could hinder the supervision of children knowingly. These instances serve to further exhibit the importance of effective communication when caring for our children. For any questions, please contact the treatment director or quality improvement specialist directly. 
"
09/25/2024,748.2101(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/25/2024,10/23/2024,Individual Standards Evaluated,High,Yes,Multiple staff were aware a child had medication in their room and did not confiscate it. ,"RCCR Inspector received email from Treatment Director Storm Rivas on 10/23/24 to inform that on 10/1/24 a CAP was implemented by RCSA administration stating the following. This Plan was posted within the home and signed off on by caregivers as an acknowledgment. 

It is the expectation within Respite Care of San Antonio (RCSA) that all medication be appropriately stored within a locked container only accessible to staff given permission to administer medication. No child is permitted to possess any medication within their own room, on their person, or in any capacity unless otherwise instructed by the Treatment Director, LCCA, Or Designee. All medications, including OTC medication, must be stored within the Davidson Respite House (DRH), double locked behind the Medication Closet and the Medication Cart. There is no exception to this rule. Should a staff member become aware of any violations to this procedure, they are to immediately report the violation to the Quality Improvement Specialist, Treatment Director, LCCA, or Designee. Failure to do so, or failure to immediately remedy the violation will result in disciplinary action. 

A follow up inspection was done at Davidson Respite House on 10/15/24 and a walk through was conducted at the Najim House with Treatment Director. There were no concerns during the walk through. Medication closet and cart with all medications was locked and secured at Davidson Respite House.

"
09/25/2024,748.1331(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/25/2024,10/23/2024,Individual Standards Evaluated,Medium Low,Yes,A child's preliminary service plan did not include her immediate needs.,"RCCR Inspector received email from Treatment Director Storm Rivas on 10/23/24 to inform that on 9/25/24 the RCSA Administration made a permanent change to the Preliminary Service Plan Structure to more accurately represent the needs of our children. Unfortunately, the child for whom the citation was given arrived at our facility on 9/11/24 and was not represented in the change. As of 9/25/24, RCSA case managers have been instructed to utilize the new template that was created based off the requirements present within the Health and Human Service Commissions Minimum Standards. All residents placed after 9/25/24 will have this change reflected within their service plan. A copy of the original and revised template will be provided along with this plan. "
09/25/2024,748.2101(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/01/2024,10/15/2024,Individual Standards Evaluated,High,Yes,A bottle of ibuprofen was found in a child's drawer. ,Inspector conducted a in person follow up and interviewed two staff supervisors to discuss medication management. A walkthrough was conducted of the Najim House. No concerns were observed.
09/23/2024,"748.1437(1) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,10/07/2024,10/10/2024,"I:Admission, Service Planning, Discharge",Medium Low,Yes,"The address, and relationship of person is missing on the discharge summary of one of the child's file. The medication list, dosage, frequency and reason required information is missing from the documentation. The entire discharge requirement format is missing from a child's file evaluated. ","Inspector received compliance information by email from Treatment Director Storm Rivas with the following information: RCSAs contracted medical team through the UT Health Wellness 360 Clinic will continue to provide discharge documentation that lists all medical and specialty care, as well as follow ups and the contact information of these providers. Moving forward, as of 10/7/24, RCSA will begin to file a copy of this documentation within the childs file. RCSA will also be completing the DFPS form K-908-2279 titled Placement Summary for all discharges after the effective date. This will be filed within the childs folder and sent to the childs case worker if applicable. The purpose of this form will be to highlight the accomplishments the child achieved while in care as well as to summarize all necessary information that may be beneficial to a new placement. "
09/23/2024,748.3101(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/07/2024,10/10/2024,Individual Standards Evaluated,Medium High,Yes,No documentation of an updated fire inspection was provided during the monitoring inspection. Documentation provided by staff was to an expired inspection. ,"Inspector received compliance from Treatment Director Storm Rivas by email with the following information: Moving Forward, we will be implementing a check in 3 months prior to the renewal date to allow ample time for issues such as the ones we are currently experiencing. This check in will occur 90 days prior to the listed date of renewal on the permit once in hand. "
09/23/2024,748.3115 - Individual Standards Evaluated,Individual Standards Evaluated,No,10/07/2024,10/10/2024,Individual Standards Evaluated,Medium,Yes,Fire extinguishers are not being conducted monthly and reported to be done every three months.  ,"Inspector received compliance information from Treatment Director Storm Rivas with the following information: To ensure compliance with this standard, RCSAs maintenance and facilities staff will complete monthly audits of the fire extinguishers in which he will sign off on the present tag to signify his audit. This will occur the first Tuesday-Wednesday of every month during routine HVAC air filter changes in which this individual will also audit the smoke detectors and complete a visual check of the facilities. "
09/23/2024,748.3271(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/07/2024,10/10/2024,Individual Standards Evaluated,Medium High,Yes,First aid ointment inside the vehicle and first aid kit was expired.,"Inspector received compliance information by email from Treatment Director Storm Rivas with the following information: To ensure compliance with this standard, RCSA will implement monthly audits of the First Aid kits. These audits will occur during the first or second Friday of every month, day permitting. The goal is to complete these audits bi-weekly, time allowing. Audits will be completed by the Medical Liaison at a minimum every 30 days. Audits will be documented and tracked via an audit checklist. As of 10/15/24 RCSA will have purchased new and sealed first aid kits to replace those which were out of compliance during the previous monitoring review. As of now, any items causing the existing kits to be considered non-compliant have been removed.  

"
08/19/2024,748.685(a)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/23/2024,09/26/2024,Individual Standards Evaluated,High,Yes,"The operation staff were not aware a resident had not returned to the operation
until it was bought to their attention.","Two staff members were interviewed and discussed the compliance plan that was provided and signed by all staff members. The staff discussed they are aware of the plan and shift supervisors will communicate with the staff using an assignment sheet which documents name of child and time and date of child pick up and location. The staff are aware of their expectations and discussed also communicating with higher chain of command if any issues arise. Both staff signed and agreed to the compliance plan and discussed the plan will help ensure staff will know where a child is or where they need to be, and an authorized caregiver is aware as well. "
06/19/2024,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/22/2024,08/22/2024,Individual Standards Evaluated,Medium High,Yes,"Video footage confirms a child in care was redirected physically in an inappropriate manner by a staff member, while sweeping. Video footage also shows the inappropriate redirection which caused discomfort to the child. ","The corrective action plan was provided to RCCR Inspector via email. The compliance plan stated the following: the expectation is that all staff within Respite Care of San Antonio (RCSA) demonstrate competency, prudent judgment, and self-control in presence of children. This means maintaining a level of mindfulness when completing tasks that directly affect a child or their wellbeing. RCSA will continue its zero-tolerance policy for inappropriate physical direction and continue to self-report any instance that may violate this standard should it arise. RCSA will also continue to utilize present structures to re-emphasize the importance of prudent judgment and self-control when managing our vulnerable population. 

RCSA prides itself on our ability to foster positive changes in our youth while instilling the skills necessary for them to progress developmentally. To maintain regulatory compliance, as well as to provide the highest level of care possible, all staff members are trained in SAMAs de-escalation strategies before being alone with our children. Satori Alternatives to Managing Behavior (SAMA) is a state certified and approved curriculum that Respite Care trains in and utilizes. The curriculum includes communication, escorting, basic protection, intermediate protection, advanced protection, and containment. These principles call for the least restrictive action to be implemented as a first resort and that containment should be reserved unless absolutely necessary. During this training, and all subsequent follow up training, it is stressed that staff members must utilize appropriate redirection techniques when managing behaviors. Staff are instructed to utilize the least restrictive intervention necessary to gain the compliance of a child. Staff are also instructed that we are never to utilize physical redirection unless that physical redirection is necessary to maintaining the health or wellbeing of a child in our care. This will continue to be stressed to our personnel during regularly scheduled classes that are to occur within the first 90 days of employment, prior to that staff being counted in the caregiver/ child ratio, and every 6 months thereafter as a refresher course. 

Under the guidance of the Treatment Director, all staff within RCSA have also been trained in Working with Intellectual/ Developmental Disabilities as part of their initial preservice requirements. Within this training, the 4 key functions of behavior are referenced, as well as behavioral management techniques that can be completed proactively or retroactively to effectively manage a childs needs. This training consists of nonphysical redirection techniques that are specific to the corresponding function of behavior. This training will continue to be completed as a preservice requirement, but will also be made available upon request, or at the discretion of the treatment team should staff appear to require increased guidance. 

"
06/07/2024,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/22/2024,07/25/2024,Individual Standards Evaluated,Medium High,Yes,A staff member entered the bathroom while child was showering. ,"The corrective action plan was provided to Inspector via email as well as discussed in person on 7/25/24 during in person follow up. Davidson Respite staff were notified of the plan, and the supervisors also have the plan posted in their workstation. The plan is as follows: It is the expectation that all staff within Respite Care of San Antonio (RCSA) demonstrate competency, prudent judgment, and self-control in presence of children. This means maintaining a level of mindfulness when completing tasks that directly affect a child or their wellbeing. It is always recommended that RCSA personnel utilize each other as a resource and request guidance whenever necessary to ensure appropriate actions are taken under potentially stressful scenarios. Any action that may feel questionable or potentially harmful to maintaining the health, safety, or wellbeing of a child must be immediately ceased until further guidance can be obtained via the Treatment Director, Quality Assurance Specialist, or designee. It is always recommended that actions outside of normal day to day tasks be consulted upon to limit potentially harmful interactions from taking place. These scenarios include but are not limited to:

	Room Checks
	Retrieval of Property 
	Reinforcement or Consequences Not Previously Discussed as a Treatment Team
	Alterations to Established Protocols
	Atypical Requests from the Youth
	Atypical Behaviors from the Youth
	Changes to the Bed Chart 
	The Administration of PRN or OTC Medications
	Psychiatric Hospitalizations
	Medical Hospitalizations 
	ETC  

It is also mandated that any potentially harmful or maladaptive behaviors completed by a resident be reported to the Treatment Director, Quality Assurance Specialist, or designee immediately. This is to begin planning behavioral modifications that meet our criteria for safety and effectiveness.

Caregivers are not permitted to independently manage any of the aforementioned scenarios unless previously instructed by the Treatment Director, Quality Assurance Specialist, or designee; or the scenario presents an active risk to the health, safety, or wellbeing of a resident. Only under those circumstances may a staff act without guidance. Should that occur, at the soonest possible moment, staff must notify the Treatment Director, Quality Assurance Specialist, or designee; and complete a detailed report of the scenario, actions taken, and outcomes in the form of an Incident Report.

During Follow-up inspection 4011888 The compliance plan was discussed with Treatment Director Storm Rivas for follow up 3090326. The compliance plan was also provided to Licensing Representative. Mr. Rivas discussed the expectations of Davidson Respite staff members and signatures would be provided. Personnel will utilize each other as a resource and request guidance from Treatment Director or designee whenever necessary to ensure appropriate actions are taken under potentially stressful scenarios. Two staff discussed they were notified of the plan and discussed the expectations were discussed with all staff members. Also the plan is posted on the wall in the supervisor station. The staff discussed they will ensure the safety and well being of the children in care is priority. The staff discussed they will reach out to staff or shift supervisors when assistance is needed or required and keep open communication to ensure the safety of the child. The staff discussed not being allowed to enter the restroom and shower area unless it is a child who requires or asks for assistance. Two children were interviewed and they did not discuss no issues or concerns for their safety or wellbeing. The children discussed the staff are appropriate and treat them fairly. There were no concerns that the children discussed.
"
06/05/2024,745.651(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/07/2024,06/28/2024,Individual Standards Evaluated,Medium,Yes,A prior employee was not inactivated with the operation within the required timeframe. ,HR will utilize the state website and inactivate a team member withing 7 days of leaving by completing a separation checklist and this process will be documented in the HR policies and procedures manual.
05/02/2024,748.1331(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/05/2024,07/16/2024,Individual Standards Evaluated,Medium Low,Yes,The preliminary service does not show immediate needs listed. ,"Moving forward, and beginning on 7/5/24, all preliminary service plans will be submitted to the Treatment Director for review prior to their implementation. Should the Plan be implemented, on/or slightly before the 72nd hour, not allowing an opportunity for stringent review. This plan will be subject to revisions by the Treatment Director while continuously notifying DFPS of said revisions. Items that are not made readily available by the 72nd hour of care will be stated within their sections of the 72-hour plan to show verification that Respite Care of San Antonio (RCSA) made a reasonable attempt to gain that information. Information not provided on/or before the 72nd hour of care is at risk of not being present within the 72-hour Service Plan. "
05/02/2024,748.685(c)(5) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/05/2024,07/16/2024,Individual Standards Evaluated,Medium High,Yes,Appropriate staff was no informed of relevant information of children in care. ,"Beginning on 7/5/24, all active Shift Supervisors will have current shift change policies re-emphasized to them by the Quality Improvement Specialist, ensuring each member is able to effectively articulate the protocols and display a functional understanding of the reason for the implementation. These protocols are as follows:
1. Incoming Shift Supervisors are required to complete a mandatory debrief with the active Shift Supervisor for the purpose of relaying information related to the children in our care. This debrief is to include information related to capacity, changes to the bed chart, children who may be off premises for sanctioned visits or appointments, behavioral issues, resident successes, potential illness or improvement of illness, the administration of OTC or PRN medication, or any other information pertinent to the wellbeing of the children in care.
2.All staff members are encouraged to utilize the GroupMe chat established by RCSA to accurately and effectively relay information to the group. Within this chat, all direct support professionals employed by RCSA to accurately and effectively relay information to the group. The intended purpose being the ability to effectively relay information, request assistance, or seek clarification without the need to jeopardize continuous supervision in the process. "
01/01/2024,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/14/2024,02/15/2024,Individual Standards Evaluated,High,Yes,Staff member was sleeping on duty. ,Staff was immediately terminated. One child was interviewed and discussed supervision consists of the staff always in the line of sight and in the room with the child during wake and sleep hours. Shift log will be provided. One staff discussed they offer their staff support if they need assistance with the children. 
11/20/2023,748.1101(b)(4)(A) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,01/23/2024,,Individual Standards Evaluated,High,Yes,Staff member was observed physically holding a child inappropriately.,
06/07/2023,748.115(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/04/2023,07/12/2023,Individual Standards Evaluated,Medium,Yes,A caregiver used inappropriate discipline for a child in care. ,Operation trained staff on Positive Guidance and Discipline and they have also incorporated this training into their orientation and pre-service training. 
05/30/2023,748.311(1) - Reports and Record Keeping,Reports and Record Keeping,No,06/13/2023,06/22/2023,D:Reports and Record Keeping,Medium,Yes,"While reviewing the serious incident report the following items were missing from the incident report operation's physical address, telephone number, child's age, gender and date of admission.",RCCR Inspector received follow-up compliance plan and updated form via email from administrator on 6/22/23.
05/30/2023,748.601 - Individual Standards Evaluated,Individual Standards Evaluated,No,08/24/2023,08/22/2023,Individual Standards Evaluated,Medium High,Yes,"During the inspection it was found the operation does not have a treatment director, the operation provides treatment services to almost all children in their care.","Administrator requested extension due hiring process is taking longer than expected.

Treatment Director will start on 08/21/23.

Treatment Director started on 08/22/23. The operation is now in compliance."
03/03/2023,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/20/2023,04/19/2023,Individual Standards Evaluated,Medium High,Yes,Staff member used inappropriate redirection technique towards a child in care.,"Corrective Action Plan received by email on 3/17/23 is as follows:
Staff Xavier Torres was released on 3/13/2023.
30-minute meetings scheduled with Director of Residential Services every Thursday with Yazmeen Barnes and Camilla Ambros to discuss a TBRI/TIC topic; this will continue for 90 days.
AACOG training, Safety Care for Families will be brought to all team members.
Administrator Ms. Acosta discussed by phone on 4/14/23 the corrective action plan is still in effect."
02/22/2023,748.2307(8) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/17/2023,03/30/2023,Individual Standards Evaluated,Medium High,Yes,During the investigation it was determined that caregivers used prohibited punishment when they yelled at children in care. ,Follow up was conducted and two caregivers and two children were interviewed.  Compliance plan is in place for the two  employes for 3 months. 
02/22/2023,748.1101(b)(4)(A)(ii) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/17/2023,03/30/2023,Individual Standards Evaluated,High,Yes,During the investigation it was determined that children were subjected to corporal punishment when staff members pulled them by their arms. ,Follow up was conducted and two caregivers and two children were interviewed .Compliance plan is in place for the two employes for 3 months. 
12/08/2022,748.685(a)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/24/2023,01/20/2023,Individual Standards Evaluated,High,Yes,Caregiver was asleep while caring for two children.,Caregiver was asleep while caring for two children.
12/07/2022,748.1763(c) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/20/2023,01/20/2023,Individual Standards Evaluated,High,Yes,"Staff was sleeping while holding a infant in care in their arms, in a chair.","Staff was sleeping while holding a infant in care in their arms, in a chair."
08/04/2021,748.2151(d) - Medication,Medication,No,08/18/2021,08/06/2021,L:Medication,Medium High,Yes,One child's record did not contain daily count for three medications. ,Operation has contacted nursing supervisor who provided a screen shot of new pill count field added to patient's medication screen.  Pill count is now visible and available for review upon request/inspection. This information was provided by Administrator.
04/15/2021,748.2101(1) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,04/23/2021,,Individual Standards Evaluated,High,Yes,Pain/fever medication and two inhaler were not stored in a locked container.   Staff locked medication in a locked container while at inspection. ,
