Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
04/08/2025,748.2307(9) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/13/2025,05/28/2025,Individual Standards Evaluated,Medium High,Yes,During interviews with children in care it was found a staff member was using profane language toward children in care.,"The following compliance was provided on 05.14.25 via email:

The childcare staff has been given a written warning and placed on a performance improvement plan. The staff member has been provided with training regarding children's rights. The staff member will also be meeting with Boysville's parenting coordinator on a weekly basis for 30 days to review and assess appropriate communication with minors. This will begin the week of May 19th, 20025. The residential program director as well as the case manager of the cottage will be completing weekly checks ins with the residents to ensure their rights are not being violated. 

Additional follow-up was completed on 05.28.25 at the operation. "
04/08/2025,748.2303(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/13/2025,05/28/2025,Individual Standards Evaluated,High,Yes,Staff should not threaten the children in care with the use of physical punishment at any time. ,Compliance was met by reviewing the coaching documentation for the specific staff.  
01/31/2025,748.343(2)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/17/2025,03/20/2025,Individual Standards Evaluated,Medium Low,Yes,Operation staff confirmed that another staff had unauthorized access to records.  ,"On 03.20.25 the operation provided the following compliance with all completed documentation to include sign in sheets, training certificates and the training curriculum from 03.05.25:

1.  Boysville will provide INFORMATION SECURITY AND CYBERSECURITY training during our scheduled training week from March 3 to March 7 (Wednesday the March 6, 2025) for all staff with access to TDFPS database systems. This training will cover essential security principles, best practices for password management, email security, social media safety, mobile device security, identity theft protection, and data privacy. It will also focus on the PACES requirement regarding database use, emphasizing that only authorized staff are permitted access and that sharing passwords is strictly prohibited.  Certifications will be issued to demonstrate proof of training and will be sent to the RCM by March 14, 2025. A list of staff members with access to any TDFPS database systems will be provided to the RCM to verify completion of the required training. The list of the staff members will be pulled from Paycom.
	     
2. The CEO, is responsible for developing and implementing the training plan for information security and cybersecurity. After the training is completed, random checks will be conducted to ensure that PACES passwords have not been shared. During these checks, PACES users will be required to sign a confidentiality statement confirming that they have not shared their passwords. 
	 
3. The Performance Quality Improvement (PQI) Safety Chair, will report the results of these checks at the quarterly PQI meeting. The random checks will begin in April, although the exact dates have not yet been determined, coinciding with our next quarterly review. The results of the random checks will be sent to the RCM by April 30,2025.
	 
If a staff member is unable to access any TDFPS database using their password or login ID, they should reach out to the Training Compliance Specialist for help. If the Training Compliance Specialist is unable to resolve the issue, the staff member will be advised to contact the TDFPS help desk or the RCM for further assistance."
11/26/2024,748.3233(b)(3) - Safety and Emergency Practices,Safety and Emergency Practices,No,12/10/2024,01/03/2025,O:Safety and Emergency Practices,Medium High,Yes,Operation evacuation plans do not include severe weather interior shelter location. ,"Operation advised that Boysville Emergency Evacuation plan has been updated to include
sheltering in place due to severe weather and placed in all cottages/buildings on campus. Boysville will conduct this drill twice a year.
Boysville will incorporate training into Boysville's DERP procedures for all new
employees to indicate where employees and residents will go in case of severe weather. Training will be conducted as new employees as well as for annual training for employees.

-Photos of all corrected cottage evacuation plans were provided by operation. "
11/26/2024,748.463(a) - Reports and Record Keeping,Reports and Record Keeping,No,12/10/2024,01/03/2025,D:Reports and Record Keeping,Medium,Yes,Operation did not have evaluation available for licensing to review,Operation advised that this report will be discussed at Boysville's Quarterly PQI Risk Assessment Meetings and provided assessment. 
11/04/2024,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/16/2024,01/10/2025,Individual Standards Evaluated,High,Yes,"Five children interviewed stated that a child was being physically grabbed, and caregiver did not say anything to ensure childs safety and did not intervene.","Boysville staff received training in regard to this specific standard. Staff have a good understanding of correct ratios for child/caregiver. Going forward, all new staff will be given training on child/caregiver ratios by the emergency shelter staff director."
06/10/2024,748.1101(b)(1)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/23/2024,07/23/2024,Individual Standards Evaluated,High,No,This standard was found deficient as part of a DFPS Investigation.,"07/23/2024, compliance plan received for the following citation. Operation indicated the employee involved in this case was terminated upon hearing of the allegations. Boysville Director of Residential Care conducted a training with all staff on 6/5/2024 to discuss supervision and employee conduct.

F/U inspection was completed for separate investigation related to same allegations on 6/19/24. Therefore, the following in person inspection has already been completed and additional information from compliance plan is approved. "
05/28/2024,748.3421(3) - Physical Site,Physical Site,No,06/12/2024,06/19/2024,P:Physical Site,Medium High,Yes,3 out of 6 storage facilities were unlocked and contained dangerous flammable chemicals. ,3 out of 6 storage facilities were unlocked and contained dangerous flammable chemicals. 
05/01/2024,748.685(a)(5) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/12/2024,06/19/2024,Individual Standards Evaluated,High,Yes,Three out of four children stated they were not aware of the staff's location when a child was walking around with a sharp object in their hand.  ,"On 05/28/2024, extension was granted in person during inspection for new compliance date 6/12/24, from 5/31/24. This to allow operation to provide training for staff. 

In person follow up conducted on 6/19/24. 3 staff and 3 children were interviewed and confirmed that additional training was completed regarding line-of-sight supervision. Policies are being posted in each cabin and that was confirmed at inspection. "
03/31/2024,748.685(c)(6) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/12/2024,06/19/2024,Individual Standards Evaluated,Medium,Yes,Children in care were left alone during unauthorized outing for a period of time that exceeded service plan supervision requirements. ,In person follow up confirmed that supervision summaries were posted in each cottage office. Service plan training/guidance was provided to staff to ensure awareness of any changes to individual supervision requirements. 
03/31/2024,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/12/2024,06/19/2024,Individual Standards Evaluated,Medium High,Yes,Staff member took child in care on unauthorized outing in personal vehicle. Staff member also took several children in care on another unauthorized outing and left them alone to complete a personal online transaction. ,In person follow up confirmed staff were provided training regarding supervision. Staff were also being required to complete  an activity request form when leaving campus with children. Any off campus activities must be approved before occurrences. Last minute activities will also be called in for approval.
03/23/2024,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/12/2024,06/19/2024,Individual Standards Evaluated,High,Yes,Staff locked children outside of the home unsupervised. ,In person follow up confirmed training was provided to child care staff which covered supervision requirements. 
02/16/2024,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/12/2024,04/11/2024,Individual Standards Evaluated,High,Yes,Operation staff was confirmed to have a pattern of falling asleep during overnight shift. ,"Boysville has had the electronic check in wands fixed since the investigation occurred. The were broken for a time period and have been fixed. They are being 
monitored by the Training Specialist and Director of Residential Care. A night monitor also randomly checks the night staff to ensure they are awake and following proper procedures."
11/12/2023,748.1791(b) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,11/22/2023,,Individual Standards Evaluated,High,Yes,"Kitchen cabinets were unlocked and accessible to children in care.
",
10/23/2023,748.3421(3) - Physical Site,Physical Site,Yes,10/23/2023,,P:Physical Site,Medium High,Yes,Three of the six cottages had unlocked storage facilities with poisonous chemicals stored inside. ,
10/20/2023,748.191(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/23/2023,10/23/2023,Individual Standards Evaluated,Medium High,Yes,Residential Child Care Regulation observed West Cottage with no evacuation plan posted. ,"10/26/2023, Email received from operation staff, advising that an evacuation plan was posted in West Cottage on the next business day. The evacuation plan is on the monthly and quarterly walk-through checklist that is conducted by the Director of Residential Care, Training and Compliance Specialist and Director of Facilities. The review of the checklist is overseen by the Safety Committee in the Performance and Quality Improvement Program.

Inspector also conducted an in person walk-through of the facility during a routine monitoring inspection on 10/23/23 and confirmed that evacuation plan was posted in all cottages to include the West Cottage."
08/07/2023,748.453(c) - Reports and Record Keeping,Reports and Record Keeping,No,08/21/2023,08/21/2023,D:Reports and Record Keeping,Medium,Yes,Operation admitted they do not keep an annual summary log of unauthorized absences and was not able to provide to licensing at the time of visit,Operation created template for Unauthorized Absence log and provided a copy for licensing review. A meeting was also held on 8/24/23 with all programs to discuss implementation and completion of the log. 
08/07/2023,748.3239(b) - Safety and Emergency Practices,Safety and Emergency Practices,No,08/21/2023,08/21/2023,O:Safety and Emergency Practices,Medium,Yes,Operation did not have severe weather drill every 6 months as required.,"Operation Evacuation and Disaster Plan Policy has been updated to reflect the inclement weather drill occurring every six months.  

-An evacuation drill was conducted on 8/24/23. Proof of drill was provided by the operation. "
08/07/2023,748.303(a)(3)(A) - Reports and Record Keeping,Reports and Record Keeping,No,08/21/2023,08/21/2023,D:Reports and Record Keeping,Medium High,Yes,Children in care reported to operation staff they had contraband present in their room and operation did not report to licensing once they were made aware.,Incident was called into State Wide Intake and an investigation was opened. Operation will call in all future incidents involving contraband as they are now aware that they are reportable. Administrator is made aware of all incidents on campus and will ensure that future incidents are called in. 
07/05/2023,748.303(a)(10)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/03/2023,08/01/2023,Individual Standards Evaluated,Medium,Yes,"Parents were not notified timely of children in care running from staff at outing.

Incident occurred on 7/04 at 10:00 pm

Parents were notified on 7/05 at 9:37 am

This is more than 6 hours required reporting to parents.","Case management and on-call staff were notified of licensing requirements of notification of guardians, law enforcement and licensing when a serious incident occurs. They were also given a copy of the Standard 748.303 to have access for 
reference when serious incidents occur."
07/05/2023,748.303(a)(10)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/03/2023,08/01/2023,Individual Standards Evaluated,Medium,Yes,"Licensing was not notified timely of children in care running from staff at outing.

Incident occurred on 7/04 at 10:00 pm

Statewide Intake was notified on 7/05 at 10:03 am

This is more than 6 hours required reporting to Licensing.","Case management and on-call staff were notified of licensing requirements of notification of guardians, law enforcement and licensing when a serious incident occurs. They were also given a copy of the Standard 748.303 to have access for 
reference when serious incidents occur. "
07/02/2023,748.2151(c)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/13/2023,09/13/2023,Individual Standards Evaluated,Medium,Yes,Medical Logs do not show reason for prescribed medication. ,"Email Received from operation- On August 31, 2023 the Director of Mint updated the Medication Logs and informed staff via email to utilize the correct forms immediately. All Medication Logs were switched out for all residents. A meeting was scheduled for September 8, 2023 to inform all staff (in person) but due to a COVID outbreak in the program, the meeting was postposed until September 28, 2023 where it will be reviewed.

-Copy of new forms being used by operation were also provided."
05/23/2023,748.1531(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/27/2023,07/27/2023,Individual Standards Evaluated,Medium,Yes,The medical records provided for the two children seen in the ER did not include verification follow up appointments with the PCP were completed. Hospital staff noted each child should be seen by the PCP within 1-2 or 2-3 days.,"Email received from operation with the following information:  The Case Management Supervisor spoke with the Residential Care Administrative Assistant on July 21, 2023 about the importance of following the instructions from the hospital discharge paperwork. She was also instructed that if the PCP is booked during the timeframe from the hospital, to find another provider for the follow up appointment to ensure it is in compliance of the doctors orders.
"
05/22/2023,748.1531(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/14/2023,07/20/2023,Individual Standards Evaluated,High,Yes,Operation did not seek medical care when child's symptoms did not improve after first aid was provided.  ,Additional training was conducted both individually and in a staff meeting to address immediate medical care for children in care.
04/20/2023,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/06/2023,06/08/2023,Individual Standards Evaluated,Medium High,Yes,Staff member chased and pinched child in care. ,Individual conversation conducted with staff member involved to review appropriate boundaries and additional training conducted with all staff regarding TBRI. 
02/17/2023,748.1337(b)(1)(A)(ii) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/13/2023,03/15/2023,Individual Standards Evaluated,Medium Low,Yes,One service plan reviewed did not have dental information for child in care.,As of 2/1/23 all Case Management staff were retrained on completing Service Plans. Case Manager Supervisor will also review all service plans upon completion to ensure that all areas of the plans are completed accurately. Follow-up inspection was completed on 03/15/23.
01/14/2023,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/28/2023,04/11/2023,Individual Standards Evaluated,High,No,The child in care was on a safety plan and was to remain in the staff's line of sight. The operation staff were in the office while the child was in another room where the child could not be seen. ,"Corrective Action Plan received via email explaining that Boysvilles safety plans will be more detailed in the supervision within the cottage and in the community to allow staff to conduct job responsibilities while ensuring the childs safety. The Case Manager Supervisor will review all safety plans.

In person follow-up was conducted by Inspector on 4/11/23; no safety plans had been completed to allow for review however supervision plans in recently completed Service Plans were reviewed and appropriately describe supervision requirements for children in care.  "
12/19/2022,748.2151(c)(5) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/01/2023,03/15/2023,Individual Standards Evaluated,Medium High,Yes,Medication records were not provided or available for child in care. ,Operation has created one centralized location and process for all completed and discontinued Medication Logs to be turned in to.
12/19/2022,748.930(b)(5) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/01/2023,03/15/2023,Individual Standards Evaluated,Medium High,Yes,Psychotropic training for staff member was not completed timely. ,A Training and Compliance Specialist has been hired by the operation to ensure that all training has been completed within the required timeframe. 
11/29/2022,748.685(a)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/18/2023,01/26/2023,Individual Standards Evaluated,High,Yes,"Children in cares service plan states the child will be within line of sight at all times. It states child in care is allowed to go to campus park, gym and outside being accompanied by staff. ","Plan received from operation advising that all staff working with residents will sign off service plans to ensure they are aware of any restrictions. A copy of the service plan will also be in the cottage so the staff are able to refer to it at any time. All staff will sign to verify they have received and reviewed a copy of the service plans. 

1/26/23, Inspection ID 3925059: In person follow-up was also conducted and sign in sheet and description of training provided to staff on 1/23/23 regarding the service plans was provided. Full walkthrough was conducted and interviews with children in care who were present was completed and documented in chronology. The interviews were addressing supervision provided by operation. No additional concerns came up at this time. "
09/30/2022,748.2307(9) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/04/2022,11/04/2022,Individual Standards Evaluated,Medium High,Yes,Inappropriate language was used by staff members toward child in care during a disagreement. ,Staff that engaged in inappropriate language were terminated immediately. Boysville does not tolerate such behavior from staff towards residents. Director will ensure all staff are aware of Boysvilles policy.
09/09/2022,748.1337(b)(1)(N) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/28/2022,09/29/2022,Individual Standards Evaluated,Low,Yes,"Upon review of the initial service plan, it was discovered there are not signatures of the service planning team members that were involved in the development of the service plan."," Case managers have been trained on the importance of signatures of all 
participants on Service Plans. The Case Manager Supervisor will ensure all components of 
Service Plans will be completed prior to approval."
09/09/2022,748.1337(b)(1)(K) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/28/2022,09/29/2022,Individual Standards Evaluated,Low,Yes,"Upon review of the initial plan of service, it was discovered there is no identification of all that participated in the development of the plan, nor are there signatures or dates on it."," Case managers have been trained on the importance of documenting all 
participants involved in the Service Plans. The Case Manager Supervisor will ensure all 
components of Service Plans will be completed prior to approval."
09/07/2022,748.303(a)(3)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/04/2022,11/04/2022,Individual Standards Evaluated,Medium High,Yes,Operation staff indicated a child in care's claim of being sexually active with an adult while on runaway status was not reported to the DFPS hotline.,Staff were spoken to regarding the standard and to contact DFPS for all suspicions of abuse/neglect and reviewed Boysvilles policy.
08/31/2022,748.1661(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/03/2022,09/28/2022,Individual Standards Evaluated,Medium High,Yes,All five residents interviewed stated that they saw or were present when staff smoked in the facility.,Staff was placed on a 4-day unpaid suspension with a written warning. A drug test was completed on staff and they will be subjected to random UA's. Staff was also trained on policies/licensing standards and expectations.
08/31/2022,748.1661(d) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/03/2022,09/28/2022,Individual Standards Evaluated,Medium High,Yes,All five residents stated that staff smoked while transporting resident in the vehicle.,Staff was placed on a 4-day unpaid suspension with a written warning. A drug test was completed on staff and they will be subjected to random UA's. Staff was also trained on policies/licensing standards and expectations.
08/26/2022,748.2101(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/21/2022,10/21/2022,Individual Standards Evaluated,High,Yes,Child in care obtained access to staff operation keys and was able to gain access to the locked medication closet within the cottage during an incident.,Email sent from agency to Inspector stating staff have been trained to ensure the medication closet key is in their possession at all times and inaccessible to children. Staff member involved was terminated on 08/26/2022. Operation is not requesting an AR.
08/26/2022,748.2307(9) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/21/2022,10/21/2022,Individual Standards Evaluated,Medium High,Yes,"Child in care was subjected to profane language by staff during an incident, while other children in care witnessed this behavior. ",Operation emailed Inspector stating staff member involved was terminated on 08/26/2022. All staff are trained to use appropriate language toward and around children in care. Staff are trained to not use profanity around all children. Operation stated they will not be AR'ing this citation.
08/17/2022,748.2003(b)(10) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/27/2022,10/11/2022,Individual Standards Evaluated,Medium High,Yes,Child in care was administered a medication by staff that was prescribed to another child in care. ,Child in care was administered a medication by staff that was prescribed to another child in care. 
07/08/2022,748.4041 - Individual Standards Evaluated,Individual Standards Evaluated,No,08/10/2022,08/10/2022,Individual Standards Evaluated,High,Yes,A child in care was not properly restrained in his car seat while being transported in a vehicle. ,"The operation provided a follow-up to the deficiency stating that vehicle safety training was completed with all staff on July 20,2022. Additional car seat safety training will be completed for all staff before August 30, 2022. "
07/08/2022,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/10/2022,08/10/2022,Individual Standards Evaluated,Medium High,Yes,It was confirmed that staff members took children in care  on an unauthorized trip away from the operation. Staff allowed an unapproved individual to have access to the children. ,The operation provided a follow-up to the deficiency stating that staffing was completed with all staff to discuss policy regarding trips away from the campus. This was completed on 07/09/2022. 
07/08/2022,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/10/2022,08/10/2022,Individual Standards Evaluated,High,Yes,Three children in care were allowed to go into a store without supervision from caregivers. ,The operation provided a follow-up to the deficiency stating that supervision practices and policies will be reviewed with all staff in the month of August 2022. 
07/08/2022,748.2307(8) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/10/2022,08/10/2022,Individual Standards Evaluated,Medium High,Yes,Staff members will regularly yell at children in care when they are misbehaving. ,The operation provided a follow-up to the deficiency stating that consultation was completed with the staff member in question and feedback was provided. Follow-ups will be completed with staff member during supervision. 
05/20/2022,748.309 - Individual Standards Evaluated,Individual Standards Evaluated,No,08/15/2022,08/15/2022,Individual Standards Evaluated,Medium,Yes,Incident at operation was not reported to licensing as required. ,All case management staff have been informed of all policy and procedures regarding notifying licensing. The Compliance Director is overseeing case management to ensure all incoming case management is aware of Boysvilles expectations.
05/20/2022,748.685(c)(5) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/15/2022,08/15/2022,Individual Standards Evaluated,Medium High,Yes,Communication between staff was inefficient to ensure children in care were provided the level of supervision needed at night. ,Boysville will ensure more communication between case managers between programs occurs. Case managers will meet with the previous program to ensure all pertinent information is obtained and followed through.
02/10/2022,748.3301(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/24/2022,03/04/2022,Individual Standards Evaluated,High,Yes,Observed 3 out of 8 bathrooms contained mold in the shower. ,Observed 3 out of 8 bathrooms contained mold in the shower. 
10/13/2021,748.3365(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/17/2021,11/22/2021,Individual Standards Evaluated,Medium,Yes,Child in care was not in own bed at night for sleeping. ,"November 17, 2021
Boysville has completed the compliance plan in reference to the findings on investigation. 
Standard 748.3365(a) Bedding must provide each child with an individual bed or bunk bed in childs room that elevates mattress off floor, or crib as appropriate. 
A child in care was not in their own bed at night for sleeping. 
Due to staffing issues our girls cottage were combined for the overnight shift. One residents refused to sleep in her assigned room, stating she was sleeping on the floor of another residents room. She later stated she did end up sleeping in the same bed as the other resident. 
The child care staff that was on duty that evening, was spoken with and given more detailed instructions on what to do if a child in care refuses request that could hinder protocol. Training over minimum standards  were reviewed with the staff to ensure her knowledge of guidelines that should be followed. 
"
02/20/2021,748.1101(b)(1)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/08/2021,04/07/2021,Individual Standards Evaluated,High,Yes,"Evidence and information gathered support that staff put child in care at risk of harm by using an inappropriate and unwarranted restraint. Furthermore, staff admitted to grabbing child in care by the child's hoodie and placing child in a headlock. ","Operation followed up with staff, where staff admitted to improper restraint.  Staff was then terminated immediately after incident.  EBI was taken by staff member prior to incident. "
02/20/2021,748.2551(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/08/2021,04/07/2021,Individual Standards Evaluated,Medium High,Yes,Restraint was used on a child in care prior to using other de-escalation techniques such as verbal redirection. ,"Operation followed up with staff, where staff admitted to improper restraint.  Staff was then terminated immediately after incident.  EBI was taken by staff member prior to incident. "
02/20/2021,748.2551(c)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/08/2021,04/07/2021,Individual Standards Evaluated,High,Yes,Staff member used excessive force during a restraint with a child in care causing the child to have difficulty breathing. ,"Operation followed up with staff, where staff admitted to improper restraint.  Staff was then terminated immediately after incident.  EBI was taken by staff member prior to incident. "
02/20/2021,748.2855(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/08/2021,04/07/2021,Individual Standards Evaluated,Medium,Yes,Staff member and operation staff admitted intervention used on the child was not documented by the staff who performed the restraint and operation was unable to provide documentation. ,"Operation followed up with staff, where staff admitted to improper restraint.  Staff was then terminated immediately after incident.  EBI was taken by staff member prior to incident. "
01/26/2021,748.4001(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/09/2021,03/09/2021,Individual Standards Evaluated,High,Yes,"During interviews with children, it was reported the children left the operation without wearing seatbelts. The children also reported to laying down in the van during the transport. ","Compliance plan provide by the operation on 03.09.21. The employee denies the children were not wearing seatbelts when they left the operation. However, while transporting the children, the operational staff became aware of the children lying down and not wearing seatbelts. The employee has been advised that the children are to wear a seat belt whenever they are in a vehicle. The employee will retake the transportation training on March 9th, 2021. A copy of the certificate of completion has been provided. "
01/26/2021,748.2303(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/09/2021,03/09/2021,Individual Standards Evaluated,High,Yes,Child in care was slapped by a staff member during transport. ,"03/09/21, compliance plan received by operation staff. Employee involved denied the allegations however, operation provided training on 03/04/21, regarding child rights to ensure caregiver understands and will abide by policy and procedures moving forward. "
01/26/2021,748.2307(9) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/09/2021,03/09/2021,Individual Standards Evaluated,Medium High,Yes,It was confirmed through face to face interviews a staff member used inappropriate language towards children in care.,"3.9.21, compliance plan provided by operation. The employee was counseled regarding using appropriate language when supervising children in care. The employee completed child's rights training on March 4th, 2021. "
01/14/2021,748.1101(b)(4)(A)(v) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/15/2021,02/11/2021,Individual Standards Evaluated,Medium High,Yes,Staff admitted to calling child in care crazy.,The compliance was met by the operation providing additional training on child rights. Also discussing how the staff's action were deemed inappropriate and demeaning. The staff was given a verbal warning and the notice was placed in their employee file. 
