id,name,city,state,country,status,facility_page
13777,"Lafayette Juvenile Detention Home",Lafayette,LA,"United States",Open,
13778,"Lafourche Parish Juvenile Justice Facility",", Thibodaux",LA,"United States",Open,
13779,"Lifted By Love Residential Home",", Houma",LA,"United States",Open,
13780,"Lighthouse Child Residential Center",", Reeves",LA,"United States",Open,
13781,"Lighthouse Ranch for Boys","443 Loranger",LA,"United States",Open,
13782,"Louis Children’s Crisis Center",", Houma",LA,"United States",Open,
13783,"Louis Jetson Center for Youth",Baker,LA,"United States",Closed,
13784,"Louisiana Baptist Children’s Home",Monroe,LA,"United States",Open,
13785,"Louisiana Methodist Children’s Home",", Ruston",LA,"United States",Open,
13786,"MacDonell United Methodist Children’s Services, Inc.",", Houma",LA,"United States",Open,
13787,"Metanoia Manor",Zachary,LA,"United States",Open,
13788,"Methodist Children’s Home of Southeast Louisiana","445, Loranger",LA,"United States",Open,
13789,"Methodist Children’s Home of Southwest Louisiana",", Sulphur",LA,"United States",Open,
13790,"Methodist Home of New Orleans","New Orleans",LA,"United States",Open,
13791,"New Bethany Home for Girls",Arcadia,LA,"United States",Closed,
13792,"New Orleans Youth Study Center","New Orleans",LA,"United States",Open,
13793,"New Way of Southwest Louisiana",", Ville Platte",LA,"United States",Open,
13794,"Raintree House",", New Orleans",LA,"United States",Open,
13796,Renaissance,", Alexandria",LA,"United States",Open,https://kidsoverprofits.org/facility/renaissance-la/
13797,"Renaissance Home for Youth",", Alexandria",LA,"United States",Open,
13798,"Rivarde Juvenile Detention Facility",Harvey,LA,"United States",Open,
13799,"Rutherford Houses",", Shreveport",LA,"United States",Open,https://kidsoverprofits.org/facility/rutherford-houses-la/
13800,"St. Bernard Parish Juvenile Detention Center",", Chalmette",LA,"United States",Open,
13801,"Swanson Center for Youth – Columbia",Columbia,LA,"United States",Open,
13802,"Swanson Center for Youth – Monroe",Monroe,LA,"United States",Open,
13803,"Terrebonne Parish Juvenile Justice Complex",", Gray",LA,"United States",Open,
13804,"The Agape House",", Franklin",LA,"United States",Open,https://kidsoverprofits.org/facility/the-agape-house-la/
13805,"The Bridge Center for Hope","Suite 400, Baton Rouge",LA,"United States",Open,
13806,"The Louis Children’s Crisis Center – Midland",", Houma",LA,"United States",Open,
13807,"The Maples Hammond",", Hammond",LA,"United States",Open,
13808,"The Maples LLC",", Baton Rouge",LA,"United States",Open,
13809,"Waldo Burton Boys’ Home",", New Orleans",LA,"United States",Open,
13810,"Ware Youth Center","71 Coushatta",LA,"United States",Open,
13811,"Community Receiving Home, Inc. d/b/a Renaissance",,LA,"United States",Open,
