state,unique_name,facility_name
CALIFORNIA,St. Anne's STRTP,St. Anne's STRTP
CALIFORNIA,St. Vincent's School for Boys STRTP,St. Vincent's School for Boys STRTP
CALIFORNIA,Stanilaus County Juvenile Hall,Stanilaus County Juvenile Hall
CALIFORNIA,Star View Community Treatment Facility,Star View Community Treatment Facility
CALIFORNIA,Starshine Treatment Center,Starshine Treatment Center
CALIFORNIA,Stella Maris Growth Center for Girls,Stella Maris Growth Center for Girls
CALIFORNIA,Straight – Yorba Linda,Straight – Yorba Linda
CALIFORNIA,Success in Recovery,Success in Recovery
CALIFORNIA,Summit Estate Recovery Center,Summit Estate Recovery Center
CALIFORNIA,Summitview Child & Family Services,Summitview Child & Family Services
CALIFORNIA,Sunol Hills - Casa Fremont,Sunol Hills - Casa Fremont
CALIFORNIA,Sunol Hills at Oakview,Sunol Hills at Oakview
CALIFORNIA,Sycamores STRTP South Campus,Sycamores STRTP South Campus
CALIFORNIA,Synanon Punk Squad,Synanon Punk Squad
CALIFORNIA,"T&T House of Champions, Inc.","T&T House of Champions, Inc."
CALIFORNIA,Tayler Group Home,Tayler Group Home
CALIFORNIA,Teen C.A.R.E. Camp,Teen C.A.R.E. Camp
CALIFORNIA,Teen Challenge Southern California,Teen Challenge Southern California
CALIFORNIA,Tehama County Juvenile Detention Facility,Tehama County Juvenile Detention Facility
CALIFORNIA,The Arrow House,The Arrow House
CALIFORNIA,The Camp Recovery Center,The Camp Recovery Center
CALIFORNIA,The Light Keepers,The Light Keepers
CALIFORNIA,Theo Lacy Juvenile Facility,Theo Lacy Juvenile Facility
CALIFORNIA,Thunder Road Chemical Dependency Recovery Center,Thunder Road Chemical Dependency Recovery Center
CALIFORNIA,Tiffany's Place,Tiffany's Place
CALIFORNIA,TMHA - Youth Treatment Program,TMHA - Youth Treatment Program
CALIFORNIA,Tobinworld,Tobinworld
CALIFORNIA,Touchstones,Touchstones
CALIFORNIA,Tranquil Waters Guidance Center,Tranquil Waters Guidance Center
CALIFORNIA,"Tree House Youth Homes, Inc.","Tree House Youth Homes, Inc."
CALIFORNIA,Trinity - Apple Valley,Trinity - Apple Valley
CALIFORNIA,Trinity - El Monte,Trinity - El Monte
CALIFORNIA,Trinity - Yucaipa,Trinity - Yucaipa
CALIFORNIA,Tulare County Juvenile Detention Facility,Tulare County Juvenile Detention Facility
CALIFORNIA,Tuolumne County Motherlode Regional Juvenile Detention Facility,Tuolumne County Motherlode Regional Juvenile Detention Facility
CALIFORNIA,Tuolumne Inn,Tuolumne Inn
CALIFORNIA,Turning Point - Journey On,Turning Point - Journey On
CALIFORNIA,Turning Point - La Serenata,Turning Point - La Serenata
CALIFORNIA,Turning Point - Lake House,Turning Point - Lake House
CALIFORNIA,Turning Point - Prairie House,Turning Point - Prairie House
CALIFORNIA,San Diego County Urban Camp,San Diego County Urban Camp
CALIFORNIA,Valley of the Moon STRTP,Valley of the Moon STRTP
CALIFORNIA,Valley Teen Ranch,Valley Teen Ranch
CALIFORNIA,Vanalden RTC,Vanalden RTC
CALIFORNIA,Ve & Daughters Happy Home,Ve & Daughters Happy Home
CALIFORNIA,Ventury County Juvenile Hall Facility,Ventury County Juvenile Hall Facility
CALIFORNIA,Victor Treatment Center - 500 House,Victor Treatment Center - 500 House
CALIFORNIA,Victor Treatment Center - Bonnie House,Victor Treatment Center - Bonnie House
CALIFORNIA,Victor Treatment Center - Clover House,Victor Treatment Center - Clover House
CALIFORNIA,Victor Treatment Center - Country Club House,Victor Treatment Center - Country Club House
CALIFORNIA,Victor Treatment Center - Green House,Victor Treatment Center - Green House
CALIFORNIA,Victor Treatment Center - Irwin House,Victor Treatment Center - Irwin House
CALIFORNIA,Victor Treatment Center - Juniper House,Victor Treatment Center - Juniper House
CALIFORNIA,Victor Treatment Center - Lane House,Victor Treatment Center - Lane House
CALIFORNIA,Victor Treatment Center - Logan House,Victor Treatment Center - Logan House
CALIFORNIA,Victor Treatment Center - Pasadena,Victor Treatment Center - Pasadena
CALIFORNIA,Victor Treatment Center - The Cottage,Victor Treatment Center - The Cottage
CALIFORNIA,Victor Treatment Center - Wright House,Victor Treatment Center - Wright House
CALIFORNIA,Victor Youth Services - Alta Mesa House,Victor Youth Services - Alta Mesa House
CALIFORNIA,Victor Youth Services - Clairvaux House,Victor Youth Services - Clairvaux House
CALIFORNIA,Victor Youth Services - Kings Way House,Victor Youth Services - Kings Way House
CALIFORNIA,Victor Youth Services - Oasis House,Victor Youth Services - Oasis House
CALIFORNIA,Victory Christian Academy,Victory Christian Academy
CALIFORNIA,VisionQuest,VisionQuest
CALIFORNIA,Wake Forest,Wake Forest
CALIFORNIA,Walnut Creek RTC,Walnut Creek RTC
CALIFORNIA,Walt's Home for Young Men,Walt's Home for Young Men
CALIFORNIA,Warner Mountain School at Bar B Ranch,Warner Mountain School at Bar B Ranch
CALIFORNIA,Wellspring Academies,Wellspring Academies
CALIFORNIA,Wilderness Recovery Center,Wilderness Recovery Center
CALIFORNIA,William F. James Boys Ranch,William F. James Boys Ranch
CALIFORNIA,Willow Hills Wellness for Teens LLC,Willow Hills Wellness for Teens LLC
CALIFORNIA,Woodland Hills RTC,Woodland Hills RTC
CALIFORNIA,Wellspring Camp La Jolla,Wellspring Camp La Jolla
CALIFORNIA,Yolo County Juvenile Hall,Yolo County Juvenile Hall
CALIFORNIA,Yosemite Treatment Center,Yosemite Treatment Center
CALIFORNIA,Your First Step - Advent Group Ministries Gateway Home,Your First Step - Advent Group Ministries Gateway Home
CALIFORNIA,Your House South,Your House South
CALIFORNIA,Youth Quest Inc.,Youth Quest Inc.
CALIFORNIA,Youth Quest Inc. for Girls,Youth Quest Inc. for Girls
CALIFORNIA,Yuba County Juvenile Hall,Yuba County Juvenile Hall
CALIFORNIA,Zoe Home for Youth,Zoe Home for Youth
COLORADO,Adolescent and Family Institute of Colorado,Adolescent and Family Institute of Colorado
MONTANA,Alternative Youth Adventures,Alternative Youth Adventures
COLORADO,Aspire Youth Services Center,Aspire Youth Services Center
COLORADO,Betty K. Marler Youth Services Center,Betty K. Marler Youth Services Center
COLORADO,Axios Youth Community,Axios Youth Community
COLORADO,Bridgeway Group Home,Bridgeway Group Home
COLORADO,Cheyenne Mesa,Cheyenne Mesa
COLORADO,Clear Creek Youth Services Center,Clear Creek Youth Services Center
COLORADO,Colorado Boys Ranch,Colorado Boys Ranch
COLORADO,Crossroads Turning Points Recovery Center,Crossroads Turning Points Recovery Center
COLORADO,Daisy Center,Daisy Center
COLORADO,Denver Children’s Home/The Bansbach Academy,Denver Children’s Home/The Bansbach Academy
COLORADO,Eating Recovery Center,Eating Recovery Center
COLORADO,El Pueblo Boys and Girls Ranch,El Pueblo Boys and Girls Ranch
UTAH,Embark Behavioral Health,Embark Behavioral Health
COLORADO,Emily Griffith Center,Emily Griffith Center
COLORADO,Fire Mountain RTC,Fire Mountain RTC
COLORADO,Forest Heights Lodge,Forest Heights Lodge
COLORADO,Gilliam Youth Services Center,Gilliam Youth Services Center
COLORADO,Golden Peak Youth Services Center,Golden Peak Youth Services Center
COLORADO,Grand Mesa Youth Services Center,Grand Mesa Youth Services Center
COLORADO,Griffith Centers for Children,Griffith Centers for Children
COLORADO,Jefferson Center,Jefferson Center
COLORADO,The Link School,The Link School
COLORADO,Lookout Mountain Youth Services,Lookout Mountain Youth Services
COLORADO,Marvin W. Foote Youth Services Center,Marvin W. Foote Youth Services Center
COLORADO,Morrison Home,Morrison Home
COLORADO,Mount Saint Vincent QRTP,Mount Saint Vincent QRTP
UTAH,Mountain Homes Youth Ranch,Mountain Homes Youth Ranch
COLORADO,Open Sky Wilderness Therapy,Open Sky Wilderness Therapy
COLORADO,Pathfinders Wilderness Program,Pathfinders Wilderness Program
COLORADO,Platte Valley Youth Services Center,Platte Valley Youth Services Center
COLORADO,Prairie Vista Youth Services Center,Prairie Vista Youth Services Center
COLORADO,Pueblo Youth Services Center,Pueblo Youth Services Center
COLORADO,Red Mountain Colorado,Red Mountain Colorado
COLORADO,Reflections for Youth,Reflections for Youth
COLORADO,Ridge View Academy,Ridge View Academy
COLORADO,Robert E. DeNier Youth Service Center,Robert E. DeNier Youth Service Center
COLORADO,Rocky Mountain Youth Services Center,Rocky Mountain Youth Services Center
COLORADO,Royal Gorge Academy,Royal Gorge Academy
COLORADO,San Juan Wilderness Therapy,San Juan Wilderness Therapy
COLORADO,Seeds Wilderness Therapy,Seeds Wilderness Therapy
COLORADO,Spring Creek Youth Services Center,Spring Creek Youth Services Center
COLORADO,Summit Youth Services Center,Summit Youth Services Center
COLORADO,Tennyson Center for Children,Tennyson Center for Children
COLORADO,Trailhead Wilderness School,Trailhead Wilderness School
COLORADO,Wilderness Opportunities,Wilderness Opportunities
COLORADO,Willow Point Youth Services Center,Willow Point Youth Services Center
COLORADO,Zebulon Pike Youth Services Center,Zebulon Pike Youth Services Center
FLORIDA,Center for Discovery,Center for Discovery
CONNECTICUT,Connecticut Juvenile Training School,Connecticut Juvenile Training School
MASSACHUSETTS,Eagle Hill School,Eagle Hill School
CONNECTICUT,Elmcrest Psychiatric Hospital,Elmcrest Psychiatric Hospital
CONNECTICUT,Forman School,Forman School
CONNECTICUT,Franklin Academy,Franklin Academy
CONNECTICUT,Grove School,Grove School
MAINE,Hyde School,Hyde School
CONNECTICUT,Newport Academy – Double Hill,Newport Academy – Double Hill
CONNECTICUT,Newport Academy – Todd Hill,Newport Academy – Todd Hill
CONNECTICUT,Silver Hill Hospital Klingenstein House,Silver Hill Hospital Klingenstein House
CONNECTICUT,The Woodhall School,The Woodhall School
CONNECTICUT,Turnbridge,Turnbridge
CONNECTICUT,Wellspring,Wellspring
DELAWARE,AdvoServ,AdvoServ
DELAWARE,Cedars Academy,Cedars Academy
DELAWARE,Ferris School,Ferris School
DELAWARE,Grace Cottage,Grace Cottage
DELAWARE,New Castle Detention Center,New Castle Detention Center
DELAWARE,Rockford Center,Rockford Center
DELAWARE,Silver Lake Treatment Consortium,Silver Lake Treatment Consortium
DELAWARE,Snowden Cottage,Snowden Cottage
DELAWARE,Stevenson House Detention Center,Stevenson House Detention Center
DELAWARE,Sun Behavioral Delaware Adolescent Inpatient,Sun Behavioral Delaware Adolescent Inpatient
DELAWARE,Terry Children’s Center,Terry Children’s Center
FLORIDA,7 Arrows Academy,7 Arrows Academy
FLORIDA,Alachua Academy,Alachua Academy
FLORIDA,AMIkids Big Cypress Wilderness Institute,AMIkids Big Cypress Wilderness Institute
FLORIDA,AMIkids Pinellas,AMIkids Pinellas
FLORIDA,AMIkids Polk Inc.,AMIkids Polk Inc.
FLORIDA,Apalachicola Forest Youth Camp,Apalachicola Forest Youth Camp
FLORIDA,Arthur G. Dozier School for Boys,Arthur G. Dozier School for Boys
GEORGIA,Anneewakee School,Anneewakee School
FLORIDA,Back to Basics Military Academy,Back to Basics Military Academy
FLORIDA,Bay County Sheriff’s Boot Camp,Bay County Sheriff’s Boot Camp
FLORIDA,Bay Point Schools,Bay Point Schools
FLORIDA,Brevard Juvenile Detention Center,Brevard Juvenile Detention Center
FLORIDA,Bristol Youth Academy,Bristol Youth Academy
FLORIDA,Britt Technical Youth Academy,Britt Technical Youth Academy
FLORIDA,Brooksville Youth Academy,Brooksville Youth Academy
FLORIDA,Broward Youth Treatment Center,Broward Youth Treatment Center
FLORIDA,Camelot Care Center,Camelot Care Center
FLORIDA,Camp E-Kel-Etu,Camp E-Kel-Etu
FLORIDA,Camp E-Ma-Chamee,Camp E-Ma-Chamee
FLORIDA,Camp E-Tu-Makee,Camp E-Tu-Makee
FLORIDA,Camp Tracey Children’s Home,Camp Tracey Children’s Home
FLORIDA,Carlton Manor,Carlton Manor
FLORIDA,Carlton Palms Educational Center,Carlton Palms Educational Center
FLORIDA,Center for Success and Independence – Ocala,Center for Success and Independence – Ocala
FLORIDA,Central Florida Behavioral Hospital Adolescent Inpatient Program,Central Florida Behavioral Hospital Adolescent Inpatient Program
FLORIDA,Central Pasco Girls Academy,Central Pasco Girls Academy
FLORIDA,Charity Haven Christian Academy,Charity Haven Christian Academy
FLORIDA,Columbus Youth Academy,Columbus Youth Academy
FLORIDA,Crestview Youth Academy,Crestview Youth Academy
FLORIDA,Cypress Creek Treatment Center,Cypress Creek Treatment Center
FLORIDA,Daniel SIPP,Daniel SIPP
FLORIDA,Daytona Juvenile Residential Facility,Daytona Juvenile Residential Facility
FLORIDA,Deep Creek Youth Academy,Deep Creek Youth Academy
FLORIDA,DeSisto at Howey School,DeSisto at Howey School
FLORIDA,Devereux Florida I/DD Program,Devereux Florida I/DD Program
FLORIDA,Devereux Florida IRTC,Devereux Florida IRTC
FLORIDA,DOVE Academy,DOVE Academy
FLORIDA,Duval Academy,Duval Academy
UTAH,Eagle Academy,Eagle Academy
FLORIDA,Eckerd Comprehensive Youth Treatment Program,Eckerd Comprehensive Youth Treatment Program
FLORIDA,Eckerd Connects E-Nini-Hassee,Eckerd Connects E-Nini-Hassee
FLORIDA,Eckerd Intensive Halfway House,Eckerd Intensive Halfway House
FLORIDA,Eckerd Treatment Program for Girls,Eckerd Treatment Program for Girls
FLORIDA,Eckerd Youth Academy,Eckerd Youth Academy
FLORIDA,Edgewood Children's Ranch,Edgewood Children's Ranch
FLORIDA,Escambia Boys Base,Escambia Boys Base
FLORIDA,Everglades Youth Academy,Everglades Youth Academy
FLORIDA,Family Center for Recovery Teen Addiction Treatment & Rehab Center,Family Center for Recovery Teen Addiction Treatment & Rehab Center
FLORIDA,Family First Adolescent Services,Family First Adolescent Services
FLORIDA,Florida Palms Academy,Florida Palms Academy
FLORIDA,Florida Sheriffs Youth Ranches Boys Ranch,Florida Sheriffs Youth Ranches Boys Ranch
FLORIDA,Florida Sheriffs Youth Ranch in Safety Harbor,Florida Sheriffs Youth Ranch in Safety Harbor
FLORIDA,Florida United Methodist Children’s Home,Florida United Methodist Children’s Home
FLORIDA,Fort Myers Academy,Fort Myers Academy
FLORIDA,Gateway Boys Academy,Gateway Boys Academy
FLORIDA,Gator Wilderness Camp School,Gator Wilderness Camp School
FLORIDA,Global Medical and Behavioral Health,Global Medical and Behavioral Health
FLORIDA,Greenville Hills Academy,Greenville Hills Academy
FLORIDA,Gulf Coast Treatment Center,Gulf Coast Treatment Center
FLORIDA,Heritage Boys Academy,Heritage Boys Academy
FLORIDA,Highland Youth Academy,Highland Youth Academy
FLORIDA,Hillsborough Girls Academy,Hillsborough Girls Academy
FLORIDA,Honey Lake Clinic,Honey Lake Clinic
FLORIDA,Inspirations for Youth and Families,Inspirations for Youth and Families
FLORIDA,Jacksonville Youth Academy,Jacksonville Youth Academy
FLORIDA,JoAnn Bridges Academy,JoAnn Bridges Academy
FLORIDA,Juvenile Unit for Specialized Treatment – JUST,Juvenile Unit for Specialized Treatment – JUST
FLORIDA,Kanner Academy,Kanner Academy
FLORIDA,Kissimmee Youth Academy,Kissimmee Youth Academy
FLORIDA,Kurt Emmanuel Haire Center for Children,Kurt Emmanuel Haire Center for Children
FLORIDA,La Amistad Behavioral Health Services Teen Residential Treatment,La Amistad Behavioral Health Services Teen Residential Treatment
FLORIDA,Lake Academy,Lake Academy
FLORIDA,Lakeland Girls Academy,Lakeland Girls Academy
FLORIDA,Les Peters Academy,Les Peters Academy
FLORIDA,LIFE – Life Is For Everyone,LIFE – Life Is For Everyone
FLORIDA,Lifestream Youth and Recovery Care Center,Lifestream Youth and Recovery Care Center
MISSOURI,Lighthouse Christian Academy,Lighthouse Christian Academy
FLORIDA,Lippman Youth Shelter,Lippman Youth Shelter
FLORIDA,Lotus Behavioral Health Teen RTC,Lotus Behavioral Health Teen RTC
FLORIDA,Madalyn Program at Warrington Ranch,Madalyn Program at Warrington Ranch
FLORIDA,Manatee Palms Group Homes,Manatee Palms Group Homes
FLORIDA,Marion Youth Academy,Marion Youth Academy
FLORIDA,Martin Girls Academy,Martin Girls Academy
FLORIDA,Marvelous Grace Girls Academy,Marvelous Grace Girls Academy
FLORIDA,Melbourne Center for Personal Growth,Melbourne Center for Personal Growth
FLORIDA,Miami Dade Regional Juvenile Detention Center,Miami Dade Regional Juvenile Detention Center
FLORIDA,Miami Youth Academy,Miami Youth Academy
FLORIDA,Milton Girls Residential Facility,Milton Girls Residential Facility
FLORIDA,National Deaf Academy,National Deaf Academy
FLORIDA,NIA Residential Treatment Center for Children and Adolescents,NIA Residential Treatment Center for Children and Adolescents
FLORIDA,Oak Grove Academy,Oak Grove Academy
FLORIDA,Okaloosa Youth Academy,Okaloosa Youth Academy
FLORIDA,Okeechobee Youth Development Center,Okeechobee Youth Development Center
FLORIDA,Orange Youth Academy,Orange Youth Academy
FLORIDA,Orlando Intensive Youth Academy,Orlando Intensive Youth Academy
FLORIDA,Our Father’s House,Our Father’s House
FLORIDA,Palm Beach Juvenile Detention Center,Palm Beach Juvenile Detention Center
FLORIDA,Palm Beach Youth Academy,Palm Beach Youth Academy
FLORIDA,Palm Shores Behavioral Health Center,Palm Shores Behavioral Health Center
FLORIDA,Palmetto Youth Academy,Palmetto Youth Academy
FLORIDA,Personal Enrichment Through Mental Health Services,Personal Enrichment Through Mental Health Services
FLORIDA,Polk County Juvenile Boot Camp,Polk County Juvenile Boot Camp
FLORIDA,Pompano Youth Treatment Center,Pompano Youth Treatment Center
FLORIDA,Potter’s House Girls Home,Potter’s House Girls Home
FLORIDA,Providence Pass,Providence Pass
FLORIDA,Refresh Canopy Cove Eating Disorder Treatment Center,Refresh Canopy Cove Eating Disorder Treatment Center
FLORIDA,Residing Hope Madison Youth Ranch,Residing Hope Madison Youth Ranch
FLORIDA,Right Way Academy at 7 Arrows,Right Way Academy at 7 Arrows
FLORIDA,SandyPines RTC,SandyPines RTC
FLORIDA,Santa Rosa Juvenile Residential Facility,Santa Rosa Juvenile Residential Facility
FLORIDA,Sequel TSI Kissimmee,Sequel TSI Kissimmee
FLORIDA,Sister Soldier Military Academy,Sister Soldier Military Academy
FLORIDA,South Florida Youth Academy,South Florida Youth Academy
FLORIDA,Southeastern Military Academy,Southeastern Military Academy
FLORIDA,St. Augustine Youth Academy,St. Augustine Youth Academy
FLORIDA,Straight – Sarasota,Straight – Sarasota
FLORIDA,Straight – Tampa Bay,Straight – Tampa Bay
FLORIDA,"Step, Inc.","Step, Inc."
FLORIDA,Steppin’ Stone Farm,Steppin’ Stone Farm
FLORIDA,Stewart Marchman Residential Adolescent Program,Stewart Marchman Residential Adolescent Program
FLORIDA,Stonesoup School,Stonesoup School
FLORIDA,Substance Abuse - Family Education,Substance Abuse - Family Education
FLORIDA,Suncoast Behavioral Health Center RTP,Suncoast Behavioral Health Center RTP
FLORIDA,Tampa Marine Institute,Tampa Marine Institute
FLORIDA,Tampa Residential Facility,Tampa Residential Facility
FLORIDA,The Children’s Home Society of Florida RTC,The Children’s Home Society of Florida RTC
FLORIDA,The Children’s Place at Home Safe,The Children’s Place at Home Safe
FLORIDA,The Meridian,The Meridian
FLORIDA,The Parent Help Center Summer Success Camp,The Parent Help Center Summer Success Camp
FLORIDA,The Seed,The Seed
FLORIDA,The Vines PRTF,The Vines PRTF
FLORIDA,Thompson Academy,Thompson Academy
FLORIDA,Twin Oaks Academy II,Twin Oaks Academy II
FLORIDA,Union Juvenile Residential Facility,Union Juvenile Residential Facility
FLORIDA,University Behavioral Center,University Behavioral Center
FLORIDA,Volusia County Regional Juvenile Detention Facility,Volusia County Regional Juvenile Detention Facility
FLORIDA,Volusia Halfway House,Volusia Halfway House
FLORIDA,Walton Academy for Growth and Change,Walton Academy for Growth and Change
FLORIDA,Wellspring Camps Florida,Wellspring Camps Florida
FLORIDA,Wimauma Academy,Wimauma Academy
GEORGIA,Advancing Youth’s Academy,Advancing Youth’s Academy
GEORGIA,Agape Behavioral Healthcare,Agape Behavioral Healthcare
GEORGIA,Alpine Program,Alpine Program
GEORGIA,Anne Elizabeth Shepherd Home,Anne Elizabeth Shepherd Home
GEORGIA,Atlanta YDC,Atlanta YDC
GEORGIA,Augusta YDC,Augusta YDC
GEORGIA,Bald Ridge Lodge,Bald Ridge Lodge
GEORGIA,Blue Ridge Therapeutic Wilderness,Blue Ridge Therapeutic Wilderness
GEORGIA,Boyz to Men Residential Facility,Boyz to Men Residential Facility
GEORGIA,Bradfield Center – Ault Academy,Bradfield Center – Ault Academy
GEORGIA,Breakthrough Recovery Outreach,Breakthrough Recovery Outreach
GEORGIA,Broken Shackle Ranch,Broken Shackle Ranch
GEORGIA,Broken Shackle Ranch - Joseph House,Broken Shackle Ranch - Joseph House
GEORGIA,Broken Shackle Ranch - Omega House,Broken Shackle Ranch - Omega House
GEORGIA,Camp David Vision of Hope,Camp David Vision of Hope
GEORGIA,Camp E-Ma-Laku,Camp E-Ma-Laku
GEORGIA,Camp E-Tu-Nake,Camp E-Tu-Nake
GEORGIA,Carpenter Way Ranch,Carpenter Way Ranch
GEORGIA,Clementine by Monte Nido Atlanta,Clementine by Monte Nido Atlanta
GEORGIA,Clementine II by Monte Nido Atlanta,Clementine II by Monte Nido Atlanta
GEORGIA,Cloister Creek,Cloister Creek
GEORGIA,Coastal Harbor Treatment Center,Coastal Harbor Treatment Center
GEORGIA,Columbus Teen Challenge,Columbus Teen Challenge
GEORGIA,Darrington Academy,Darrington Academy
GEORGIA,Devereux Georgia Intensive Residential Treatment – Ackerman Academy,Devereux Georgia Intensive Residential Treatment – Ackerman Academy
GEORGIA,Eagle Ranch,Eagle Ranch
GEORGIA,Eastman YDC,Eastman YDC
GEORGIA,First Light Wilderness Therapy,First Light Wilderness Therapy
GEORGIA,Gentle Loving Care Center Residential Treatment Program,Gentle Loving Care Center Residential Treatment Program
GEORGIA,George W. Hartmann Center,George W. Hartmann Center
GEORGIA,Georgia Baptist Children’s Homes – Angel’s House,Georgia Baptist Children’s Homes – Angel’s House
GEORGIA,Georgia Baptist Children’s Homes – Baxley,Georgia Baptist Children’s Homes – Baxley
GEORGIA,Georgia Baptist Children’s Homes – Camp Hawkins & Matthew’s Time,Georgia Baptist Children’s Homes – Camp Hawkins & Matthew’s Time
GEORGIA,Georgia Baptist Children’s Homes – Meansville Campus,Georgia Baptist Children’s Homes – Meansville Campus
GEORGIA,Georgia Baptist Children’s Homes – Palmetto,Georgia Baptist Children’s Homes – Palmetto
GEORGIA,Georgia Industrial Children’s Home,Georgia Industrial Children’s Home
GEORGIA,Georgia Sheriffs’ Boys Ranch,Georgia Sheriffs’ Boys Ranch
GEORGIA,Georgia Sheriffs’ Cherokee Estate,Georgia Sheriffs’ Cherokee Estate
GEORGIA,Georgia Sheriffs’ Herrington Homestead,Georgia Sheriffs’ Herrington Homestead
GEORGIA,Georgia Sheriffs’ MountainView,Georgia Sheriffs’ MountainView
GEORGIA,Georgia Sheriffs’ Pineland/Camp Pioneer,Georgia Sheriffs’ Pineland/Camp Pioneer
GEORGIA,Goshen Valley Boys Ranch,Goshen Valley Boys Ranch
GEORGIA,Hidden Lake Academy,Hidden Lake Academy
GEORGIA,Hillside Atlanta – Conant School,Hillside Atlanta – Conant School
GEORGIA,Joy House,Joy House
GEORGIA,Kenneth B. Walker Residential Home,Kenneth B. Walker Residential Home
GEORGIA,KidsPeace Georgia Bowdon Campus,KidsPeace Georgia Bowdon Campus
GEORGIA,Laurel Heights Hospital Residential Treatment,Laurel Heights Hospital Residential Treatment
GEORGIA,Lighthouse Care Center of Augusta Psychiatric RTP,Lighthouse Care Center of Augusta Psychiatric RTP
GEORGIA,Macon YDC,Macon YDC
GEORGIA,Milledgeville YDC,Milledgeville YDC
GEORGIA,Morningstar Residential Campus,Morningstar Residential Campus
GEORGIA,Mountain Top Boys Home,Mountain Top Boys Home
GEORGIA,Murphy-Harpst Residential Care,Murphy-Harpst Residential Care
GEORGIA,Muscogee YDC,Muscogee YDC
GEORGIA,Pathways Center,Pathways Center
GEORGIA,Pine Mountain Boys Academy,Pine Mountain Boys Academy
GEORGIA,R.I.T.E. Youth Development Program,R.I.T.E. Youth Development Program
GEORGIA,Ruth Home of Compassion,Ruth Home of Compassion
GEORGIA,Shepherd’s Hill Academy,Shepherd’s Hill Academy
GEORGIA,Straight – Atlanta,Straight – Atlanta
GEORGIA,The Methodist Home for Children & Youth – Macon,The Methodist Home for Children & Youth – Macon
GEORGIA,Three Springs of Blue Ridge,Three Springs of Blue Ridge
GEORGIA,Twin Cedars Youth & Family Services,Twin Cedars Youth & Family Services
GEORGIA,Wellspring Georgia,Wellspring Georgia
GEORGIA,Wellspring Living Girls Residential,Wellspring Living Girls Residential
GEORGIA,Wolf Creek Wilderness School,Wolf Creek Wilderness School
GEORGIA,Youth Villages – Inner Harbour Campus,Youth Villages – Inner Harbour Campus
HAWAII,Hawaii Youth Correctional Facility,Hawaii Youth Correctional Facility
HAWAII,Pearl Haven,Pearl Haven
HAWAII,The Queen’s Medical Center – Kahi Mohala,The Queen’s Medical Center – Kahi Mohala
HAWAII,Waiale’e Industrial School for Boys,Waiale’e Industrial School for Boys
IDAHO,3B Detention,3B Detention
IDAHO,Ada County Juvenile Detention,Ada County Juvenile Detention
IDAHO,Ascent Wilderness Program,Ascent Wilderness Program
IDAHO,Bannock County Juvenile Detention,Bannock County Juvenile Detention
IDAHO,BlueFire Wilderness Therapy,BlueFire Wilderness Therapy
IDAHO,Boise Girls Academy,Boise Girls Academy
IDAHO,Bonner County Juvenile Detention,Bonner County Juvenile Detention
IDAHO,Boulder Creek Academy,Boulder Creek Academy
IDAHO,Cherry Gulch,Cherry Gulch
IDAHO,Christian Children’s Ranch,Christian Children’s Ranch
MONTANA,Clearview Horizon,Clearview Horizon
IDAHO,Cornerstone Cottage,Cornerstone Cottage
IDAHO,"Daybreak Canyon, LLC","Daybreak Canyon, LLC"
IDAHO,Eagle Mountain Outpost,Eagle Mountain Outpost
IDAHO,Elk Mountain Academy,Elk Mountain Academy
IDAHO,Five County Treatment & Youth Rehabilitation Center,Five County Treatment & Youth Rehabilitation Center
IDAHO,Glacier Mountain Expeditions,Glacier Mountain Expeditions
IDAHO,Gustafson House,Gustafson House
IDAHO,Hawk’s Landing Therapeutic Home for Boys,Hawk’s Landing Therapeutic Home for Boys
IDAHO,Homelines,Homelines
TEXAS,Hope House,Hope House
IDAHO,Idaho Youth Ranch - Hays House,Idaho Youth Ranch - Hays House
IDAHO,Intermountain Hospital,Intermountain Hospital
IDAHO,Jackson House,Jackson House
IDAHO,JCC - Lewiston,JCC - Lewiston
IDAHO,JCC - Nampa,JCC - Nampa
IDAHO,JCC - St. Anthony,JCC - St. Anthony
IDAHO,Kootenai Juvenile Detention,Kootenai Juvenile Detention
IDAHO,Lemhi County Juvenile Detention,Lemhi County Juvenile Detention
IDAHO,Living Water Youth Ranch,Living Water Youth Ranch
IDAHO,Madsen Alternatives,Madsen Alternatives
IDAHO,Mini-Cassia Juvenile Detention,Mini-Cassia Juvenile Detention
IDAHO,Mountain Home Academy,Mountain Home Academy
IDAHO,Nez Perce Juvenile Detention,Nez Perce Juvenile Detention
IDAHO,Northwest Children’s Home,Northwest Children’s Home
IDAHO,Novitas Academy,Novitas Academy
IDAHO,Project PATCH,Project PATCH
IDAHO,Rainbow Hill,Rainbow Hill
IDAHO,Snake River Juvenile Detention Center,Snake River Juvenile Detention Center
IDAHO,Southwest Idaho Juvenile Detention Center,Southwest Idaho Juvenile Detention Center
IDAHO,Spirit Mountain Treatment Center,Spirit Mountain Treatment Center
IDAHO,SquareOne,SquareOne
IDAHO,Summit Youth Center,Summit Youth Center
IDAHO,SUWS Idaho,SUWS Idaho
IDAHO,Timber Ridge Preparatory School for Girls,Timber Ridge Preparatory School for Girls
IDAHO,Turning Winds,Turning Winds
IDAHO,Whiteley Meadows,Whiteley Meadows
ILLINOIS,Abraxas Alliance Woodridge Interventions,Abraxas Alliance Woodridge Interventions
