state,unique_name,facility_name
SOUTH CAROLINA,New Bethany Home for Boys,New Bethany Home for Boys
SOUTH CAROLINA,New Hope Carolinas PRTF,New Hope Carolinas PRTF
SOUTH CAROLINA,Palmetto Lowcountry Behavioral Health,Palmetto Lowcountry Behavioral Health
SOUTH CAROLINA,Palmetto Pee Dee Behavioral Health,Palmetto Pee Dee Behavioral Health
SOUTH CAROLINA,Palmetto Pines PTRF,Palmetto Pines PTRF
SOUTH CAROLINA,Palmetto Therapeutic Boarding School,Palmetto Therapeutic Boarding School
SOUTH CAROLINA,Piedmont Wilderness Institute,Piedmont Wilderness Institute
SOUTH CAROLINA,Riverside Baptist Boys Home,Riverside Baptist Boys Home
SOUTH CAROLINA,Riverside Behavioral Health at Windwood Farm PRTF,Riverside Behavioral Health at Windwood Farm PRTF
SOUTH CAROLINA,Seneca Ranch,Seneca Ranch
SOUTH CAROLINA,Springbrook Behavioral Health PRTF for Autism Services,Springbrook Behavioral Health PRTF for Autism Services
SOUTH CAROLINA,Tara Hall Home for Boys,Tara Hall Home for Boys
SOUTH CAROLINA,Teen Challenge of South Carolina,Teen Challenge of South Carolina
SOUTH CAROLINA,The Ark Youth Shelter,The Ark Youth Shelter
SOUTH CAROLINA,Thornwell Home and School for Children,Thornwell Home and School for Children
SOUTH CAROLINA,Three Rivers Midlands,Three Rivers Midlands
SOUTH CAROLINA,Victorious Valley Homes,Victorious Valley Homes
SOUTH CAROLINA,Wake Up Call for Teens,Wake Up Call for Teens
SOUTH CAROLINA,Whetstone Academy,Whetstone Academy
SOUTH CAROLINA,Wil Lou Gray Opportunity School,Wil Lou Gray Opportunity School
SOUTH CAROLINA,Wilderness Way Girls Camp School,Wilderness Way Girls Camp School
SOUTH CAROLINA,William Seth Rochester Home for Children,William Seth Rochester Home for Children
SOUTH DAKOTA,Abbott House,Abbott House
SOUTH DAKOTA,Aurora Plains Academy,Aurora Plains Academy
SOUTH DAKOTA,Black Hills Children’s Home,Black Hills Children’s Home
SOUTH DAKOTA,Brighter Transition Youth Treatment Center/Falls Academy,Brighter Transition Youth Treatment Center/Falls Academy
SOUTH DAKOTA,Canyon Hills Center,Canyon Hills Center
SOUTH DAKOTA,Chamberlain Academy,Chamberlain Academy
SOUTH DAKOTA,McCrossan Boys Ranch,McCrossan Boys Ranch
SOUTH DAKOTA,Sioux Falls Children’s Home,Sioux Falls Children’s Home
SOUTH DAKOTA,"Sky Ranch for Boys, Inc.","Sky Ranch for Boys, Inc."
SOUTH DAKOTA,South Dakota Human Services Center,South Dakota Human Services Center
SOUTH DAKOTA,STAR Academy for Youth,STAR Academy for Youth
SOUTH DAKOTA,Summit Oaks I & II,Summit Oaks I & II
SOUTH DAKOTA,WellFully RTC,WellFully RTC
TENNESSEE,ABM Family Preparatory,ABM Family Preparatory
TENNESSEE,Achievement Valley Ranch,Achievement Valley Ranch
TENNESSEE,Adolescent Male Insight - Chattanooga,Adolescent Male Insight - Chattanooga
TENNESSEE,Advent Home Learning Center,Advent Home Learning Center
TENNESSEE,Bedford County Juvenile Detention,Bedford County Juvenile Detention
TENNESSEE,Bethel Bible Village Children’s Home,Bethel Bible Village Children’s Home
TENNESSEE,Blount County Juvenile Detention Center,Blount County Juvenile Detention Center
TENNESSEE,Bradley County Juvenile Detention Center,Bradley County Juvenile Detention Center
TENNESSEE,Brentwood Academy,Brentwood Academy
TENNESSEE,Buffalo Mountain Camp,Buffalo Mountain Camp
TENNESSEE,Camp E-Sun-Alee,Camp E-Sun-Alee
TENNESSEE,Covenant Home,Covenant Home
TENNESSEE,Crossville Mission Bible Training Center,Crossville Mission Bible Training Center
TENNESSEE,Cumberland Heights Youth Program - ARCH Academy,Cumberland Heights Youth Program - ARCH Academy
TENNESSEE,Davidson County Juvenile Detention Center,Davidson County Juvenile Detention Center
TENNESSEE,East Tennessee Christian Home,East Tennessee Christian Home
TENNESSEE,Edge Academy,Edge Academy
TENNESSEE,Freedom Mountain Academy,Freedom Mountain Academy
TENNESSEE,Freewill Baptist Family Ministry,Freewill Baptist Family Ministry
TENNESSEE,Gateway to Independence,Gateway to Independence
TENNESSEE,Good Shepherd Children’s Home,Good Shepherd Children’s Home
TENNESSEE,Happy Hills Youth Ranch,Happy Hills Youth Ranch
TENNESSEE,Jackson Academy,Jackson Academy
TENNESSEE,Kids 1st of Tennessee,Kids 1st of Tennessee
TENNESSEE,Kingston Academy,Kingston Academy
TENNESSEE,L.E.A.P.S. Program at Duck River,L.E.A.P.S. Program at Duck River
TENNESSEE,Love in Action International - Refuge,Love in Action International - Refuge
TENNESSEE,Madison County Detention Center,Madison County Detention Center
TENNESSEE,Magnolia Academy,Magnolia Academy
TENNESSEE,Middle Tennessee Juvenile Detention,Middle Tennessee Juvenile Detention
TENNESSEE,New Life Lodge,New Life Lodge
TENNESSEE,Parents Hope Ministries - Hope Academy,Parents Hope Ministries - Hope Academy
TENNESSEE,PURE Academy,PURE Academy
TENNESSEE,Putnam County Juvenile Detention,Putnam County Juvenile Detention
TENNESSEE,Rhea County Juvenile Detention,Rhea County Juvenile Detention
TENNESSEE,Richard L. Bean Juvenile Detention Center,Richard L. Bean Juvenile Detention Center
TENNESSEE,Rutherford County Juvenile Detention Center,Rutherford County Juvenile Detention Center
TENNESSEE,Scott County Juvenile Center,Scott County Juvenile Center
TENNESSEE,Sevier County Juvenile Facility,Sevier County Juvenile Facility
TENNESSEE,Shelby County Youth Justice and Educational Center,Shelby County Youth Justice and Educational Center
TENNESSEE,Shenandoah Boys Ranch,Shenandoah Boys Ranch
TENNESSEE,Shenandoah Girls Haven,Shenandoah Girls Haven
TENNESSEE,Smoky Mountain Children’s Home,Smoky Mountain Children’s Home
TENNESSEE,Stones River Academy,Stones River Academy
TENNESSEE,Taft Youth Center,Taft Youth Center
TENNESSEE,"Tennessee Baptist Children’s Homes, Inc.","Tennessee Baptist Children’s Homes, Inc."
TENNESSEE,The Academy for Young Men,The Academy for Young Men
TENNESSEE,The Academy for Young Women,The Academy for Young Women
TENNESSEE,Three Springs of Duck River,Three Springs of Duck River
TENNESSEE,Upper East Tennessee Juvenile Detention Center,Upper East Tennessee Juvenile Detention Center
TENNESSEE,Wears Valley Ranch,Wears Valley Ranch
TENNESSEE,Wilder Youth Development Center,Wilder Youth Development Center
TENNESSEE,Williamson County Juvenile Detention,Williamson County Juvenile Detention
TENNESSEE,Youth Villages - Bartlett Campus,Youth Villages - Bartlett Campus
TENNESSEE,Youth Villages - Dogwood Campus,Youth Villages - Dogwood Campus
TEXAS,A New Day Foundation RTC,A New Day Foundation RTC
TEXAS,A Pathway 2 New Beginnings,A Pathway 2 New Beginnings
TEXAS,A Promising Journey Inc.,A Promising Journey Inc.
TEXAS,A.B.E. Residential Services,A.B.E. Residential Services
TEXAS,Abilene State School,Abilene State School
TEXAS,ACH Child and Family Services Robert and Jane Ferguson RTC,ACH Child and Family Services Robert and Jane Ferguson RTC
TEXAS,All Church Home for Children,All Church Home for Children
TEXAS,Amor Purus LLC,Amor Purus LLC
TEXAS,Angelina County Juvenile Detention Center,Angelina County Juvenile Detention Center
TEXAS,Arms of Hope Residential Care Home,Arms of Hope Residential Care Home
TEXAS,Aspire 2 Dream,Aspire 2 Dream
TEXAS,Atascosa County Juvenile Justice Center,Atascosa County Juvenile Justice Center
TEXAS,Austin Children’s Shelter,Austin Children’s Shelter
TEXAS,Austin Oaks Hospital,Austin Oaks Hospital
TEXAS,Avalon Center GRO,Avalon Center GRO
TEXAS,Ayres House,Ayres House
TEXAS,Azleway Boys Ranch,Azleway Boys Ranch
TEXAS,"Azleway, Inc.","Azleway, Inc."
TEXAS,Azleway Valley View - Training Center,Azleway Valley View - Training Center
TEXAS,Baptist Children’s Home Ministry,Baptist Children’s Home Ministry
TEXAS,Bayes Achievement Center,Bayes Achievement Center
TEXAS,Bell County Juvenile Services Center,Bell County Juvenile Services Center
TEXAS,Bexar County Juvenile Detention Center,Bexar County Juvenile Detention Center
TEXAS,Big Springs Ranch for Children,Big Springs Ranch for Children
TEXAS,Bill Logue Juvenile Justice Center,Bill Logue Juvenile Justice Center
TEXAS,Bokenkamp Children’s Shelter,Bokenkamp Children’s Shelter
TEXAS,Boysville Texas GRO,Boysville Texas GRO
TEXAS,Brazoria County Juvenile Detention Center,Brazoria County Juvenile Detention Center
TEXAS,Buckner Baptist Children’s Home,Buckner Baptist Children’s Home
TEXAS,Cal Farley’s Boys Ranch,Cal Farley’s Boys Ranch
TEXAS,Camp Woodland Springs,Camp Woodland Springs
TEXAS,Carter's Kids RTC,Carter's Kids RTC
TEXAS,Cedar Crest Hospital & RTC,Cedar Crest Hospital & RTC
TEXAS,Center for Discovery - Cypress Campus,Center for Discovery - Cypress Campus
TEXAS,Center for Discovery - Plano Campus,Center for Discovery - Plano Campus
TEXAS,Center for Success and Independence,Center for Success and Independence
TEXAS,Cenikor Foundation,Cenikor Foundation
TEXAS,Children’s Health Eating Disorders,Children’s Health Eating Disorders
TEXAS,Clearfork Academy Boys Campus - Fort Worth,Clearfork Academy Boys Campus - Fort Worth
TEXAS,Clearfork Academy Girls Campus - Cleburne,Clearfork Academy Girls Campus - Cleburne
TEXAS,Clementine - Conroe Campus,Clementine - Conroe Campus
TEXAS,Coke County Juvenile Justice Center,Coke County Juvenile Justice Center
TEXAS,Concho Valley Home for Girls,Concho Valley Home for Girls
TEXAS,"Cook, Fannin, and Grayson County Juvenile Detention Center/Boot Camp","Cook, Fannin, and Grayson County Juvenile Detention Center/Boot Camp"
TEXAS,Creighton Oaks Treatment Center,Creighton Oaks Treatment Center
TEXAS,Crockett State School,Crockett State School
TEXAS,Cumberland Presbyterian Children’s Home,Cumberland Presbyterian Children’s Home
TEXAS,Cypress Creek,Cypress Creek
TEXAS,Dallas County Juvenile Department - Letot RTC,Dallas County Juvenile Department - Letot RTC
TEXAS,Dallas County Juvenile Department - Lyle B. Medlock RTC,Dallas County Juvenile Department - Lyle B. Medlock RTC
TEXAS,Dallas County Juvenile Department - Youth Village,Dallas County Juvenile Department - Youth Village
TEXAS,Darrell B. Hester Juvenile Detention Center,Darrell B. Hester Juvenile Detention Center
TEXAS,"Daystar Residential, Inc.","Daystar Residential, Inc."
TEXAS,Denton County Juvenile Detention,Denton County Juvenile Detention
TEXAS,DePelchin Children's Center - Houston,DePelchin Children's Center - Houston
TEXAS,Devereux Advanced Behavioral Health RTC,Devereux Advanced Behavioral Health RTC
TEXAS,Devereux RTC,Devereux RTC
TEXAS,"Discovery Mood and Anxiety - Dripping Springs, TX,","Discovery Mood and Anxiety - Dripping Springs, TX,"
TEXAS,East Texas Open Door,East Texas Open Door
TEXAS,"Eating Recovery Center - Plano Campus,","Eating Recovery Center - Plano Campus,"
TEXAS,Ector County Youth Center,Ector County Youth Center
TEXAS,Edna Tamayo House,Edna Tamayo House
TEXAS,El Paso County Juvenile Detention Center,El Paso County Juvenile Detention Center
TEXAS,Elijah’s House Texarkana,Elijah’s House Texarkana
TEXAS,"Equinox Counseling and Wellness Center - Houston,","Equinox Counseling and Wellness Center - Houston,"
TEXAS,Evins Regional Juvenile Center,Evins Regional Juvenile Center
TEXAS,Faith Outreach Center International Christian Base Camp,Faith Outreach Center International Christian Base Camp
TEXAS,Faith Ranch,Faith Ranch
TEXAS,Five Oaks Achievement Center,Five Oaks Achievement Center
TEXAS,Fort Bend County Juvenile Detention Center,Fort Bend County Juvenile Detention Center
TEXAS,Fort Behavioral Health,Fort Behavioral Health
TEXAS,Foster’s Home for Children,Foster’s Home for Children
TEXAS,Fostering Life Youth Ranch,Fostering Life Youth Ranch
TEXAS,Freedom Place RTC,Freedom Place RTC
TEXAS,Fulshear Treatment to Transition - The Ranch,Fulshear Treatment to Transition - The Ranch
TEXAS,Gainesville State School,Gainesville State School
TEXAS,Galveston Multicultural Institute,Galveston Multicultural Institute
TEXAS,Garza County Regional Juvenile Center,Garza County Regional Juvenile Center
TEXAS,Gatesville State School,Gatesville State School
TEXAS,Giddings State School,Giddings State School
TEXAS,Good Shepherd RTC,Good Shepherd RTC
TEXAS,Grace House Children’s Center,Grace House Children’s Center
TEXAS,Grace of God Boys’ Home,Grace of God Boys’ Home
TEXAS,Greater San Marcos Youth Council,Greater San Marcos Youth Council
TEXAS,Gregg County Juvenile Detention Center,Gregg County Juvenile Detention Center
TEXAS,Guadalupe County Juvenile Detention Center,Guadalupe County Juvenile Detention Center
TEXAS,Habilitative Homes Inc.,Habilitative Homes Inc.
TEXAS,Hands of Faith GRO,Hands of Faith GRO
TEXAS,Happy Hills Farm Academy/Home,Happy Hills Farm Academy/Home
TEXAS,Hardin County Juvenile Detention Center,Hardin County Juvenile Detention Center
TEXAS,Harmony Therapy and Treatment Center,Harmony Therapy and Treatment Center
TEXAS,Harris County Juvenile Detention Center,Harris County Juvenile Detention Center
TEXAS,Haven of Rest Care Home,Haven of Rest Care Home
TEXAS,Hays County Juvenile Detention,Hays County Juvenile Detention
TEXAS,Hazel Street Recovery Center for Adolescent Males,Hazel Street Recovery Center for Adolescent Males
TEXAS,Heartlight Ministries,Heartlight Ministries
TEXAS,Hearts with Hope Foundation - RTC,Hearts with Hope Foundation - RTC
TEXAS,Helping Hand Home for Children - RTP,Helping Hand Home for Children - RTP
TEXAS,Dr. Jerome McNeil Jr. Detention Center,Dr. Jerome McNeil Jr. Detention Center
TEXAS,High Plains Children’s Home,High Plains Children’s Home
TEXAS,High Sky Children’s Ranch,High Sky Children’s Ranch
TEXAS,Home of Hope Texas,Home of Hope Texas
TEXAS,Hope Center Wilderness Camp,Hope Center Wilderness Camp
TEXAS,Inspirational Hope House,Inspirational Hope House
TEXAS,J. Flowers Health Institute,J. Flowers Health Institute
TEXAS,Jerry J. Esmond Juvenile Justice Center,Jerry J. Esmond Juvenile Justice Center
TEXAS,John R. Roach Juvenile Detention Center,John R. Roach Juvenile Detention Center
TEXAS,Jonathan’s Place,Jonathan’s Place
TEXAS,Joshua Home,Joshua Home
TEXAS,JStars Group Home Services,JStars Group Home Services
TEXAS,Judge Arthur R. Tipps Juvenile Justice Center,Judge Arthur R. Tipps Juvenile Justice Center
TEXAS,Judge Mario E. Ramirez Jr. Juvenile Justice Center,Judge Mario E. Ramirez Jr. Juvenile Justice Center
TEXAS,Judge Ricardo H. Garcia Regional Juvenile Detention Facility,Judge Ricardo H. Garcia Regional Juvenile Detention Facility
TEXAS,KCI Servant's Heart RTC,KCI Servant's Heart RTC
TEXAS,Kensley Care Residential Treatment Center,Kensley Care Residential Treatment Center
TEXAS,KIDS of El Paso,KIDS of El Paso
TEXAS,Kingwood Pines Hospital,Kingwood Pines Hospital
TEXAS,Lake Granbury Youth Services,Lake Granbury Youth Services
TEXAS,Lanier Therapeutic Wilderness Programs,Lanier Therapeutic Wilderness Programs
TEXAS,Latrell’s Landing,Latrell’s Landing
TEXAS,Laurel Ridge Treatment Center RTC,Laurel Ridge Treatment Center RTC
TEXAS,Letot Center,Letot Center
TEXAS,Light of the Pines,Light of the Pines
TEXAS,Lone Star Expeditions,Lone Star Expeditions
TEXAS,Lubbock County Juvenile Justice Center,Lubbock County Juvenile Justice Center
TEXAS,Lynn W. Ross Juvenile Detention,Lynn W. Ross Juvenile Detention
TEXAS,McLennan County State Juvenile Correctional Facility & RTC,McLennan County State Juvenile Correctional Facility & RTC
TEXAS,Meadowland RTC / Roy Maas,Meadowland RTC / Roy Maas
TEXAS,Menninger Center,Menninger Center
TEXAS,Meridell Achievement Center,Meridell Achievement Center
TEXAS,Methodist Children’s Home - Boys Ranch RTC,Methodist Children’s Home - Boys Ranch RTC
TEXAS,Methodist Children’s Home - Waco RTC,Methodist Children’s Home - Waco RTC
TEXAS,Midland County Barbara Culver Center,Midland County Barbara Culver Center
TEXAS,Minnie Rogers Juvenile Justice,Minnie Rogers Juvenile Justice
TEXAS,Mission Road Developmental Center,Mission Road Developmental Center
TEXAS,Monarch Academy for Girls,Monarch Academy for Girls
TEXAS,Montgomery County Juvenile Detention Center,Montgomery County Juvenile Detention Center
TEXAS,Nelson Children’s Center,Nelson Children’s Center
TEXAS,New Beginnings Children’s Home,New Beginnings Children’s Home
TEXAS,New Hope Boys Home,New Hope Boys Home
TEXAS,New Hope Children’s Shelter,New Hope Children’s Shelter
TEXAS,New Horizons - Audrey Grace House,New Horizons - Audrey Grace House
TEXAS,New Horizons - The Ranch RTC,New Horizons - The Ranch RTC
TEXAS,New Life Refuge Ministries,New Life Refuge Ministries
TEXAS,North Star Residential Treatment Center,North Star Residential Treatment Center
TEXAS,North Texas State Hospital,North Texas State Hospital
TEXAS,Nothing Just Happens,Nothing Just Happens
TEXAS,Nueces County Juvenile Justice Center,Nueces County Juvenile Justice Center
TEXAS,Odyssey Harbor Inc,Odyssey Harbor Inc
TEXAS,OnTrack Wilderness Program,OnTrack Wilderness Program
TEXAS,Paloma Place,Paloma Place
TEXAS,PaRC Discovery Behavioral Health - Houston Campus,PaRC Discovery Behavioral Health - Houston Campus
TEXAS,Paradigm Treatment Center - Austin,Paradigm Treatment Center - Austin
TEXAS,Pegasus School,Pegasus School
TEXAS,Prestige Care Services,Prestige Care Services
TEXAS,R.J. Holmgreen Juvenile Justice Center,R.J. Holmgreen Juvenile Justice Center
TEXAS,Rebekah Home for Girls,Rebekah Home for Girls
TEXAS,Redicare,Redicare
TEXAS,Reeves County Juvenile Detention Center,Reeves County Juvenile Detention Center
TEXAS,Rejo Helping Hands Inc,Rejo Helping Hands Inc
TEXAS,Resolution Ranch Academy,Resolution Ranch Academy
TEXAS,Retreat 4 Kids,Retreat 4 Kids
TEXAS,Rockdale Regional Juvenile Justice Center,Rockdale Regional Juvenile Justice Center
TEXAS,Ron Jackson State Juvenile Correctional Complex,Ron Jackson State Juvenile Correctional Complex
TEXAS,Roots Adolescent Renewal Ranch,Roots Adolescent Renewal Ranch
TEXAS,Safe Havens of Kornerstone,Safe Havens of Kornerstone
TEXAS,San Marcos Treatment Center,San Marcos Treatment Center
TEXAS,San Patricio County Juvenile Detention Center,San Patricio County Juvenile Detention Center
TEXAS,Schaeffer House,Schaeffer House
TEXAS,Scott D. Moore Juvenile Justice,Scott D. Moore Juvenile Justice
TEXAS,Seeds of Royalty,Seeds of Royalty
TEXAS,Seguin Assisted Living,Seguin Assisted Living
TEXAS,Serving Children and Adults in Need - Youth Recovery Homes,Serving Children and Adults in Need - Youth Recovery Homes
TEXAS,Seton Home GRO,Seton Home GRO
TEXAS,Settlement Home for Children - RTC,Settlement Home for Children - RTC
TEXAS,Shepherd Kidz Cares,Shepherd Kidz Cares
TEXAS,Shiloh Ministries,Shiloh Ministries
TEXAS,Shoreline Inc. Treatment Center,Shoreline Inc. Treatment Center
TEXAS,Sinclair Children’s Center RTC,Sinclair Children’s Center RTC
TEXAS,Smith County Juvenile Detention Center,Smith County Juvenile Detention Center
TEXAS,Solomon Casseb Jr. Webb County Youth Village,Solomon Casseb Jr. Webb County Youth Village
TEXAS,"Solstice Southwest,","Solstice Southwest,"
TEXAS,Sophie’s House for Children,Sophie’s House for Children
TEXAS,Southwest Mental Health Center,Southwest Mental Health Center
TEXAS,Star Ranch,Star Ranch
TEXAS,Starr County Juvenile Justice Center,Starr County Juvenile Justice Center
TEXAS,Starlite Recovery Center Summit House,Starlite Recovery Center Summit House
TEXAS,Still Creek Ranch,Still Creek Ranch
TEXAS,Sundown Ranch,Sundown Ranch
TEXAS,Sunny Glen Children’s Home,Sunny Glen Children’s Home
TEXAS,Sweeten Home for Children Inc,Sweeten Home for Children Inc
TEXAS,Tarrant County Community Correctional Facility Boot Camp Program,Tarrant County Community Correctional Facility Boot Camp Program
TEXAS,Taylor County Juvenile Detention Center,Taylor County Juvenile Detention Center
TEXAS,Texas Baptist Children’s Home,Texas Baptist Children’s Home
TEXAS,Texas Hill Country School,Texas Hill Country School
TEXAS,Texas NeuroRehab Center,Texas NeuroRehab Center
TEXAS,The Brown Schools Hill Country Place,The Brown Schools Hill Country Place
TEXAS,The Camp Transformation Center,The Camp Transformation Center
TEXAS,The Hemple Shelter,The Hemple Shelter
TEXAS,"The Holy Highway, Inc.","The Holy Highway, Inc."
TEXAS,"The Hook Center, Inc.","The Hook Center, Inc."
TEXAS,The Lullaby House,The Lullaby House
TEXAS,The Oaks Treatment Center,The Oaks Treatment Center
TEXAS,The One Discovery RTC,The One Discovery RTC
TEXAS,The Pillar of Progression for the Youth,The Pillar of Progression for the Youth
TEXAS,The Refuge for DMST,The Refuge for DMST
TEXAS,The Zilker Center,The Zilker Center
TEXAS,Thompson’s Residential Treatment Center,Thompson’s Residential Treatment Center
TEXAS,Thrive Girls Ranch and Home,Thrive Girls Ranch and Home
TEXAS,Timberlawn Psychiatric Hospital,Timberlawn Psychiatric Hospital
TEXAS,Tom Green County Juvenile Detention Center,Tom Green County Juvenile Detention Center
TEXAS,Travis County Juvenile Detention/Gardner-Betts Juvenile Justice Center,Travis County Juvenile Detention/Gardner-Betts Juvenile Justice Center
TEXAS,Tree of Life RTC,Tree of Life RTC
TEXAS,"Trinity Home of Faith 1, Inc.","Trinity Home of Faith 1, Inc."
TEXAS,Triple 7 Ranch GRO,Triple 7 Ranch GRO
TEXAS,TruLight Youth Village,TruLight Youth Village
TEXAS,U-Turn for Christ,U-Turn for Christ
TEXAS,Val Verde County Juvenile Detention Facility,Val Verde County Juvenile Detention Facility
TEXAS,Van Zandt County Multi-Youth Center,Van Zandt County Multi-Youth Center
TEXAS,Victoria County Juvenile Center,Victoria County Juvenile Center
TEXAS,Victory Acres Children's Home,Victory Acres Children's Home
TEXAS,Waco Center for Youth,Waco Center for Youth
TEXAS,Waco State Home,Waco State Home
TEXAS,We Care Treatment Center,We Care Treatment Center
TEXAS,Wellspring Texas,Wellspring Texas
TEXAS,West Oaks Hospital PRTF,West Oaks Hospital PRTF
TEXAS,West Texas State School,West Texas State School
TEXAS,Williamson County Juvenile Detention Center,Williamson County Juvenile Detention Center
TEXAS,Willoughby House,Willoughby House
TEXAS,Willoughby Juvenile Services,Willoughby Juvenile Services
TEXAS,Woodside Trails Therapeutic Camp,Woodside Trails Therapeutic Camp
TEXAS,Yellow Canyon Academy,Yellow Canyon Academy
TEXAS,Youth Center of the High Plains,Youth Center of the High Plains
VIRGINIA,Abundant Life Academy,Abundant Life Academy
UTAH,Academy at Canyon Creek,Academy at Canyon Creek
UTAH,Alliance Youth Services,Alliance Youth Services
UTAH,Alternative Youth Adventures of Utah,Alternative Youth Adventures of Utah
UTAH,Ascent Country Residential,Ascent Country Residential
UTAH,"Ascent, Inc. – Discovery Ranch for Girls","Ascent, Inc. – Discovery Ranch for Girls"
UTAH,Ascent Inc.,Ascent Inc.
UTAH,Aspen Achievement Academy,Aspen Achievement Academy
UTAH,Aspen Ranch,Aspen Ranch
UTAH,Aspiro Group Inc.,Aspiro Group Inc.
UTAH,Avalon Hills Eating Disorder Program,Avalon Hills Eating Disorder Program
UTAH,Bear River RTC,Bear River RTC
UTAH,Behavioral Health,Behavioral Health
UTAH,Blue Peak Academy for Young Women,Blue Peak Academy for Young Women
UTAH,Boulder Outdoor Survival School,Boulder Outdoor Survival School
UTAH,Bridges – Lotts’ Legacy Youth Program,Bridges – Lotts’ Legacy Youth Program
UTAH,Brightway Adolescent Hospital,Brightway Adolescent Hospital
UTAH,Bryce Canyon Academy,Bryce Canyon Academy
UTAH,Cache Valley Youth Center,Cache Valley Youth Center
UTAH,Canyon River Ranch,Canyon River Ranch
UTAH,Canyonlands Youth Center,Canyonlands Youth Center
UTAH,Cascade Academy,Cascade Academy
UTAH,Castle Country Youth Center,Castle Country Youth Center
UTAH,Catalyst Residential Treatment Center – Grey House,Catalyst Residential Treatment Center – Grey House
UTAH,Catalyst Residential Treatment Center – Red,Catalyst Residential Treatment Center – Red
UTAH,Cedar Breaks Academy,Cedar Breaks Academy
UTAH,Cedar Ridge Academy,Cedar Ridge Academy
UTAH,Cedar Valley Ranch,Cedar Valley Ranch
UTAH,Center for Change Residential Eating Disorder Treatment Center,Center for Change Residential Eating Disorder Treatment Center
UTAH,Central Utah Youth Center,Central Utah Youth Center
UTAH,CERTS – Kolob Canyon Residential Treatment Center,CERTS – Kolob Canyon Residential Treatment Center
UTAH,CERTS – Moonridge Academy,CERTS – Moonridge Academy
UTAH,Challenger Foundation,Challenger Foundation
UTAH,Cinnamon Hills Youth Crisis Center,Cinnamon Hills Youth Crisis Center
UTAH,Compass Academy 1,Compass Academy 1
UTAH,Copper Hills Youth Center,Copper Hills Youth Center
UTAH,Cottonwood Treatment Center,Cottonwood Treatment Center
UTAH,Decker Lake Youth Center,Decker Lake Youth Center
UTAH,Davis Behavioral Health – AMRC,Davis Behavioral Health – AMRC
UTAH,Diamond Ranch Academy,Diamond Ranch Academy
UTAH,Discover Seven Stars,Discover Seven Stars
UTAH,Discovery Academy,Discovery Academy
UTAH,Discovery Connections,Discovery Connections
UTAH,Discovery Ranch,Discovery Ranch
UTAH,Discovery Ranch South,Discovery Ranch South
UTAH,Distant Drums Beginnings,Distant Drums Beginnings
UTAH,Eagle Quest Outdoor Youth Program,Eagle Quest Outdoor Youth Program
UTAH,Eagle Ranch Academy,Eagle Ranch Academy
UTAH,Eagle Valley Youth Ranch,Eagle Valley Youth Ranch
UTAH,Elements Wilderness Program,Elements Wilderness Program
UTAH,Elevations RTC,Elevations RTC
UTAH,Equine Journeys LLC,Equine Journeys LLC
UTAH,Extended Family Services,Extended Family Services
UTAH,Eva Carlston Academy – Covecrest House,Eva Carlston Academy – Covecrest House
UTAH,Eva Carlston Academy – Draper House,Eva Carlston Academy – Draper House
UTAH,Eva Carlston Academy – Main House,Eva Carlston Academy – Main House
UTAH,Evoke Entrada,Evoke Entrada
UTAH,Falcon Ridge Ranch,Falcon Ridge Ranch
UTAH,Family Connection Center Inc – Open Doors Social Services,Family Connection Center Inc – Open Doors Social Services
UTAH,Family Support Center of Ogden,Family Support Center of Ogden
UTAH,Farmington Bay Youth Center,Farmington Bay Youth Center
UTAH,"Gateway Academy, LLC. – Gateway House","Gateway Academy, LLC. – Gateway House"
UTAH,"Gateway Academy, LLC – Draper","Gateway Academy, LLC – Draper"
UTAH,Haven Home for Girls,Haven Home for Girls
UTAH,Havenwood Academy,Havenwood Academy
UTAH,Havenwood North,Havenwood North
UTAH,Havenwood Ranch,Havenwood Ranch
UTAH,"Heritage Schools, Inc.","Heritage Schools, Inc."
UTAH,High Peaks Wilderness Program,High Peaks Wilderness Program
UTAH,High Top Ranch School,High Top Ranch School
UTAH,Highland Ridge Hospital,Highland Ridge Hospital
UTAH,Horseshoe Mountain Academy,Horseshoe Mountain Academy
UTAH,Huntsman Mental Health Institute at University of Utah,Huntsman Mental Health Institute at University of Utah
UTAH,Imperial Healing Estate Residential,Imperial Healing Estate Residential
UTAH,InnerChange,InnerChange
UTAH,Iron County Youth Center,Iron County Youth Center
UTAH,Kaizen Academy,Kaizen Academy
UTAH,Key Point Academy,Key Point Academy
UTAH,KIDS of Greater Salt Lake,KIDS of Greater Salt Lake
UTAH,Kiva Adventure Ranch,Kiva Adventure Ranch
UTAH,La Europa Academy,La Europa Academy
UTAH,Lakeview RTC,Lakeview RTC
UTAH,Lava Heights Academy,Lava Heights Academy
UTAH,Legacy Outdoor Adventures,Legacy Outdoor Adventures
UTAH,Liahona Academy for Youth – Liahona Treatment Center,Liahona Academy for Youth – Liahona Treatment Center
UTAH,Liahona Academy for Youth LLC – Liahona Treatment Center,Liahona Academy for Youth LLC – Liahona Treatment Center
UTAH,LifeLine Behavioral Health,LifeLine Behavioral Health
UTAH,Lifeline for Youth,Lifeline for Youth
UTAH,Life Quest Girls Academy,Life Quest Girls Academy
UTAH,Linden House,Linden House
UTAH,"Live for Life Aspen, LLC","Live for Life Aspen, LLC"
